# freq_THz  G_total_s  G_Al_s  G_N_s  G_Ga_s
# Smoothed MD-derived velocity power spectrum. Common normalization: integral(G_total_s) = 3*primitive_atoms.
# Gaussian_sigma_THz=0.38; mass_weighted=True; primitive_atoms=2; total_equals_sum_of_partials=True
2.6855468750e+02 2.0967673372e-14 5.5102417670e-15 1.4191134261e-14 1.2662973441e-15
2.6879882812e+02 2.0612071720e-14 5.4650560498e-15 1.3903532374e-14 1.2434832959e-15
2.6904296875e+02 2.0283245566e-14 5.4255571004e-15 1.3633873214e-14 1.2238152509e-15
2.6928710938e+02 2.0005874543e-14 5.3915634106e-15 1.3404175704e-14 1.2101354278e-15
2.6953125000e+02 1.9807613555e-14 5.3630908162e-15 1.3241963587e-14 1.2025591515e-15
2.6977539062e+02 1.9688632078e-14 5.3385106498e-15 1.3151477983e-14 1.1986434457e-15
2.7001953125e+02 1.9612737821e-14 5.3156513915e-15 1.3101784832e-14 1.1953015967e-15
2.7026367188e+02 1.9532514952e-14 5.2933002970e-15 1.3049058033e-14 1.1901566215e-15
2.7050781250e+02 1.9417294891e-14 5.2707851448e-15 1.2964267606e-14 1.1822421403e-15
2.7075195312e+02 1.9258825663e-14 5.2469088237e-15 1.2839707247e-14 1.1722095918e-15
2.7099609375e+02 1.9061378699e-14 5.2193704858e-15 1.2680790447e-14 1.1612177660e-15
2.7124023438e+02 1.8835891658e-14 5.1860367400e-15 1.2499684924e-14 1.1501699942e-15
2.7148437500e+02 1.8599110772e-14 5.1470684715e-15 1.2311492239e-14 1.1405500616e-15
2.7172851562e+02 1.8367568855e-14 5.1046289745e-15 1.2129039681e-14 1.1339001991e-15
2.7197265625e+02 1.8149706955e-14 5.0612117802e-15 1.1959092450e-14 1.1294027256e-15
2.7221679688e+02 1.7944623827e-14 5.0192730807e-15 1.1801183316e-14 1.1241674303e-15
2.7246093750e+02 1.7746609315e-14 4.9814966231e-15 1.1648779997e-14 1.1163326950e-15
2.7270507812e+02 1.7552604976e-14 4.9505551761e-15 1.1496013201e-14 1.1060365987e-15
2.7294921875e+02 1.7367264975e-14 4.9275638755e-15 1.1345424021e-14 1.0942770789e-15
2.7319335938e+02 1.7199707204e-14 4.9106920422e-15 1.1206339145e-14 1.0826760171e-15
2.7343750000e+02 1.7059030492e-14 4.8967800706e-15 1.1088912172e-14 1.0733382490e-15
2.7368164062e+02 1.6950779252e-14 4.8834613768e-15 1.0999640167e-14 1.0676777079e-15
2.7392578125e+02 1.6868093498e-14 4.8687965604e-15 1.0934069656e-14 1.0652272816e-15
2.7416992188e+02 1.6788821509e-14 4.8505625507e-15 1.0874935632e-14 1.0633233266e-15
2.7441406250e+02 1.6686613071e-14 4.8271177848e-15 1.0800818979e-14 1.0586763070e-15
2.7465820312e+02 1.6545195797e-14 4.7991554174e-15 1.0695613230e-14 1.0504271501e-15
2.7490234375e+02 1.6368443203e-14 4.7701496813e-15 1.0557385745e-14 1.0409077767e-15
2.7514648438e+02 1.6178553629e-14 4.7440007167e-15 1.0401955025e-14 1.0325978870e-15
2.7539062500e+02 1.5998931609e-14 4.7222276848e-15 1.0251090525e-14 1.0256133991e-15
2.7563476562e+02 1.5841217261e-14 4.7037248968e-15 1.0118789300e-14 1.0187030647e-15
2.7587890625e+02 1.5709792220e-14 4.6865687115e-15 1.0011792752e-14 1.0114307569e-15
2.7612304688e+02 1.5608820121e-14 4.6700331493e-15 9.9342170270e-15 1.0045699452e-15
2.7636718750e+02 1.5539146010e-14 4.6549423676e-15 9.8852269141e-15 9.9897672801e-16
2.7661132812e+02 1.5491971746e-14 4.6417333016e-15 9.8553031010e-15 9.9493534339e-16
2.7685546875e+02 1.5449690532e-14 4.6292691549e-15 9.8281035620e-15 9.9231781538e-16
2.7709960938e+02 1.5397107392e-14 4.6165910260e-15 9.7895078998e-15 9.9100846591e-16
2.7734375000e+02 1.5332948386e-14 4.6045883196e-15 9.7373706451e-15 9.9098942092e-16
2.7758789062e+02 1.5266372099e-14 4.5948480177e-15 9.6797337983e-15 9.9179028319e-16
2.7783203125e+02 1.5203233410e-14 4.5876884255e-15 9.6232328312e-15 9.9231215358e-16
2.7807617188e+02 1.5141512967e-14 4.5816248001e-15 9.5683622393e-15 9.9152592727e-16
2.7832031250e+02 1.5079228480e-14 4.5744234397e-15 9.5155218059e-15 9.8928323441e-16
2.7856445312e+02 1.5017729629e-14 4.5647126754e-15 9.4667179081e-15 9.8629904581e-16
2.7880859375e+02 1.4956743129e-14 4.5527898298e-15 9.4207339733e-15 9.8321932620e-16
2.7905273438e+02 1.4896392110e-14 4.5409444416e-15 9.3756138973e-15 9.7983377095e-16
2.7929687500e+02 1.4842810689e-14 4.5329022744e-15 9.3344435031e-15 9.7546491154e-16
2.7954101562e+02 1.4801819564e-14 4.5308954727e-15 9.3005191716e-15 9.7040492012e-16
2.7978515625e+02 1.4769612930e-14 4.5328131838e-15 9.2704887052e-15 9.6631104061e-16
2.8002929688e+02 1.4740186214e-14 4.5341430814e-15 9.2418740686e-15 9.6416906438e-16
2.8027343750e+02 1.4718522156e-14 4.5326790123e-15 9.2229640402e-15 9.6287910325e-16
2.8051757812e+02 1.4713589029e-14 4.5289163677e-15 9.2236308274e-15 9.6104183398e-16
2.8076171875e+02 1.4721998072e-14 4.5234478171e-15 9.2396928509e-15 9.5885740357e-16
2.8100585938e+02 1.4730002578e-14 4.5173742308e-15 9.2553550542e-15 9.5727329268e-16
2.8125000000e+02 1.4727838300e-14 4.5129558557e-15 9.2586760355e-15 9.5620640835e-16
2.8149414062e+02 1.4713875546e-14 4.5109193073e-15 9.2483500887e-15 9.5460615035e-16
2.8173828125e+02 1.4688582508e-14 4.5090874386e-15 9.2270485093e-15 9.5244656051e-16
2.8198242188e+02 1.4653614394e-14 4.5053008972e-15 9.1969071535e-15 9.5140634335e-16
2.8222656250e+02 1.4615517636e-14 4.5001070688e-15 9.1629522374e-15 9.5245832943e-16
2.8247070312e+02 1.4582278187e-14 4.4952502645e-15 9.1329622814e-15 9.5406564150e-16
2.8271484375e+02 1.4556489204e-14 4.4910839435e-15 9.1114341822e-15 9.5397107821e-16
2.8295898438e+02 1.4536409821e-14 4.4875480959e-15 9.0972053993e-15 9.5165632614e-16
2.8320312500e+02 1.4521979704e-14 4.4859888150e-15 9.0876094176e-15 9.4838147086e-16
2.8344726562e+02 1.4515127486e-14 4.4873402847e-15 9.0818418040e-15 9.4594539730e-16
2.8369140625e+02 1.4515295373e-14 4.4902511088e-15 9.0796594041e-15 9.4538485984e-16
2.8393554688e+02 1.4520446417e-14 4.4932598142e-15 9.0811449968e-15 9.4604160603e-16
2.8417968750e+02 1.4531319069e-14 4.4968336229e-15 9.0877871923e-15 9.4669825359e-16
2.8442382812e+02 1.4549863666e-14 4.5016943571e-15 9.1006047164e-15 9.4756459262e-16
2.8466796875e+02 1.4574874956e-14 4.5070024308e-15 9.1183478921e-15 9.4952463361e-16
2.8491210938e+02 1.4599066756e-14 4.5111821066e-15 9.1357923717e-15 9.5209227731e-16
2.8515625000e+02 1.4610967056e-14 4.5135248868e-15 9.1437536281e-15 9.5368854084e-16
2.8540039062e+02 1.4604337118e-14 4.5143122371e-15 9.1367114421e-15 9.5331343859e-16
2.8564453125e+02 1.4582828134e-14 4.5131076523e-15 9.1185285417e-15 9.5119193970e-16
2.8588867188e+02 1.4553156673e-14 4.5080692176e-15 9.0967086421e-15 9.4837881289e-16
2.8613281250e+02 1.4520877521e-14 4.4991406080e-15 9.0756470806e-15 9.4608983206e-16
2.8637695312e+02 1.4492280300e-14 4.4902270845e-15 9.0569141858e-15 9.4513902960e-16
2.8662109375e+02 1.4471175089e-14 4.4846499632e-15 9.0407854291e-15 9.4573969626e-16
2.8686523438e+02 1.4456447659e-14 4.4810683798e-15 9.0277612203e-15 9.4761805885e-16
2.8710937500e+02 1.4448742002e-14 4.4775571235e-15 9.0211433702e-15 9.5004150833e-16
2.8735351562e+02 1.4450477200e-14 4.4758799886e-15 9.0227531991e-15 9.5184401253e-16
2.8759765625e+02 1.4455672972e-14 4.4780223195e-15 9.0253278552e-15 9.5232279721e-16
2.8784179688e+02 1.4452072976e-14 4.4816431562e-15 9.0184048052e-15 9.5202501457e-16
2.8808593750e+02 1.4435143124e-14 4.4825092259e-15 9.0008956453e-15 9.5173825317e-16
2.8833007812e+02 1.4410667806e-14 4.4798170437e-15 8.9793912493e-15 9.5145951335e-16
2.8857421875e+02 1.4384268002e-14 4.4757259844e-15 8.9575292681e-15 9.5101274974e-16
2.8881835938e+02 1.4354435182e-14 4.4705950523e-15 8.9333788602e-15 9.5046126920e-16
2.8906250000e+02 1.4316448145e-14 4.4621584152e-15 8.9049780562e-15 9.4931167376e-16
2.8930664062e+02 1.4270492604e-14 4.4493478803e-15 8.8745258390e-15 9.4661888459e-16
2.8955078125e+02 1.4223840741e-14 4.4349069219e-15 8.8463111459e-15 9.4262267314e-16
2.8979492188e+02 1.4185853647e-14 4.4239700726e-15 8.8229917453e-15 9.3889182895e-16
2.9003906250e+02 1.4161053363e-14 4.4202267718e-15 8.8047055592e-15 9.3612103206e-16
2.9028320312e+02 1.4144917653e-14 4.4229326038e-15 8.7886677797e-15 9.3331726933e-16
2.9052734375e+02 1.4127218519e-14 4.4274253054e-15 8.7700235217e-15 9.2976969173e-16
2.9077148438e+02 1.4100340481e-14 4.4290623421e-15 8.7450365281e-15 9.2624161043e-16
2.9101562500e+02 1.4063367606e-14 4.4265684667e-15 8.7130209746e-15 9.2377816427e-16
2.9125976562e+02 1.4019629396e-14 4.4211406655e-15 8.6761426167e-15 9.2234611377e-16
2.9150390625e+02 1.3972516124e-14 4.4139096072e-15 8.6377749631e-15 9.2083155367e-16
2.9174804688e+02 1.3923739521e-14 4.4051443773e-15 8.6002200102e-15 9.1837513302e-16
2.9199218750e+02 1.3872761000e-14 4.3945058776e-15 8.5629449106e-15 9.1531021215e-16
2.9223632812e+02 1.3816479251e-14 4.3824147308e-15 8.5216069006e-15 9.1245761984e-16
2.9248046875e+02 1.3754242074e-14 4.3716740551e-15 8.4720581033e-15 9.1050991579e-16
2.9272460938e+02 1.3694209973e-14 4.3654907292e-15 8.4185985533e-15 9.1012069035e-16
2.9296875000e+02 1.3647946688e-14 4.3630246125e-15 8.3735120024e-15 9.1141007353e-16
2.9321289062e+02 1.3617618307e-14 4.3592662036e-15 8.3450855435e-15 9.1326655984e-16
2.9345703125e+02 1.3595250758e-14 4.3508888117e-15 8.3306547733e-15 9.1370717324e-16
2.9370117188e+02 1.3574463240e-14 4.3406452470e-15 8.3222398196e-15 9.1157817307e-16
2.9394531250e+02 1.3554785843e-14 4.3339708331e-15 8.3127355642e-15 9.0807944536e-16
2.9418945312e+02 1.3534026177e-14 4.3323625498e-15 8.2960749687e-15 9.0558865852e-16
2.9443359375e+02 1.3505304112e-14 4.3322549029e-15 8.2684083722e-15 9.0464083724e-16
2.9467773438e+02 1.3465020398e-14 4.3295898293e-15 8.2321209287e-15 9.0330964008e-16
2.9492187500e+02 1.3417836221e-14 4.3232359599e-15 8.1946963061e-15 8.9990395468e-16
2.9516601562e+02 1.3371434105e-14 4.3144157895e-15 8.1616807501e-15 8.9533756530e-16
2.9541015625e+02 1.3331134018e-14 4.3053985391e-15 8.1335068248e-15 8.9222865412e-16
2.9565429688e+02 1.3299721592e-14 4.2985131310e-15 8.1095043074e-15 8.9170415332e-16
2.9589843750e+02 1.3277780528e-14 4.2943787245e-15 8.0912326803e-15 8.9216912333e-16
2.9614257812e+02 1.3263353806e-14 4.2916133947e-15 8.0797818121e-15 8.9195859941e-16
2.9638671875e+02 1.3252702891e-14 4.2888732991e-15 8.0720508484e-15 8.9177874377e-16
2.9663085938e+02 1.3242372759e-14 4.2862965958e-15 8.0628404623e-15 8.9323570120e-16
2.9687500000e+02 1.3230620238e-14 4.2843734557e-15 8.0502596506e-15 8.9598713162e-16
2.9711914062e+02 1.3215948834e-14 4.2821515949e-15 8.0360566807e-15 8.9774055874e-16
2.9736328125e+02 1.3196233656e-14 4.2783584108e-15 8.0211298755e-15 8.9674536993e-16
2.9760742188e+02 1.3171154592e-14 4.2737734151e-15 8.0042162608e-15 8.9316491571e-16
2.9785156250e+02 1.3142521637e-14 4.2702100646e-15 7.9841613144e-15 8.8815025793e-16
2.9809570312e+02 1.3111604863e-14 4.2677473297e-15 7.9610469118e-15 8.8281062096e-16
2.9833984375e+02 1.3079040593e-14 4.2648882792e-15 7.9360221836e-15 8.7813013018e-16
2.9858398438e+02 1.3046158156e-14 4.2611220035e-15 7.9100850277e-15 8.7495112498e-16
2.9882812500e+02 1.3015182438e-14 4.2576612355e-15 7.8836979426e-15 8.7382325956e-16
2.9907226562e+02 1.2988727956e-14 4.2548302218e-15 7.8591448195e-15 8.7475291444e-16
2.9931640625e+02 1.2966717984e-14 4.2505828961e-15 7.8393430189e-15 8.7679206865e-16
2.9956054688e+02 1.2944778970e-14 4.2435726443e-15 7.8229112011e-15 8.7829512420e-16
2.9980468750e+02 1.2919544705e-14 4.2354337602e-15 7.8060319695e-15 8.7807897509e-16
3.0004882812e+02 1.2893393733e-14 4.2285249552e-15 7.7886671033e-15 8.7620167449e-16
3.0029296875e+02 1.2871072819e-14 4.2239328016e-15 7.7734837570e-15 8.7365626028e-16
3.0053710938e+02 1.2853768152e-14 4.2217254291e-15 7.7605637560e-15 8.7147896684e-16
3.0078125000e+02 1.2838467156e-14 4.2211685753e-15 7.7472133838e-15 8.7008519656e-16
3.0102539062e+02 1.2821407391e-14 4.2208386351e-15 7.7311263636e-15 8.6944239192e-16
3.0126953125e+02 1.2801086223e-14 4.2193054556e-15 7.7122579485e-15 8.6952281867e-16
3.0151367188e+02 1.2779784699e-14 4.2163008481e-15 7.6934035643e-15 8.7008028704e-16
3.0175781250e+02 1.2762015199e-14 4.2130652476e-15 7.6784229450e-15 8.7052700610e-16
3.0200195312e+02 1.2749626640e-14 4.2109387386e-15 7.6680206868e-15 8.7066721439e-16
3.0224609375e+02 1.2739154525e-14 4.2099275419e-15 7.6585215239e-15 8.7070545956e-16
3.0249023438e+02 1.2726793002e-14 4.2090470861e-15 7.6474757309e-15 8.7027018467e-16
3.0273437500e+02 1.2715021714e-14 4.2074356352e-15 7.6386633312e-15 8.6892274754e-16
3.0297851562e+02 1.2708726202e-14 4.2045880876e-15 7.6366252757e-15 8.6751283889e-16
3.0322265625e+02 1.2705525323e-14 4.2005282428e-15 7.6378391828e-15 8.6715789776e-16
3.0346679688e+02 1.2697471656e-14 4.1962308992e-15 7.6338058734e-15 8.6743488353e-16
3.0371093750e+02 1.2682172517e-14 4.1927576705e-15 7.6223764512e-15 8.6703839575e-16
3.0395507812e+02 1.2665519726e-14 4.1900197117e-15 7.6100394390e-15 8.6546057534e-16
3.0419921875e+02 1.2653775264e-14 4.1875158536e-15 7.6028381131e-15 8.6342129752e-16
3.0444335938e+02 1.2647589844e-14 4.1855452427e-15 7.5999883507e-15 8.6205625107e-16
3.0468750000e+02 1.2643096650e-14 4.1844673145e-15 7.5968463236e-15 8.6178301231e-16
3.0493164062e+02 1.2635697191e-14 4.1839479173e-15 7.5897008110e-15 8.6204846298e-16
3.0517578125e+02 1.2622492211e-14 4.1836451400e-15 7.5768440820e-15 8.6200298893e-16
3.0541992188e+02 1.2603872036e-14 4.1832511960e-15 7.5596072903e-15 8.6101354980e-16
3.0566406250e+02 1.2584541868e-14 4.1817447862e-15 7.5437674103e-15 8.5902967140e-16
3.0590820312e+02 1.2570823994e-14 4.1782455045e-15 7.5356731735e-15 8.5690531559e-16
3.0615234375e+02 1.2565628380e-14 4.1739776123e-15 7.5358967624e-15 8.5575400484e-16
3.0639648438e+02 1.2566752145e-14 4.1717798259e-15 7.5390089751e-15 8.5596334353e-16
3.0664062500e+02 1.2569239948e-14 4.1728737894e-15 7.5391294307e-15 8.5723672795e-16
3.0688476562e+02 1.2569623654e-14 4.1753929317e-15 7.5349740907e-15 8.5925663125e-16
3.0712890625e+02 1.2568978014e-14 4.1769690482e-15 7.5300319551e-15 8.6197701094e-16
3.0737304688e+02 1.2570987186e-14 4.1778669636e-15 7.5280761420e-15 8.6504408033e-16
3.0761718750e+02 1.2576695897e-14 4.1799773336e-15 7.5293701647e-15 8.6734839911e-16
3.0786132812e+02 1.2581475658e-14 4.1825803465e-15 7.5309683277e-15 8.6792698403e-16
3.0810546875e+02 1.2578070239e-14 4.1818493660e-15 7.5293851048e-15 8.6683576778e-16
3.0834960938e+02 1.2563726227e-14 4.1759117470e-15 7.5229116554e-15 8.6490282411e-16
3.0859375000e+02 1.2542827906e-14 4.1679728672e-15 7.5118179899e-15 8.6303704909e-16
3.0883789062e+02 1.2522801635e-14 4.1633070348e-15 7.4980212611e-15 8.6147333926e-16
3.0908203125e+02 1.2509638317e-14 4.1643344904e-15 7.4855400262e-15 8.5976380001e-16
3.0932617188e+02 1.2504985173e-14 4.1689486318e-15 7.4783438164e-15 8.5769272505e-16
3.0957031250e+02 1.2505403667e-14 4.1730950965e-15 7.4765154581e-15 8.5579311254e-16
3.0981445312e+02 1.2506544786e-14 4.1745642981e-15 7.4770794952e-15 8.5490099289e-16
3.1005859375e+02 1.2507496593e-14 4.1737846772e-15 7.4785470592e-15 8.5516485693e-16
3.1030273438e+02 1.2508867478e-14 4.1714844230e-15 7.4818062714e-15 8.5557678382e-16
3.1054687500e+02 1.2510039434e-14 4.1680079415e-15 7.4871790446e-15 8.5485244763e-16
3.1079101562e+02 1.2511912877e-14 4.1652466942e-15 7.4939057147e-15 8.5276046797e-16
3.1103515625e+02 1.2518091186e-14 4.1661609144e-15 7.5013709543e-15 8.5055931694e-16
3.1127929688e+02 1.2529595963e-14 4.1711095167e-15 7.5084301618e-15 8.5005628480e-16
3.1152343750e+02 1.2542160113e-14 4.1767439978e-15 7.5135377833e-15 8.5187833168e-16
3.1176757812e+02 1.2550342796e-14 4.1796611414e-15 7.5159560824e-15 8.5472557211e-16
3.1201171875e+02 1.2552424662e-14 4.1796080593e-15 7.5162632181e-15 8.5655338450e-16
3.1225585938e+02 1.2551137764e-14 4.1784481255e-15 7.5162410553e-15 8.5644858326e-16
3.1250000000e+02 1.2548691776e-14 4.1776180005e-15 7.5156135398e-15 8.5546023538e-16
3.1274414062e+02 1.2542400847e-14 4.1771655753e-15 7.5097656315e-15 8.5546964041e-16
3.1298828125e+02 1.2529377416e-14 4.1762816453e-15 7.4960861211e-15 8.5700964926e-16
3.1323242188e+02 1.2513944369e-14 4.1747064836e-15 7.4805642917e-15 8.5867359402e-16
3.1347656250e+02 1.2505686537e-14 4.1735119848e-15 7.4732602343e-15 8.5891431805e-16
3.1372070312e+02 1.2510314718e-14 4.1737624204e-15 7.4787284663e-15 8.5782383156e-16
3.1396484375e+02 1.2524369743e-14 4.1749351275e-15 7.4926960795e-15 8.5673853574e-16
3.1420898438e+02 1.2538059344e-14 4.1752430615e-15 7.5061145987e-15 8.5670168359e-16
3.1445312500e+02 1.2541859593e-14 4.1731295645e-15 7.5108083599e-15 8.5792166917e-16
3.1469726562e+02 1.2533076007e-14 4.1689409785e-15 7.5043970228e-15 8.5973800598e-16
3.1494140625e+02 1.2517726845e-14 4.1650291831e-15 7.4920232237e-15 8.6067443812e-16
3.1518554688e+02 1.2503812342e-14 4.1633614951e-15 7.4807295974e-15 8.5972124980e-16
3.1542968750e+02 1.2494906308e-14 4.1640854871e-15 7.4733979014e-15 8.5742291908e-16
3.1567382812e+02 1.2491157163e-14 4.1663258330e-15 7.4700105868e-15 8.5482074349e-16
3.1591796875e+02 1.2491416622e-14 4.1686864281e-15 7.4705786872e-15 8.5215150698e-16
3.1616210938e+02 1.2494319399e-14 4.1699202070e-15 7.4749056771e-15 8.4949351468e-16
3.1640625000e+02 1.2499443877e-14 4.1700654972e-15 7.4816484208e-15 8.4772995898e-16
3.1665039062e+02 1.2504572041e-14 4.1697223101e-15 7.4871536433e-15 8.4769608775e-16
3.1689453125e+02 1.2503485776e-14 4.1686810359e-15 7.4857871580e-15 8.4901758172e-16
3.1713867188e+02 1.2493152872e-14 4.1666721395e-15 7.4758334575e-15 8.5064727448e-16
3.1738281250e+02 1.2480465668e-14 4.1645317839e-15 7.4640794506e-15 8.5185443383e-16
3.1762695312e+02 1.2474811514e-14 4.1633564723e-15 7.4592138143e-15 8.5224122716e-16
3.1787109375e+02 1.2476292259e-14 4.1632652956e-15 7.4614403729e-15 8.5158659058e-16
3.1811523438e+02 1.2475978046e-14 4.1636091265e-15 7.4623896312e-15 8.4997928870e-16
3.1835937500e+02 1.2466497704e-14 4.1637176758e-15 7.4549566474e-15 8.4782338105e-16
3.1860351562e+02 1.2450526355e-14 4.1635463515e-15 7.4411083041e-15 8.4587169984e-16
3.1884765625e+02 1.2438505098e-14 4.1639543511e-15 7.4295872518e-15 8.4496349533e-16
3.1909179688e+02 1.2437479151e-14 4.1656243975e-15 7.4265157034e-15 8.4533905005e-16
3.1933593750e+02 1.2443583912e-14 4.1675768635e-15 7.4293991409e-15 8.4660790797e-16
3.1958007812e+02 1.2447341577e-14 4.1677378197e-15 7.4313661449e-15 8.4823761211e-16
3.1982421875e+02 1.2444715558e-14 4.1653661348e-15 7.4296081129e-15 8.4974131029e-16
3.2006835938e+02 1.2439429732e-14 4.1619719642e-15 7.4268282186e-15 8.5062954880e-16
3.2031250000e+02 1.2435127391e-14 4.1593722493e-15 7.4253316382e-15 8.5042350343e-16
3.2055664062e+02 1.2430930792e-14 4.1580278158e-15 7.4237163884e-15 8.4918658772e-16
3.2080078125e+02 1.2426630490e-14 4.1580220692e-15 7.4207215621e-15 8.4788685861e-16
3.2104492188e+02 1.2425710328e-14 4.1598583909e-15 7.4185563957e-15 8.4729554163e-16
3.2128906250e+02 1.2428441415e-14 4.1624112118e-15 7.4192369192e-15 8.4679328412e-16
3.2153320312e+02 1.2428117889e-14 4.1625512787e-15 7.4203009737e-15 8.4526563616e-16
3.2177734375e+02 1.2419448200e-14 4.1592417114e-15 7.4174874049e-15 8.4271908324e-16
3.2202148438e+02 1.2405915673e-14 4.1553946539e-15 7.4101690643e-15 8.4035195432e-16
3.2226562500e+02 1.2395883947e-14 4.1540103046e-15 7.4024023118e-15 8.3947133082e-16
3.2250976562e+02 1.2394374118e-14 4.1546484096e-15 7.3993526185e-15 8.4037308946e-16
3.2275390625e+02 1.2398933551e-14 4.1550124286e-15 7.4017800112e-15 8.4214111156e-16
3.2299804688e+02 1.2402166756e-14 4.1541760324e-15 7.4042042545e-15 8.4378646925e-16
3.2324218750e+02 1.2399429960e-14 4.1525074593e-15 7.4016839016e-15 8.4523859878e-16
3.2348632812e+02 1.2393886500e-14 4.1500942722e-15 7.3970969500e-15 8.4669527780e-16
3.2373046875e+02 1.2392255643e-14 4.1470697342e-15 7.3974745644e-15 8.4771134411e-16
3.2397460938e+02 1.2397347793e-14 4.1447204049e-15 7.4048037452e-15 8.4782364276e-16
3.2421875000e+02 1.2405764483e-14 4.1449251546e-15 7.4133677580e-15 8.4747157085e-16
3.2446289062e+02 1.2410772373e-14 4.1479258549e-15 7.4153491217e-15 8.4749739636e-16
3.2470703125e+02 1.2407365566e-14 4.1512327255e-15 7.4080764886e-15 8.4805635223e-16
3.2495117188e+02 1.2395345398e-14 4.1518981330e-15 7.3948335952e-15 8.4861366970e-16
3.2519531250e+02 1.2377759454e-14 4.1494251254e-15 7.3796357095e-15 8.4869861941e-16
3.2543945312e+02 1.2357824356e-14 4.1455404873e-15 7.3641712280e-15 8.4811264073e-16
3.2568359375e+02 1.2338711809e-14 4.1423113098e-15 7.3494594420e-15 8.4694105689e-16
3.2592773438e+02 1.2324919919e-14 4.1410805312e-15 7.3382156721e-15 8.4562371554e-16
3.2617187500e+02 1.2320022680e-14 4.1415279058e-15 7.3339719670e-15 8.4452280668e-16
3.2641601562e+02 1.2322528297e-14 4.1415904945e-15 7.3369685600e-15 8.4396924237e-16
3.2666015625e+02 1.2327034503e-14 4.1396597637e-15 7.3426694283e-15 8.4470531108e-16
3.2690429688e+02 1.2329964182e-14 4.1365861443e-15 7.3464103420e-15 8.4696769553e-16
3.2714843750e+02 1.2331483713e-14 4.1349162817e-15 7.3472538997e-15 8.4931353189e-16
3.2739257812e+02 1.2331339705e-14 4.1364329937e-15 7.3451086677e-15 8.4979804403e-16
3.2763671875e+02 1.2327547770e-14 4.1408284278e-15 7.3383334133e-15 8.4838592922e-16
3.2788085938e+02 1.2321439620e-14 4.1465066164e-15 7.3281240505e-15 8.4680895364e-16
3.2812500000e+02 1.2318661780e-14 4.1515966749e-15 7.3208526398e-15 8.4621246484e-16
3.2836914062e+02 1.2322187976e-14 4.1541452834e-15 7.3215734229e-15 8.4646926947e-16
3.2861328125e+02 1.2328695089e-14 4.1529737109e-15 7.3284043828e-15 8.4731699552e-16
3.2885742188e+02 1.2333704366e-14 4.1489252357e-15 7.3359724581e-15 8.4880667215e-16
3.2910156250e+02 1.2336448447e-14 4.1442808527e-15 7.3412591799e-15 8.5090841418e-16
3.2934570312e+02 1.2338485971e-14 4.1408942643e-15 7.3441902776e-15 8.5340142878e-16
3.2958984375e+02 1.2340389007e-14 4.1391638795e-15 7.3453968562e-15 8.5582827121e-16
3.2983398438e+02 1.2341256594e-14 4.1382611164e-15 7.3457029743e-15 8.5729250345e-16
3.3007812500e+02 1.2340436326e-14 4.1369502267e-15 7.3464563367e-15 8.5702976289e-16
3.3032226562e+02 1.2338320592e-14 4.1345986293e-15 7.3483686852e-15 8.5535327710e-16
3.3056640625e+02 1.2335248955e-14 4.1321408640e-15 7.3498201137e-15 8.5328797733e-16
3.3081054688e+02 1.2331107941e-14 4.1315848163e-15 7.3483309569e-15 8.5119216757e-16
3.3105468750e+02 1.2326218377e-14 4.1334035230e-15 7.3442120548e-15 8.4860279876e-16
3.3129882812e+02 1.2320986548e-14 4.1352040476e-15 7.3400980838e-15 8.4568441643e-16
3.3154296875e+02 1.2315513724e-14 4.1345524229e-15 7.3373053465e-15 8.4365595510e-16
3.3178710938e+02 1.2309735970e-14 4.1318271363e-15 7.3349211346e-15 8.4298769959e-16
3.3203125000e+02 1.2302938956e-14 4.1287862399e-15 7.3316317534e-15 8.4252096288e-16
3.3227539062e+02 1.2295536997e-14 4.1265867028e-15 7.3274826198e-15 8.4146767446e-16
3.3251953125e+02 1.2291304738e-14 4.1264942643e-15 7.3240969967e-15 8.4071347664e-16
3.3276367188e+02 1.2293959806e-14 4.1297666389e-15 7.3230480388e-15 8.4114512798e-16
3.3300781250e+02 1.2301133453e-14 4.1353458701e-15 7.3235840420e-15 8.4220354046e-16
3.3325195312e+02 1.2305117508e-14 4.1393777030e-15 7.3227979571e-15 8.4294184800e-16
3.3349609375e+02 1.2301441945e-14 4.1386086908e-15 7.3195436815e-15 8.4328957251e-16
3.3374023438e+02 1.2293304859e-14 4.1336054846e-15 7.3161477945e-15 8.4355157974e-16
3.3398437500e+02 1.2285639700e-14 4.1274774472e-15 7.3143098333e-15 8.4385241920e-16
3.3422851562e+02 1.2280166801e-14 4.1227057786e-15 7.3129198572e-15 8.4454116554e-16
3.3447265625e+02 1.2277516348e-14 4.1203751139e-15 7.3112361205e-15 8.4590511351e-16
3.3471679688e+02 1.2278066811e-14 4.1210536550e-15 7.3097197763e-15 8.4729337951e-16
3.3496093750e+02 1.2280478973e-14 4.1248621597e-15 7.3081517721e-15 8.4746504095e-16
3.3520507812e+02 1.2283941890e-14 4.1305580421e-15 7.3072247283e-15 8.4615911966e-16
3.3544921875e+02 1.2289359839e-14 4.1352202962e-15 7.3092653138e-15 8.4487422885e-16
3.3569335938e+02 1.2295284959e-14 4.1359076004e-15 7.3140414762e-15 8.4533588191e-16
3.3593750000e+02 1.2296422699e-14 4.1319735727e-15 7.3171767883e-15 8.4727233826e-16
