# freq_THz  G_total_s  G_Al_s  G_N_s  G_Ga_s
# Smoothed MD-derived velocity power spectrum. Common normalization: integral(G_total_s) = 3*primitive_atoms.
# Gaussian_sigma_THz=0.38; mass_weighted=True; primitive_atoms=2; total_equals_sum_of_partials=True
1.3330078125e+02 1.4948044439e-09 2.5792818672e-10 1.1711033333e-09 6.5772923913e-11
1.3354492188e+02 1.3515054942e-09 2.3297600617e-10 1.0588942333e-09 5.9635254725e-11
1.3378906250e+02 1.2245749199e-09 2.1107065121e-10 9.5933630466e-10 5.4167963994e-11
1.3403320312e+02 1.1135807562e-09 1.9219886992e-10 8.7204017071e-10 4.9341715569e-11
1.3427734375e+02 1.0150449718e-09 1.7562392184e-10 7.9439269776e-10 4.5028352153e-11
1.3452148438e+02 9.2747304895e-10 1.6084704393e-10 7.2542424693e-10 4.1201758090e-11
1.3476562500e+02 8.5106605622e-10 1.4768635939e-10 6.6545481229e-10 3.7924884535e-11
1.3500976562e+02 7.8444601579e-10 1.3586281118e-10 6.1342400503e-10 3.5159199580e-11
1.3525390625e+02 7.2473584550e-10 1.2503932349e-10 5.6696179897e-10 3.2734723036e-11
1.3549804688e+02 6.7014451177e-10 1.1510782136e-10 5.2454806870e-10 3.0488621705e-11
1.3574218750e+02 6.2059852397e-10 1.0616785020e-10 4.8607687125e-10 2.8353802522e-11
1.3598632812e+02 5.7647053410e-10 9.8329331917e-11 4.5178636316e-10 2.6354839023e-11
1.3623046875e+02 5.3814698138e-10 9.1666839297e-11 4.2190092344e-10 2.4579218639e-11
1.3647460938e+02 5.0601003484e-10 8.6182642960e-11 3.9671937561e-10 2.3108016271e-11
1.3671875000e+02 4.7925271396e-10 8.1631510697e-11 3.7570736817e-10 2.1913835094e-11
1.3696289062e+02 4.5548415144e-10 7.7550754579e-11 3.5707082032e-10 2.0862576543e-11
1.3720703125e+02 4.3264659740e-10 7.3619302202e-11 3.3918468059e-10 1.9842614604e-11
1.3745117188e+02 4.1049804685e-10 6.9855372323e-11 3.2179822998e-10 1.8844444550e-11
1.3769531250e+02 3.8972940097e-10 6.6407144676e-11 3.0541659606e-10 1.7905660240e-11
1.3793945312e+02 3.7056255872e-10 6.3291869366e-11 2.9023920499e-10 1.7031484367e-11
1.3818359375e+02 3.5263361851e-10 6.0393233997e-11 2.7604479205e-10 1.6195592466e-11
1.3842773438e+02 3.3574800587e-10 5.7627985847e-11 2.6272670416e-10 1.5393315863e-11
1.3867187500e+02 3.2011502438e-10 5.5013457858e-11 2.5045172874e-10 1.4649837781e-11
1.3891601562e+02 3.0568970944e-10 5.2559445823e-11 2.3915827743e-10 1.3971986192e-11
1.3916015625e+02 2.9189983246e-10 5.0199660506e-11 2.2837031443e-10 1.3329857515e-11
1.3940429688e+02 2.7828968403e-10 4.7870152690e-11 2.1772752726e-10 1.2692004082e-11
1.3964843750e+02 2.6501267151e-10 4.5591396942e-11 2.0736386620e-10 1.2057408367e-11
1.3989257812e+02 2.5264851095e-10 4.3455570206e-11 1.9773880174e-10 1.1454139004e-11
1.4013671875e+02 2.4178578952e-10 4.1555153278e-11 1.8930922947e-10 1.0921406766e-11
1.4038085938e+02 2.3263375277e-10 3.9914264194e-11 1.8223212597e-10 1.0487362602e-11
1.4062500000e+02 2.2477678710e-10 3.8465019555e-11 1.7616891860e-10 1.0142848943e-11
1.4086914062e+02 2.1728390371e-10 3.7077685132e-11 1.7037396282e-10 9.8322557580e-12
1.4111328125e+02 2.0917525534e-10 3.5620457074e-11 1.6406928539e-10 9.4855128707e-12
1.4135742188e+02 1.9999121210e-10 3.4034125495e-11 1.5688818338e-10 9.0689032285e-12
1.4160156250e+02 1.9008077975e-10 3.2380540272e-11 1.4909586398e-10 8.6043754932e-12
1.4184570312e+02 1.8037365142e-10 3.0798444642e-11 1.4142874715e-10 8.1464596264e-12
1.4208984375e+02 1.7183375574e-10 2.9402251221e-11 1.3468382242e-10 7.7476820930e-12
1.4233398438e+02 1.6496575759e-10 2.8224415261e-11 1.2930510119e-10 7.4362411443e-12
1.4257812500e+02 1.5962425211e-10 2.7225506736e-11 1.2518917193e-10 7.2095734485e-12
1.4282226562e+02 1.5515756254e-10 2.6326092700e-11 1.2179412394e-10 7.0373458991e-12
1.4306640625e+02 1.5070050124e-10 2.5430992672e-11 1.1840089869e-10 6.8686098781e-12
1.4331054688e+02 1.4557292287e-10 2.4474477914e-11 1.1444693255e-10 6.6515124003e-12
1.4355468750e+02 1.3971251289e-10 2.3474158001e-11 1.0987025702e-10 6.3680978705e-12
1.4379882812e+02 1.3366723994e-10 2.2511299956e-11 1.0510443498e-10 6.0515050032e-12
1.4404296875e+02 1.2805222777e-10 2.1648179355e-11 1.0064690512e-10 5.7571432964e-12
1.4428710938e+02 1.2311033637e-10 2.0881851910e-11 9.6711303773e-11 5.5171806829e-12
1.4453125000e+02 1.1876597813e-10 2.0171910674e-11 9.3266670972e-11 5.3273964888e-12
1.4477539062e+02 1.1490146757e-10 1.9501412348e-11 9.0231745713e-11 5.1683095138e-12
1.4501953125e+02 1.1151878483e-10 1.8907044191e-11 8.7585599507e-11 5.0261411346e-12
1.4526367188e+02 1.0876742686e-10 1.8450078305e-11 8.5416538153e-11 4.9008104063e-12
1.4550781250e+02 1.0685085265e-10 1.8161438691e-11 8.3884590324e-11 4.8048236357e-12
1.4575195312e+02 1.0580356973e-10 1.8013207443e-11 8.3040528862e-11 4.7498334269e-12
1.4599609375e+02 1.0537569844e-10 1.7940420355e-11 8.2702182367e-11 4.7330957154e-12
1.4624023438e+02 1.0521494341e-10 1.7892937162e-11 8.2582070795e-11 4.7399354502e-12
1.4648437500e+02 1.0515051305e-10 1.7871466225e-11 8.2524169936e-11 4.7548768932e-12
1.4672851562e+02 1.0525029074e-10 1.7913263815e-11 8.2568964089e-11 4.7680628395e-12
1.4697265625e+02 1.0563914732e-10 1.8040528514e-11 8.2821749937e-11 4.7768688716e-12
1.4721679688e+02 1.0637185934e-10 1.8232279242e-11 8.3351332647e-11 4.7882474549e-12
1.4746093750e+02 1.0745581595e-10 1.8450734030e-11 8.4188374043e-11 4.8167078810e-12
1.4770507812e+02 1.0886066162e-10 1.8677830325e-11 8.5310693884e-11 4.8721374118e-12
1.4794921875e+02 1.1052424625e-10 1.8922862070e-11 8.6650017656e-11 4.9513665265e-12
1.4819335938e+02 1.1244156967e-10 1.9210523079e-11 8.8184528422e-11 5.0465181685e-12
1.4843750000e+02 1.1469215230e-10 1.9564730297e-11 8.9973261632e-11 5.1541603679e-12
1.4868164062e+02 1.1733976802e-10 1.9998265182e-11 9.2068541999e-11 5.2729608377e-12
1.4892578125e+02 1.2038232340e-10 2.0509714487e-11 9.4469747555e-11 5.4028613552e-12
1.4916992188e+02 1.2374875189e-10 2.1077770898e-11 9.7125872789e-11 5.5451081987e-12
1.4941406250e+02 1.2727381059e-10 2.1664210313e-11 9.9912401632e-11 5.6971986481e-12
1.4965820312e+02 1.3085513080e-10 2.2252515068e-11 1.0274479931e-10 5.8578164204e-12
1.4990234375e+02 1.3461107632e-10 2.2870560483e-11 1.0570744209e-10 6.0330737506e-12
1.5014648438e+02 1.3860397586e-10 2.3534495679e-11 1.0884844484e-10 6.2210353422e-12
1.5039062500e+02 1.4264495826e-10 2.4215237325e-11 1.1202341857e-10 6.4063023688e-12
1.5063476562e+02 1.4662205853e-10 2.4899791774e-11 1.1513874878e-10 6.5835179799e-12
1.5087890625e+02 1.5060043785e-10 2.5613171165e-11 1.1822839041e-10 6.7588762749e-12
1.5112304688e+02 1.5448750355e-10 2.6349495674e-11 1.2121241294e-10 6.9255949370e-12
1.5136718750e+02 1.5802224402e-10 2.7046076326e-11 1.2390928205e-10 7.0668856437e-12
1.5161132812e+02 1.6113411696e-10 2.7647473152e-11 1.2630441517e-10 7.1822286449e-12
1.5185546875e+02 1.6403460894e-10 2.8162771025e-11 1.2858191453e-10 7.2899233845e-12
1.5209960938e+02 1.6690839650e-10 2.8642339260e-11 1.3086210568e-10 7.4039515639e-12
1.5234375000e+02 1.6968241335e-10 2.9111070640e-11 1.3304797913e-10 7.5233635798e-12
1.5258789062e+02 1.7218135414e-10 2.9551706752e-11 1.3498660884e-10 7.6430385500e-12
1.5283203125e+02 1.7439615258e-10 2.9949276227e-11 1.3668545830e-10 7.7614180524e-12
1.5307617188e+02 1.7645318963e-10 3.0310380546e-11 1.3826814152e-10 7.8746675632e-12
1.5332031250e+02 1.7838891934e-10 3.0636193271e-11 1.3978039208e-10 7.9723339894e-12
1.5356445312e+02 1.8015881951e-10 3.0919623314e-11 1.4119152799e-10 8.0476682026e-12
1.5380859375e+02 1.8178916463e-10 3.1167264108e-11 1.4251374267e-10 8.1081578572e-12
1.5405273438e+02 1.8327959969e-10 3.1377203568e-11 1.4373230532e-10 8.1700907992e-12
1.5429687500e+02 1.8438070331e-10 3.1492887622e-11 1.4464866994e-10 8.2391457418e-12
1.5454101562e+02 1.8461914969e-10 3.1421994001e-11 1.4490557887e-10 8.2915768217e-12
1.5478515625e+02 1.8359961203e-10 3.1114474338e-11 1.4419852678e-10 8.2866109118e-12
1.5502929688e+02 1.8127092266e-10 3.0600115329e-11 1.4246386157e-10 8.2069457634e-12
1.5527343750e+02 1.7787240495e-10 2.9948325328e-11 1.3985575882e-10 8.0683207994e-12
1.5551757812e+02 1.7378700303e-10 2.9231034938e-11 1.3666407265e-10 7.8918954407e-12
1.5576171875e+02 1.6956194132e-10 2.8535462394e-11 1.3333233049e-10 7.6941484313e-12
1.5600585938e+02 1.6567484364e-10 2.7935327650e-11 1.3024889269e-10 7.4906232927e-12
1.5625000000e+02 1.6203205404e-10 2.7403274479e-11 1.2734159207e-10 7.2871874895e-12
1.5649414062e+02 1.5802445413e-10 2.6815624705e-11 1.2413425832e-10 7.0745711045e-12
1.5673828125e+02 1.5321342770e-10 2.6081881233e-11 1.2029425038e-10 6.8372960851e-12
1.5698242188e+02 1.4772293588e-10 2.5219201741e-11 1.1593309477e-10 6.5706393728e-12
1.5722656250e+02 1.4185067341e-10 2.4274841719e-11 1.1129072500e-10 6.2851066887e-12
1.5747070312e+02 1.3561855559e-10 2.3249999326e-11 1.0637883083e-10 5.9897254320e-12
1.5771484375e+02 1.2901384671e-10 2.2148629295e-11 1.0117750369e-10 5.6877137229e-12
1.5795898438e+02 1.2228389371e-10 2.1018187921e-11 9.5878009410e-11 5.3876963798e-12
1.5820312500e+02 1.1566060648e-10 1.9892116453e-11 9.0669772544e-11 5.0987174877e-12
1.5844726562e+02 1.0917949832e-10 1.8765960398e-11 8.5589766894e-11 4.8237710294e-12
1.5869140625e+02 1.0291411868e-10 1.7651659156e-11 8.0694572843e-11 4.5678866822e-12
1.5893554688e+02 9.7047846734e-11 1.6592879326e-11 7.6118565408e-11 4.3364019993e-12
1.5917968750e+02 9.1638949831e-11 1.5618356814e-11 7.1899441796e-11 4.1211512213e-12
1.5942382812e+02 8.6473571125e-11 1.4709879439e-11 6.7862290253e-11 3.9014014328e-12
1.5966796875e+02 8.1237970934e-11 1.3820012096e-11 6.3754383595e-11 3.6635752434e-12
1.5991210938e+02 7.5838019315e-11 1.2918746330e-11 5.9504385170e-11 3.4148878146e-12
1.6015625000e+02 7.0485745904e-11 1.2020090450e-11 5.5290988253e-11 3.1746672002e-12
1.6040039062e+02 6.5500985680e-11 1.1166793335e-11 5.1376696341e-11 2.9574960035e-12
1.6064453125e+02 6.1075357487e-11 1.0393678258e-11 4.7915003253e-11 2.7666759772e-12
1.6088867188e+02 5.7151352375e-11 9.6998057876e-12 4.4855513946e-11 2.5960326415e-12
1.6113281250e+02 5.3515371060e-11 9.0600661796e-12 4.2019892795e-11 2.4354120856e-12
1.6137695312e+02 5.0024737697e-11 8.4601267480e-12 3.9285604754e-11 2.2790061953e-12
1.6162109375e+02 4.6696081757e-11 7.9042557816e-12 3.6662903455e-11 2.1289225205e-12
1.6186523438e+02 4.3618685008e-11 7.3987956106e-12 3.4229310092e-11 1.9905793056e-12
1.6210937500e+02 4.0861979568e-11 6.9443564272e-12 3.2050767378e-11 1.8668557630e-12
1.6235351562e+02 3.8444003470e-11 6.5373196790e-12 3.0148939530e-11 1.7577442609e-12
1.6259765625e+02 3.6334652052e-11 6.1719923324e-12 2.8499713271e-11 1.6629464482e-12
1.6284179688e+02 3.4461563463e-11 5.8428389204e-12 2.7037906550e-11 1.5808179929e-12
1.6308593750e+02 3.2744966802e-11 5.5464890250e-12 2.5691640694e-11 1.5068370822e-12
1.6333007812e+02 3.1163274803e-11 5.2835130107e-12 2.4442961645e-11 1.4368001470e-12
1.6357421875e+02 2.9735209048e-11 5.0524930565e-12 2.3313317700e-11 1.3693982907e-12
1.6381835938e+02 2.8428923546e-11 4.8405513554e-12 2.2283916940e-11 1.3044552498e-12
1.6406250000e+02 2.7172498501e-11 4.6304304806e-12 2.1299680552e-11 1.2423874683e-12
1.6430664062e+02 2.5950889068e-11 4.4173293411e-12 2.0347909322e-11 1.1856504042e-12
1.6455078125e+02 2.4808523690e-11 4.2095553401e-12 1.9462532755e-11 1.1364355947e-12
1.6479492188e+02 2.3760421324e-11 4.0148934525e-12 1.8652710395e-11 1.0928174769e-12
1.6503906250e+02 2.2767818602e-11 3.8349535408e-12 1.7882854768e-11 1.0500102938e-12
1.6528320312e+02 2.1808128558e-11 3.6714370817e-12 1.7131302452e-11 1.0053890247e-12
1.6552734375e+02 2.0919543619e-11 3.5285669479e-12 1.6429736443e-11 9.6124022813e-13
1.6577148438e+02 2.0152913912e-11 3.4059396259e-12 1.5824398756e-11 9.2257552967e-13
1.6601562500e+02 1.9509301697e-11 3.2949326228e-12 1.5321872093e-11 8.9249698161e-13
1.6625976562e+02 1.8952255872e-11 3.1873998981e-12 1.4894750323e-11 8.7010565176e-13
1.6650390625e+02 1.8459807912e-11 3.0848486007e-12 1.4522444264e-11 8.5251504698e-13
1.6674804688e+02 1.8018667676e-11 2.9929194145e-12 1.4189024992e-11 8.3672326887e-13
1.6699218750e+02 1.7575094528e-11 2.9092108195e-12 1.3846894718e-11 8.1898899085e-13
1.6723632812e+02 1.7052171356e-11 2.8241448044e-12 1.3432866418e-11 7.9516013415e-13
1.6748046875e+02 1.6424644579e-11 2.7320497671e-12 1.2929215412e-11 7.6337940014e-13
1.6772460938e+02 1.5745495371e-11 2.6352401145e-12 1.2383782307e-11 7.2647294976e-13
1.6796875000e+02 1.5104689657e-11 2.5396696031e-12 1.1873801196e-11 6.9121885760e-13
1.6821289062e+02 1.4571844511e-11 2.4508522852e-12 1.1457055688e-11 6.6393653781e-13
1.6845703125e+02 1.4160058184e-11 2.3718140360e-12 1.1141979751e-11 6.4626439627e-13
1.6870117188e+02 1.3824686473e-11 2.3016255593e-12 1.0888203611e-11 6.3485730347e-13
1.6894531250e+02 1.3499231769e-11 2.2364616005e-12 1.0638453855e-11 6.2431631377e-13
1.6918945312e+02 1.3147484408e-11 2.1743484300e-12 1.0362273033e-11 6.1086294549e-13
1.6943359375e+02 1.2786084173e-11 2.1182162218e-12 1.0073580249e-11 5.9428770253e-13
1.6967773438e+02 1.2458002956e-11 2.0722119057e-12 9.8087498000e-12 5.7704125015e-13
1.6992187500e+02 1.2187035282e-11 2.0356584172e-12 9.5896904263e-12 5.6168643853e-13
1.7016601562e+02 1.1956704045e-11 2.0020742409e-12 9.4054808837e-12 5.4914892048e-13
1.7041015625e+02 1.1730355758e-11 1.9639936698e-12 9.2275324304e-12 5.3882965795e-13
1.7065429688e+02 1.1489563541e-11 1.9190339423e-12 9.0408816307e-12 5.2964796824e-13
1.7089843750e+02 1.1246625777e-11 1.8715492443e-12 8.8542785736e-12 5.2079795924e-13
1.7114257812e+02 1.1022576340e-11 1.8283232863e-12 8.6822373672e-12 5.1201568687e-13
1.7138671875e+02 1.0834353156e-11 1.7942507111e-12 8.5361334816e-12 5.0396896294e-13
1.7163085938e+02 1.0694157366e-11 1.7704971145e-12 8.4257977417e-12 4.9786251016e-13
1.7187500000e+02 1.0595095610e-11 1.7534485053e-12 8.3477981757e-12 4.9384892899e-13
1.7211914062e+02 1.0515888643e-11 1.7380817873e-12 8.2869245653e-12 4.9088229079e-13
1.7236328125e+02 1.0453286346e-11 1.7238976747e-12 8.2408306057e-12 4.8855806589e-13
1.7260742188e+02 1.0426079458e-11 1.7147542170e-12 8.2236964220e-12 4.8762881929e-13
1.7285156250e+02 1.0444191478e-11 1.7136261727e-12 8.2421926450e-12 4.8837266066e-13
1.7309570312e+02 1.0496866273e-11 1.7202688312e-12 8.2865908302e-12 4.9000661147e-13
1.7333984375e+02 1.0572623587e-11 1.7332198880e-12 8.3472964353e-12 4.9210726353e-13
1.7358398438e+02 1.0671603358e-11 1.7513891445e-12 8.4248824256e-12 4.9533178797e-13
1.7382812500e+02 1.0799307876e-11 1.7737361853e-12 8.5249761964e-12 5.0059549441e-13
1.7407226562e+02 1.0958927990e-11 1.7987460145e-12 8.6517347446e-12 5.0844723047e-13
1.7431640625e+02 1.1140839496e-11 1.8237857080e-12 8.7983482905e-12 5.1870549748e-13
1.7456054688e+02 1.1315382121e-11 1.8456102944e-12 8.9401553200e-12 5.2961650707e-13
1.7480468750e+02 1.1450816777e-11 1.8629981283e-12 9.0494576837e-12 5.3836096475e-13
1.7504882812e+02 1.1548327920e-11 1.8788448674e-12 9.1255355434e-12 5.4394750909e-13
1.7529296875e+02 1.1648866877e-11 1.8985944409e-12 9.2015529561e-12 5.4871947999e-13
1.7553710938e+02 1.1795511518e-11 1.9260396370e-12 9.3137499600e-12 5.5572192073e-13
1.7578125000e+02 1.2003624087e-11 1.9621606567e-12 9.4755618031e-12 5.6590162705e-13
1.7602539062e+02 1.2267872319e-11 2.0070976132e-12 9.6823068364e-12 5.7846786994e-13
1.7626953125e+02 1.2565755308e-11 2.0590189288e-12 9.9150511850e-12 5.9168519405e-13
1.7651367188e+02 1.2856698018e-11 2.1124200118e-12 1.0141024364e-11 6.0325364271e-13
1.7675781250e+02 1.3112997178e-11 2.1621867775e-12 1.0338308952e-11 6.1250144829e-13
1.7700195312e+02 1.3342684024e-11 2.2075198169e-12 1.0513804909e-11 6.2135929777e-13
1.7724609375e+02 1.3561039766e-11 2.2490267216e-12 1.0680688691e-11 6.3132435292e-13
1.7749023438e+02 1.3771009751e-11 2.2867187611e-12 1.0842505052e-11 6.4178593719e-13
1.7773437500e+02 1.3984156684e-11 2.3230488679e-12 1.1008921360e-11 6.5218645661e-13
1.7797851562e+02 1.4213977529e-11 2.3609151553e-12 1.1190345436e-11 6.6271693765e-13
1.7822265625e+02 1.4439641828e-11 2.3971999859e-12 1.1369786749e-11 6.7265509280e-13
1.7846679688e+02 1.4616102788e-11 2.4240480566e-12 1.1511442886e-11 6.8061184484e-13
1.7871093750e+02 1.4724113780e-11 2.4370124198e-12 1.1600723230e-11 6.8637813015e-13
1.7895507812e+02 1.4788851901e-11 2.4397316062e-12 1.1658076812e-11 6.9104348225e-13
1.7919921875e+02 1.4847946751e-11 2.4403672762e-12 1.1711992248e-11 6.9558722675e-13
1.7944335938e+02 1.4917709122e-11 2.4440305717e-12 1.1773172803e-11 7.0050574750e-13
1.7968750000e+02 1.5000958409e-11 2.4506013516e-12 1.1843733268e-11 7.0662378917e-13
1.7993164062e+02 1.5109882070e-11 2.4597640727e-12 1.1935423401e-11 7.1469459623e-13
1.8017578125e+02 1.5251555788e-11 2.4726780272e-12 1.2055043719e-11 7.2383404220e-13
1.8041992188e+02 1.5393564935e-11 2.4865370451e-12 1.2175433262e-11 7.3159462818e-13
1.8066406250e+02 1.5474757057e-11 2.4935324119e-12 1.2245326622e-11 7.3589802327e-13
1.8090820312e+02 1.5452328128e-11 2.4874515569e-12 1.2229144441e-11 7.3573213011e-13
1.8115234375e+02 1.5318751320e-11 2.4672558683e-12 1.2121381331e-11 7.3011412006e-13
1.8139648438e+02 1.5088321582e-11 2.4348449404e-12 1.1934914426e-11 7.1856221507e-13
1.8164062500e+02 1.4790493719e-11 2.3934768591e-12 1.1694452916e-11 7.0256394461e-13
1.8188476562e+02 1.4458372137e-11 2.3472152968e-12 1.1426722809e-11 6.8443403104e-13
1.8212890625e+02 1.4106473181e-11 2.2984995313e-12 1.1142904102e-11 6.6506954755e-13
1.8237304688e+02 1.3736270705e-11 2.2477067972e-12 1.0843924325e-11 6.4463958319e-13
1.8261718750e+02 1.3368808978e-11 2.1971040875e-12 1.0546869496e-11 6.2483539434e-13
1.8286132812e+02 1.3041863366e-11 2.1513252249e-12 1.0282450123e-11 6.0808801847e-13
1.8310546875e+02 1.2762523823e-11 2.1109276280e-12 1.0057070929e-11 5.9452526585e-13
1.8334960938e+02 1.2492129875e-11 2.0697194005e-12 9.8406204132e-12 5.8179006079e-13
1.8359375000e+02 1.2188134967e-11 2.0209724573e-12 9.5992553194e-12 5.6790719071e-13
1.8383789062e+02 1.1837205253e-11 1.9627565638e-12 9.3217859460e-12 5.5266274349e-13
1.8408203125e+02 1.1445265598e-11 1.8962973040e-12 9.0127244185e-12 5.3624387568e-13
1.8432617188e+02 1.1016060854e-11 1.8225032894e-12 8.6755426473e-12 5.1801491738e-13
1.8457031250e+02 1.0552325882e-11 1.7423187334e-12 8.3125231060e-12 4.9748404295e-13
1.8481445312e+02 1.0072322042e-11 1.6591910159e-12 7.9373713193e-12 4.7575970698e-13
1.8505859375e+02 9.6018707887e-12 1.5778366351e-12 7.5695330833e-12 4.5450107023e-13
1.8530273438e+02 9.1483405871e-12 1.5007740707e-12 7.2137711623e-12 4.3379535407e-13
1.8554687500e+02 8.7066445543e-12 1.4286230999e-12 6.8652953011e-12 4.1272615333e-13
1.8579101562e+02 8.2835861983e-12 1.3619834492e-12 6.5300582826e-12 3.9154446660e-13
1.8603515625e+02 7.8929815048e-12 1.3006622913e-12 6.2205552535e-12 3.7176396003e-13
1.8627929688e+02 7.5357691387e-12 1.2428560551e-12 5.9385477037e-12 3.5436537992e-13
1.8652343750e+02 7.1978299301e-12 1.1862929124e-12 5.6727409899e-12 3.3879602784e-13
1.8676757812e+02 6.8609536391e-12 1.1294269089e-12 5.4079486130e-12 3.2357811720e-13
1.8701171875e+02 6.5128261565e-12 1.0718353951e-12 5.1335343584e-12 3.0745640304e-13
1.8725585938e+02 6.1515280549e-12 1.0139703625e-12 4.8474293728e-12 2.9012831967e-13
1.8750000000e+02 5.7860302345e-12 9.5672639040e-13 4.5569506939e-12 2.7235315025e-13
1.8774414062e+02 5.4344683740e-12 9.0144858373e-13 4.2775159534e-12 2.5550383683e-13
1.8798828125e+02 5.1149743602e-12 8.4947816642e-13 4.0247910019e-12 2.4070519192e-13
1.8823242188e+02 4.8318566508e-12 8.0100511132e-13 3.8027178996e-12 2.2813363988e-13
1.8847656250e+02 4.5747960049e-12 7.5521215801e-13 3.6024700794e-12 2.1711376749e-13
1.8872070312e+02 4.3336023052e-12 7.1211088870e-13 3.4146616698e-12 2.0682974675e-13
1.8896484375e+02 4.1088364601e-12 6.7336520905e-13 3.2385764542e-12 1.9689479688e-13
1.8920898438e+02 3.9071857847e-12 6.4058848290e-13 3.0792181301e-12 1.8737917172e-13
1.8945312500e+02 3.7318031393e-12 6.1342517553e-13 2.9398384688e-12 1.7853949504e-13
1.8969726562e+02 3.5803662966e-12 5.8985101542e-13 2.8198177319e-12 1.7069754928e-13
1.8994140625e+02 3.4483140767e-12 5.6779290397e-13 2.7163723946e-12 1.6414877813e-13
1.9018554688e+02 3.3291931303e-12 5.4610896417e-13 2.6242997906e-12 1.5878437554e-13
1.9042968750e+02 3.2146509142e-12 5.2467600147e-13 2.5360309553e-12 1.5394395743e-13
1.9067382812e+02 3.0979793088e-12 5.0402999485e-13 2.4450754924e-12 1.4887382161e-13
1.9091796875e+02 2.9770135190e-12 4.8467158126e-13 2.3491447545e-12 1.4319718319e-13
1.9116210938e+02 2.8530993652e-12 4.6646316875e-13 2.2496800538e-12 1.3695614267e-13
1.9140625000e+02 2.7293135345e-12 4.4880740877e-13 2.1500435522e-12 1.3046257357e-13
1.9165039062e+02 2.6109162430e-12 4.3149456336e-13 2.0552182530e-12 1.2420342657e-13
1.9189453125e+02 2.5058363208e-12 4.1512738209e-13 1.9719112912e-12 1.1879764751e-13
1.9213867188e+02 2.4214976297e-12 4.0056693365e-13 1.9060850086e-12 1.1484568746e-13
1.9238281250e+02 2.3595893374e-12 3.8827055052e-13 1.8588017545e-12 1.1251703231e-13
1.9262695312e+02 2.3141012089e-12 3.7819363049e-13 1.8246927012e-12 1.1121487717e-13
1.9287109375e+02 2.2731756887e-12 3.6969440922e-13 1.7936830309e-12 1.0979824858e-13
1.9311523438e+02 2.2246876719e-12 3.6159643390e-13 1.7557421181e-12 1.0734911994e-13
1.9335937500e+02 2.1647332068e-12 3.5304900086e-13 1.7078289572e-12 1.0385524866e-13
1.9360351562e+02 2.0995092105e-12 3.4408160893e-13 1.6553888438e-12 1.0003875773e-13
1.9384765625e+02 2.0371674093e-12 3.3493632358e-13 1.6056208665e-12 9.6610219262e-14
1.9409179688e+02 1.9801747304e-12 3.2534958639e-13 1.5609839006e-12 9.3841243348e-14
1.9433593750e+02 1.9252388232e-12 3.1483665808e-13 1.5188070155e-12 9.1595149714e-14
1.9458007812e+02 1.8681468102e-12 3.0342686606e-13 1.4752060786e-12 8.9513865565e-14
1.9482421875e+02 1.8079789915e-12 2.9191599827e-13 1.4288489242e-12 8.7214068969e-14
1.9506835938e+02 1.7470033397e-12 2.8141309708e-13 1.3811517701e-12 8.4438472464e-14
1.9531250000e+02 1.6879008116e-12 2.7258574907e-13 1.3341167585e-12 8.1198304042e-14
1.9555664062e+02 1.6330977480e-12 2.6531821197e-13 1.2899011794e-12 7.7878356616e-14
1.9580078125e+02 1.5859417758e-12 2.5908266526e-13 1.2517726417e-12 7.5086468885e-14
1.9604492188e+02 1.5492087065e-12 2.5347242583e-13 1.2225218826e-12 7.3214398063e-14
1.9628906250e+02 1.5223454923e-12 2.4839934297e-13 1.2017892619e-12 7.2156887476e-14
1.9653320312e+02 1.5021573532e-12 2.4398459775e-13 1.1866525663e-12 7.1520189121e-14
1.9677734375e+02 1.4853830950e-12 2.4030555020e-13 1.1740999954e-12 7.0977549415e-14
1.9702148438e+02 1.4689784673e-12 2.3715277156e-13 1.1614999424e-12 7.0325753358e-14
1.9726562500e+02 1.4493690664e-12 2.3397764191e-13 1.1459981931e-12 6.9393231438e-14
1.9750976562e+02 1.4246145901e-12 2.3022080848e-13 1.1262316148e-12 6.8162166811e-14
1.9775390625e+02 1.3966911548e-12 2.2578706807e-13 1.1040426540e-12 6.6861432688e-14
1.9799804688e+02 1.3694824290e-12 2.2114967916e-13 1.0826023769e-12 6.5730372952e-14
1.9824218750e+02 1.3458980843e-12 2.1703526894e-13 1.0640419598e-12 6.4820855613e-14
1.9848632812e+02 1.3267608540e-12 2.1391206684e-13 1.0488070721e-12 6.4041715127e-14
1.9873046875e+02 1.3103337323e-12 2.1165965213e-13 1.0354498884e-12 6.3224191747e-14
1.9897460938e+02 1.2942339135e-12 2.0988992916e-13 1.0221187269e-12 6.2225257459e-14
1.9921875000e+02 1.2795194772e-12 2.0859398565e-13 1.0097699402e-12 6.1155551347e-14
1.9946289062e+02 1.2715615868e-12 2.0829495245e-13 1.0028272351e-12 6.0439399202e-14
1.9970703125e+02 1.2751112766e-12 2.0951993766e-13 1.0051435031e-12 6.0447835877e-14
1.9995117188e+02 1.2891413220e-12 2.1214681211e-13 1.0158700492e-12 6.1124460695e-14
2.0019531250e+02 1.3076966099e-12 2.1535532907e-13 1.0302462345e-12 6.2095046402e-14
2.0043945312e+02 1.3249729740e-12 2.1827733317e-13 1.0436887330e-12 6.3006907811e-14
2.0068359375e+02 1.3388979887e-12 2.2061953119e-13 1.0545802752e-12 6.3698182299e-14
