# freq_THz  G_total  G_Al  G_N  G_Ga
# MD-derived velocity power spectrum. Common normalization: integral(G_total) = 3*primitive_atoms.
# mass_weighted=True; primitive_atoms=2; block_duration_ps=4.09600000; df_THz=0.24414062; total_equals_sum_of_partials=True
2.6464843750e+02 2.7332830307e-14 6.5281743847e-15 1.9222843492e-14 1.5818124306e-15
2.6489257812e+02 2.6512604963e-14 6.4073399125e-15 1.8556322490e-14 1.5489425610e-15
2.6513671875e+02 2.5865831785e-14 6.3114833766e-15 1.8063071316e-14 1.4912770921e-15
2.6538085938e+02 2.5364267723e-14 6.2429879183e-15 1.7639681949e-14 1.4815978556e-15
2.6562500000e+02 2.4742540113e-14 6.1286167020e-15 1.7155637523e-14 1.4582858883e-15
2.6586914062e+02 2.4280972096e-14 6.0755986671e-15 1.6769065453e-14 1.4363079762e-15
2.6611328125e+02 2.4083920007e-14 5.9749403103e-15 1.6672020118e-14 1.4369595783e-15
2.6635742188e+02 2.3841942518e-14 5.9319619753e-15 1.6489225131e-14 1.4207554114e-15
2.6660156250e+02 2.3514629222e-14 5.8901712464e-15 1.6215335627e-14 1.4091223487e-15
2.6684570312e+02 2.3059288397e-14 5.8375520959e-15 1.5841933135e-14 1.3798031662e-15
2.6708984375e+02 2.2692335385e-14 5.8070099713e-15 1.5540008003e-14 1.3453174098e-15
2.6733398438e+02 2.2441153203e-14 5.7656926362e-15 1.5343145115e-14 1.3323154520e-15
2.6757812500e+02 2.2317851363e-14 5.7293434857e-15 1.5250609009e-14 1.3378988688e-15
2.6782226562e+02 2.2081903183e-14 5.6732202678e-15 1.5078407007e-14 1.3302759081e-15
2.6806640625e+02 2.1690757615e-14 5.6055036585e-15 1.4779523456e-14 1.3057304998e-15
2.6831054688e+02 2.1287684987e-14 5.5369542547e-15 1.4456611636e-14 1.2941190962e-15
2.6855468750e+02 2.0853694619e-14 5.4810073353e-15 1.4109909254e-14 1.2627780304e-15
2.6879882812e+02 2.0570510196e-14 5.4534258587e-15 1.3877246647e-14 1.2398376905e-15
2.6904296875e+02 2.0224277761e-14 5.4101444502e-15 1.3606690202e-14 1.2074431088e-15
2.6928710938e+02 1.9785872262e-14 5.3591086570e-15 1.3230386876e-14 1.1963767288e-15
2.6953125000e+02 1.9622115835e-14 5.3511527935e-15 1.3074573601e-14 1.1963894404e-15
2.6977539062e+02 1.9580396570e-14 5.3263458574e-15 1.3056383304e-14 1.1976674089e-15
2.7001953125e+02 1.9600855907e-14 5.2992571494e-15 1.3110499918e-14 1.1910988402e-15
2.7026367188e+02 1.9566905492e-14 5.2835261597e-15 1.3085522306e-14 1.1978570262e-15
2.7050781250e+02 1.9414471612e-14 5.2579239663e-15 1.2975912393e-14 1.1806352530e-15
2.7075195312e+02 1.9261258286e-14 5.2338406186e-15 1.2859322121e-14 1.1680955464e-15
2.7099609375e+02 1.9066356657e-14 5.2214998732e-15 1.2686791071e-14 1.1580657128e-15
2.7124023438e+02 1.8807615009e-14 5.1850305375e-15 1.2469084547e-14 1.1534999246e-15
2.7148437500e+02 1.8528907902e-14 5.1311819814e-15 1.2271296523e-14 1.1264293979e-15
2.7172851562e+02 1.8299076317e-14 5.0998695376e-15 1.2076874378e-14 1.1223324012e-15
2.7197265625e+02 1.8095046827e-14 5.0450023013e-15 1.1916403133e-14 1.1336413933e-15
2.7221679688e+02 1.7876040102e-14 5.0004390487e-15 1.1745876015e-14 1.1297250382e-15
2.7246093750e+02 1.7729180865e-14 4.9684782864e-15 1.1649942334e-14 1.1107602446e-15
2.7270507812e+02 1.7509468214e-14 4.9159857246e-15 1.1484442146e-14 1.1090403439e-15
2.7294921875e+02 1.7268147229e-14 4.9084945619e-15 1.1266635079e-14 1.0930175878e-15
2.7319335938e+02 1.7169166033e-14 4.9036357876e-15 1.1190697499e-14 1.0748327463e-15
2.7343750000e+02 1.6949107789e-14 4.8781468557e-15 1.1005190427e-14 1.0657705072e-15
2.7368164062e+02 1.6844608824e-14 4.8763686285e-15 1.0909499574e-14 1.0587406205e-15
2.7392578125e+02 1.6838577146e-14 4.8591668027e-15 1.0920341874e-14 1.0590684698e-15
2.7416992188e+02 1.6782908509e-14 4.8480064627e-15 1.0869080705e-14 1.0658213408e-15
2.7441406250e+02 1.6697969102e-14 4.8256045395e-15 1.0801575636e-14 1.0707889262e-15
2.7465820312e+02 1.6603591567e-14 4.7920720260e-15 1.0765185640e-14 1.0463339009e-15
2.7490234375e+02 1.6330426598e-14 4.7470225814e-15 1.0552556527e-14 1.0308474899e-15
2.7514648438e+02 1.6097387778e-14 4.7270782046e-15 1.0340598401e-14 1.0297111722e-15
2.7539062500e+02 1.5931491115e-14 4.7064255286e-15 1.0203254496e-14 1.0218110904e-15
2.7563476562e+02 1.5788374559e-14 4.6894327250e-15 1.0075256658e-14 1.0236851762e-15
2.7587890625e+02 1.5626828273e-14 4.6824444721e-15 9.9415110201e-15 1.0028727809e-15
2.7612304688e+02 1.5520279703e-14 4.6535676492e-15 9.8642894647e-15 1.0024225892e-15
2.7636718750e+02 1.5472615611e-14 4.6387985703e-15 9.8391230103e-15 9.9469403055e-16
2.7661132812e+02 1.5424039002e-14 4.6269196004e-15 9.8093667132e-15 9.8775268832e-16
2.7685546875e+02 1.5475150178e-14 4.6277131202e-15 9.8535697333e-15 9.9386732410e-16
2.7709960938e+02 1.5375120261e-14 4.6021929094e-15 9.7907657019e-15 9.8216164941e-16
2.7734375000e+02 1.5298999803e-14 4.5880430823e-15 9.7219946032e-15 9.8896211723e-16
2.7758789062e+02 1.5198538856e-14 4.5824165182e-15 9.6274206499e-15 9.8870168800e-16
2.7783203125e+02 1.5167042786e-14 4.5683602215e-15 9.6060647243e-15 9.9261784015e-16
2.7807617188e+02 1.5141570067e-14 4.5793875401e-15 9.5687845247e-15 9.9339800234e-16
2.7832031250e+02 1.5009307633e-14 4.5653549664e-15 9.4573696630e-15 9.8658300405e-16
2.7856445312e+02 1.4979327759e-14 4.5566833538e-15 9.4395745733e-15 9.8306983228e-16
2.7880859375e+02 1.4945810834e-14 4.5478473493e-15 9.4173250030e-15 9.8063848171e-16
2.7905273438e+02 1.4853558570e-14 4.5230717200e-15 9.3530440583e-15 9.7744279145e-16
2.7929687500e+02 1.4775183295e-14 4.5107773379e-15 9.2843079738e-15 9.8009798284e-16
2.7954101562e+02 1.4723116755e-14 4.5039694423e-15 9.2527739095e-15 9.6637340347e-16
2.7978515625e+02 1.4782841064e-14 4.5329834602e-15 9.2955660257e-15 9.5429157847e-16
2.8002929688e+02 1.4710584877e-14 4.5359503134e-15 9.2135249149e-15 9.6110964876e-16
2.8027343750e+02 1.4614966118e-14 4.5127498358e-15 9.1341127656e-15 9.6810351630e-16
2.8051757812e+02 1.4656467691e-14 4.5223398103e-15 9.1777007201e-15 9.5642716027e-16
2.8076171875e+02 1.4697372192e-14 4.5228123292e-15 9.2178953663e-15 9.5666449657e-16
2.8100585938e+02 1.4730310474e-14 4.4984051150e-15 9.2817113127e-15 9.5019404602e-16
2.8125000000e+02 1.4696386854e-14 4.4927982703e-15 9.2486259818e-15 9.5496260187e-16
2.8149414062e+02 1.4680557146e-14 4.5010487120e-15 9.2188380223e-15 9.6067041198e-16
2.8173828125e+02 1.4689080889e-14 4.5060760519e-15 9.2369162154e-15 9.4608862147e-16
2.8198242188e+02 1.4624964017e-14 4.5008184715e-15 9.1831485912e-15 9.4099695393e-16
2.8222656250e+02 1.4556995109e-14 4.4814940950e-15 9.1280823577e-15 9.4741865614e-16
2.8247070312e+02 1.4535181067e-14 4.4806759292e-15 9.0934471591e-15 9.6105797858e-16
2.8271484375e+02 1.4517614402e-14 4.4886653823e-15 9.0751965880e-15 9.5375243129e-16
2.8295898438e+02 1.4508427004e-14 4.4744728541e-15 9.0836246681e-15 9.5032948183e-16
2.8320312500e+02 1.4469333563e-14 4.4618883651e-15 9.0611444865e-15 9.4630071168e-16
2.8344726562e+02 1.4452189630e-14 4.4757627580e-15 9.0368093492e-15 9.3961752263e-16
2.8369140625e+02 1.4506464630e-14 4.4883144002e-15 9.0835983280e-15 9.3455190189e-16
2.8393554688e+02 1.4467617526e-14 4.4788654790e-15 9.0351315002e-15 9.5362054712e-16
2.8417968750e+02 1.4476702434e-14 4.4801891292e-15 9.0526603019e-15 9.4385300324e-16
2.8442382812e+02 1.4525200933e-14 4.4914592647e-15 9.0942121751e-15 9.3952949288e-16
2.8466796875e+02 1.4503541919e-14 4.4983551357e-15 9.0604417361e-15 9.4474504732e-16
2.8491210938e+02 1.4596338623e-14 4.5041390871e-15 9.1378810188e-15 9.5431851729e-16
2.8515625000e+02 1.4625494761e-14 4.5067892969e-15 9.1648148773e-15 9.5389058640e-16
2.8540039062e+02 1.4580848668e-14 4.4994436154e-15 9.1273548100e-15 9.5405024228e-16
2.8564453125e+02 1.4540432113e-14 4.5044789882e-15 9.0852534609e-15 9.5069966404e-16
2.8588867188e+02 1.4537815993e-14 4.5162752843e-15 9.0781789307e-15 9.4336177759e-16
2.8613281250e+02 1.4492519677e-14 4.4924798827e-15 9.0565316260e-15 9.4350816886e-16
2.8637695312e+02 1.4409505752e-14 4.4528852190e-15 9.0182427314e-15 9.3837780135e-16
2.8662109375e+02 1.4443102554e-14 4.4756795191e-15 9.0236161312e-15 9.4380690332e-16
2.8686523438e+02 1.4445566249e-14 4.4842226689e-15 9.0176161293e-15 9.4372745063e-16
2.8710937500e+02 1.4367837264e-14 4.4626830037e-15 8.9600471065e-15 9.4510715338e-16
2.8735351562e+02 1.4386896040e-14 4.4511082580e-15 8.9772073944e-15 9.5858038792e-16
2.8759765625e+02 1.4468069297e-14 4.4589595728e-15 9.0597934142e-15 9.4931630994e-16
2.8784179688e+02 1.4444798434e-14 4.4847690727e-15 9.0139558054e-15 9.4607355582e-16
2.8808593750e+02 1.4403272247e-14 4.4850870340e-15 8.9670330511e-15 9.5115216215e-16
2.8833007812e+02 1.4367778308e-14 4.4609898843e-15 8.9563209049e-15 9.5046751905e-16
2.8857421875e+02 1.4345828357e-14 4.4606992381e-15 8.9360497103e-15 9.4907940893e-16
2.8881835938e+02 1.4338753840e-14 4.4689740339e-15 8.9256170084e-15 9.4416279720e-16
2.8906250000e+02 1.4311084012e-14 4.4609903531e-15 8.8979787229e-15 9.5211493592e-16
2.8930664062e+02 1.4224011598e-14 4.4444199989e-15 8.8287165106e-15 9.5087508870e-16
2.8955078125e+02 1.4189446804e-14 4.4191576041e-15 8.8330955213e-15 9.3719367907e-16
2.8979492188e+02 1.4116863500e-14 4.3970065044e-15 8.7893017797e-15 9.3055521600e-16
2.9003906250e+02 1.4103597875e-14 4.3995707746e-15 8.7696445780e-15 9.3438252255e-16
2.9028320312e+02 1.4128122228e-14 4.4049271694e-15 8.7832874736e-15 9.3990758546e-16
2.9052734375e+02 1.4108565436e-14 4.4318175108e-15 8.7554823901e-15 9.2126553517e-16
2.9077148438e+02 1.4084534714e-14 4.4263524052e-15 8.7324440224e-15 9.2573828642e-16
2.9101562500e+02 1.4038814016e-14 4.4122724363e-15 8.7098087216e-15 9.1673285812e-16
2.9125976562e+02 1.3978282299e-14 4.4173509169e-15 8.6423860206e-15 9.1854536167e-16
2.9150390625e+02 1.3954063913e-14 4.4032260986e-15 8.6240576902e-15 9.2678012377e-16
2.9174804688e+02 1.3881727592e-14 4.3933220310e-15 8.5744144548e-15 9.1399110674e-16
2.9199218750e+02 1.3836740991e-14 4.3925042933e-15 8.5329862111e-15 9.1125048705e-16
2.9223632812e+02 1.3816504393e-14 4.3755141364e-15 8.5285023687e-15 9.1248788821e-16
2.9248046875e+02 1.3728863039e-14 4.3462297186e-15 8.4782369974e-15 9.0439632261e-16
2.9272460938e+02 1.3628748804e-14 4.3437594341e-15 8.3803090474e-15 9.0468032245e-16
2.9296875000e+02 1.3563422218e-14 4.3532272115e-15 8.3025952948e-15 9.0759971123e-16
2.9321289062e+02 1.3597032396e-14 4.3698045556e-15 8.3154582572e-15 9.1176958307e-16
2.9345703125e+02 1.3574803417e-14 4.3469503770e-15 8.3090418296e-15 9.1881121066e-16
2.9370117188e+02 1.3535392395e-14 4.3165743474e-15 8.3031645000e-15 9.1565354727e-16
2.9394531250e+02 1.3502574083e-14 4.3082062453e-15 8.2943120814e-15 9.0005575585e-16
2.9418945312e+02 1.3519751953e-14 4.3229156862e-15 8.3016353373e-15 8.9520092956e-16
2.9443359375e+02 1.3510198257e-14 4.3306750914e-15 8.2730083809e-15 9.0651478461e-16
2.9467773438e+02 1.3437535138e-14 4.3278531239e-15 8.2042095213e-15 9.0547249300e-16
2.9492187500e+02 1.3371484319e-14 4.3074002125e-15 8.1597088821e-15 9.0437522447e-16
2.9516601562e+02 1.3342427871e-14 4.3173891843e-15 8.1359803433e-15 8.8905834302e-16
2.9541015625e+02 1.3280338589e-14 4.2815679326e-15 8.1193205281e-15 8.7945012867e-16
2.9565429688e+02 1.3254714513e-14 4.2841992946e-15 8.0817244416e-15 8.8879077673e-16
2.9589843750e+02 1.3238110185e-14 4.2836708696e-15 8.0565270669e-15 8.9791224841e-16
2.9614257812e+02 1.3220909047e-14 4.2821437132e-15 8.0478730899e-15 8.9089224358e-16
2.9638671875e+02 1.3229478665e-14 4.2831926488e-15 8.0632541437e-15 8.8303187289e-16
2.9663085938e+02 1.3214957762e-14 4.2697748697e-15 8.0592260857e-15 8.8595680676e-16
2.9687500000e+02 1.3191080542e-14 4.2697089199e-15 8.0249048823e-15 8.9646673950e-16
2.9711914062e+02 1.3195842877e-14 4.2831885495e-15 8.0087452555e-15 9.0390907208e-16
2.9736328125e+02 1.3184624423e-14 4.2709490743e-15 8.0163673354e-15 8.9730801288e-16
2.9760742188e+02 1.3129709932e-14 4.2557356708e-15 7.9835363755e-15 8.9043788528e-16
2.9785156250e+02 1.3114513135e-14 4.2573052257e-15 7.9681445770e-15 8.8906333245e-16
2.9809570312e+02 1.3093271462e-14 4.2593402940e-15 7.9558643316e-15 8.7806683668e-16
2.9833984375e+02 1.3035670527e-14 4.2600359469e-15 7.9010699623e-15 8.7456461829e-16
2.9858398438e+02 1.3021107880e-14 4.2527628092e-15 7.8983578504e-15 8.6998722086e-16
2.9882812500e+02 1.2984528354e-14 4.2361580314e-15 7.8790852842e-15 8.6928503876e-16
2.9907226562e+02 1.2927438110e-14 4.2451846382e-15 7.8146581025e-15 8.6759536914e-16
2.9931640625e+02 1.2945108558e-14 4.2605017136e-15 7.8064848733e-15 8.7812197105e-16
2.9956054688e+02 1.2930156593e-14 4.2258958761e-15 7.8249556005e-15 8.7930511618e-16
2.9980468750e+02 1.2891104535e-14 4.2210886077e-15 7.7912077604e-15 8.7880816682e-16
3.0004882812e+02 1.2853154050e-14 4.2213328876e-15 7.7562911248e-15 8.7553003739e-16
3.0029296875e+02 1.2820043445e-14 4.2034032235e-15 7.7471812193e-15 8.6945900179e-16
3.0053710938e+02 1.2834599068e-14 4.2141847381e-15 7.7526904755e-15 8.6772385424e-16
3.0078125000e+02 1.2799899963e-14 4.2075728640e-15 7.7246829426e-15 8.6764415618e-16
3.0102539062e+02 1.2805953070e-14 4.2126850900e-15 7.7249950672e-15 8.6827291264e-16
3.0126953125e+02 1.2775087018e-14 4.2173106451e-15 7.6952493771e-15 8.6252699630e-16
3.0151367188e+02 1.2741430816e-14 4.2025463828e-15 7.6682975671e-15 8.7058686596e-16
3.0175781250e+02 1.2718418455e-14 4.2032507328e-15 7.6442895862e-15 8.7087813611e-16
3.0200195312e+02 1.2705102074e-14 4.1928991336e-15 7.6447056914e-15 8.6749724902e-16
3.0224609375e+02 1.2730014223e-14 4.2062874432e-15 7.6596865748e-15 8.6404020471e-16
3.0249023438e+02 1.2710533692e-14 4.1974305152e-15 7.6367159136e-15 8.7638726271e-16
3.0273437500e+02 1.2654443551e-14 4.1978764987e-15 7.5873704022e-15 8.6919664961e-16
3.0297851562e+02 1.2658063245e-14 4.1995266470e-15 7.6030560980e-15 8.5548050012e-16
3.0322265625e+02 1.2699277420e-14 4.1914143298e-15 7.6408601969e-15 8.6700289324e-16
3.0346679688e+02 1.2696011974e-14 4.1827876603e-15 7.6461813838e-15 8.6704292989e-16
3.0371093750e+02 1.2640357226e-14 4.1773360598e-15 7.5957561693e-15 8.6726499648e-16
3.0395507812e+02 1.2626116501e-14 4.1878685643e-15 7.5725351730e-15 8.6571276351e-16
3.0419921875e+02 1.2608962133e-14 4.1743244088e-15 7.5758079122e-15 8.5882981203e-16
3.0444335938e+02 1.2617689276e-14 4.1706454453e-15 7.5904988593e-15 8.5654497094e-16
3.0468750000e+02 1.2620810353e-14 4.1767772851e-15 7.5843752471e-15 8.5965782026e-16
3.0493164062e+02 1.2609203810e-14 4.1746600242e-15 7.5725796155e-15 8.6196416989e-16
3.0517578125e+02 1.2607048474e-14 4.1714501509e-15 7.5770908194e-15 8.5850750392e-16
3.0541992188e+02 1.2583263005e-14 4.1725361934e-15 7.5470934432e-15 8.6363336804e-16
3.0566406250e+02 1.2534682161e-14 4.1778480051e-15 7.4982920647e-15 8.5854209105e-16
3.0590820312e+02 1.2526651260e-14 4.1748173704e-15 7.5024591323e-15 8.4937475754e-16
3.0615234375e+02 1.2529208296e-14 4.1580752944e-15 7.5174774655e-15 8.5365553618e-16
3.0639648438e+02 1.2527105102e-14 4.1502984325e-15 7.5248021129e-15 8.5200455638e-16
3.0664062500e+02 1.2557953469e-14 4.1625671661e-15 7.5416741054e-15 8.5371219774e-16
3.0688476562e+02 1.2542007245e-14 4.1693075529e-15 7.5123626942e-15 8.6033699745e-16
3.0712890625e+02 1.2529670765e-14 4.1746294007e-15 7.5023706716e-15 8.5267069299e-16
3.0737304688e+02 1.2534680825e-14 4.1635405637e-15 7.5046670675e-15 8.6647319337e-16
3.0761718750e+02 1.2534519583e-14 4.1540593025e-15 7.5099070158e-15 8.7055326470e-16
3.0786132812e+02 1.2569279094e-14 4.1868885255e-15 7.5170683792e-15 8.6532218921e-16
3.0810546875e+02 1.2582110565e-14 4.1855089314e-15 7.5282094465e-15 8.6839218748e-16
3.0834960938e+02 1.2530340820e-14 4.1704086185e-15 7.4978502622e-15 8.6208193886e-16
3.0859375000e+02 1.2515630565e-14 4.1500034515e-15 7.5094197745e-15 8.5620733866e-16
3.0883789062e+02 1.2482339577e-14 4.1385338440e-15 7.4797794219e-15 8.6402631074e-16
3.0908203125e+02 1.2460130103e-14 4.1498076035e-15 7.4537201875e-15 8.5660231217e-16
3.0932617188e+02 1.2461096794e-14 4.1596691357e-15 7.4443489295e-15 8.5707872860e-16
3.0957031250e+02 1.2493772980e-14 4.1761521614e-15 7.4650705131e-15 8.5255030502e-16
3.0981445312e+02 1.2473438747e-14 4.1637758600e-15 7.4619483430e-15 8.4771454359e-16
3.1005859375e+02 1.2472803677e-14 4.1600084891e-15 7.4592052492e-15 8.5358993827e-16
3.1030273438e+02 1.2470492482e-14 4.1689419666e-15 7.4451786579e-15 8.5637185770e-16
3.1054687500e+02 1.2507909651e-14 4.1617783856e-15 7.4903543211e-15 8.5577694386e-16
3.1079101562e+02 1.2458040662e-14 4.1465204726e-15 7.4588092418e-15 8.5271094712e-16
3.1103515625e+02 1.2471923395e-14 4.1420324610e-15 7.4847233632e-15 8.4516757102e-16
3.1127929688e+02 1.2506058631e-14 4.1617889648e-15 7.5034076918e-15 8.4086197469e-16
3.1152343750e+02 1.2514528303e-14 4.1778801545e-15 7.4878204797e-15 8.4882766916e-16
3.1176757812e+02 1.2538400296e-14 4.1752480927e-15 7.5079521292e-15 8.5520007447e-16
3.1201171875e+02 1.2532124916e-14 4.1665148583e-15 7.5066311975e-15 8.5897886015e-16
3.1225585938e+02 1.2505208857e-14 4.1694057568e-15 7.4774886179e-15 8.5831448237e-16
3.1250000000e+02 1.2515541171e-14 4.1647745110e-15 7.5007422180e-15 8.5002444237e-16
3.1274414062e+02 1.2546652642e-14 4.1668327965e-15 7.5339088541e-15 8.4591099096e-16
3.1298828125e+02 1.2502153894e-14 4.1721588973e-15 7.4721499368e-15 8.5784505995e-16
3.1323242188e+02 1.2475665279e-14 4.1647867883e-15 7.4529476993e-15 8.5793079116e-16
3.1347656250e+02 1.2440642877e-14 4.1561891729e-15 7.4194402500e-15 8.6501345381e-16
3.1372070312e+02 1.2463574601e-14 4.1629258850e-15 7.4507495834e-15 8.4989913227e-16
3.1396484375e+02 1.2505110919e-14 4.1681637734e-15 7.4832155931e-15 8.5373155226e-16
3.1420898438e+02 1.2507483212e-14 4.1635957877e-15 7.4885588427e-15 8.5532858137e-16
3.1445312500e+02 1.2560369158e-14 4.1782015923e-15 7.5316868707e-15 8.5048069536e-16
3.1469726562e+02 1.2508890345e-14 4.1529380559e-15 7.4971124430e-15 8.5883984604e-16
3.1494140625e+02 1.2462485515e-14 4.1468458409e-15 7.4491598031e-15 8.6647987119e-16
3.1518554688e+02 1.2480642165e-14 4.1546040217e-15 7.4674653360e-15 8.5857280707e-16
3.1542968750e+02 1.2455032573e-14 4.1520089414e-15 7.4497151310e-15 8.5330850049e-16
3.1567382812e+02 1.2450795598e-14 4.1500739980e-15 7.4493164187e-15 8.5140518154e-16
3.1591796875e+02 1.2462470966e-14 4.1686699772e-15 7.4396282649e-15 8.5417272342e-16
3.1616210938e+02 1.2473294165e-14 4.1605362348e-15 7.4659046611e-15 8.4685326931e-16
3.1640625000e+02 1.2445189399e-14 4.1573241878e-15 7.4487516213e-15 8.3911359010e-16
3.1665039062e+02 1.2481306299e-14 4.1593701069e-15 7.4778415538e-15 8.4409463826e-16
3.1689453125e+02 1.2516993781e-14 4.1650602672e-15 7.5031916135e-15 8.4874190074e-16
3.1713867188e+02 1.2468301984e-14 4.1566845023e-15 7.4627985277e-15 8.4881895365e-16
3.1738281250e+02 1.2419381563e-14 4.1496235188e-15 7.4201486510e-15 8.4960939329e-16
3.1762695312e+02 1.2424422946e-14 4.1524911694e-15 7.4184315942e-15 8.5350018234e-16
3.1787109375e+02 1.2454864366e-14 4.1544556914e-15 7.4498191059e-15 8.5058956869e-16
3.1811523438e+02 1.2466609596e-14 4.1507439126e-15 7.4690387964e-15 8.4682688693e-16
3.1835937500e+02 1.2464600890e-14 4.1593565113e-15 7.4551189979e-15 8.5012538067e-16
3.1860351562e+02 1.2407762367e-14 4.1517482016e-15 7.4178214735e-15 8.3819269226e-16
3.1884765625e+02 1.2376140674e-14 4.1503143394e-15 7.3848028779e-15 8.4102345648e-16
3.1909179688e+02 1.2389805772e-14 4.1521714761e-15 7.3930237784e-15 8.4461051781e-16
3.1933593750e+02 1.2426477344e-14 4.1607965210e-15 7.4246781187e-15 8.4100270377e-16
3.1958007812e+02 1.2447871695e-14 4.1687495299e-15 7.4296495892e-15 8.4947257627e-16
3.1982421875e+02 1.2408030078e-14 4.1530976906e-15 7.4085001280e-15 8.4643225889e-16
3.2006835938e+02 1.2398851740e-14 4.1503323760e-15 7.3987363418e-15 8.4978302189e-16
3.2031250000e+02 1.2399634217e-14 4.1434913121e-15 7.4036309118e-15 8.5251199297e-16
3.2055664062e+02 1.2426765234e-14 4.1530058173e-15 7.4256971523e-15 8.4806226425e-16
3.2080078125e+02 1.2385860435e-14 4.1476277776e-15 7.3970552032e-15 8.4117745463e-16
3.2104492188e+02 1.2365019162e-14 4.1326870901e-15 7.3900494329e-15 8.4228263941e-16
3.2128906250e+02 1.2409171895e-14 4.1658175153e-15 7.3904187908e-15 8.5293558909e-16
3.2153320312e+02 1.2433979371e-14 4.1656480859e-15 7.4268865719e-15 8.4144471273e-16
3.2177734375e+02 1.2389203705e-14 4.1461167396e-15 7.3995959455e-15 8.4349101952e-16
3.2202148438e+02 1.2375208447e-14 4.1392802658e-15 7.4018005892e-15 8.3412759219e-16
3.2226562500e+02 1.2338550588e-14 4.1317071916e-15 7.3733850731e-15 8.3345832293e-16
3.2250976562e+02 1.2359906911e-14 4.1586748445e-15 7.3644851461e-15 8.3674692022e-16
3.2275390625e+02 1.2358535819e-14 4.1428136351e-15 7.3729841346e-15 8.4273804889e-16
3.2299804688e+02 1.2410223618e-14 4.1447574349e-15 7.4211746138e-15 8.4429156978e-16
3.2324218750e+02 1.2370432069e-14 4.1416969989e-15 7.3907911835e-15 8.3794388677e-16
3.2348632812e+02 1.2349246356e-14 4.1452524175e-15 7.3567746661e-15 8.4721927186e-16
3.2373046875e+02 1.2352041273e-14 4.1356582781e-15 7.3684894654e-15 8.4789352990e-16
3.2397460938e+02 1.2357773148e-14 4.1333091191e-15 7.3763883235e-15 8.4807570588e-16
3.2421875000e+02 1.2379081231e-14 4.1237362049e-15 7.4127081394e-15 8.4263688631e-16
3.2446289062e+02 1.2406829347e-14 4.1363729174e-15 7.4269945132e-15 8.4346191662e-16
3.2470703125e+02 1.2383065469e-14 4.1514124961e-15 7.3847092954e-15 8.4694367723e-16
3.2495117188e+02 1.2378874164e-14 4.1489101991e-15 7.3804782604e-15 8.4948570413e-16
3.2519531250e+02 1.2339798073e-14 4.1372885780e-15 7.3596475399e-15 8.4286195559e-16
3.2543945312e+02 1.2337060927e-14 4.1358021336e-15 7.3488261504e-15 8.5243264295e-16
3.2568359375e+02 1.2307314923e-14 4.1321830048e-15 7.3320877735e-15 8.4304414454e-16
3.2592773438e+02 1.2269702422e-14 4.1191778988e-15 7.3104300516e-15 8.4009447194e-16
3.2617187500e+02 1.2279064738e-14 4.1376193378e-15 7.2940019915e-15 8.4744340842e-16
3.2641601562e+02 1.2290402044e-14 4.1359483653e-15 7.3163408139e-15 8.3811286449e-16
3.2666015625e+02 1.2314014107e-14 4.1345724229e-15 7.3403681457e-15 8.3907353823e-16
3.2690429688e+02 1.2300076396e-14 4.1238718974e-15 7.3351566325e-15 8.4104786562e-16
3.2714843750e+02 1.2287856784e-14 4.1161826535e-15 7.3180157573e-15 8.5365837318e-16
3.2739257812e+02 1.2317191283e-14 4.1231272372e-15 7.3371272609e-15 8.5693678519e-16
3.2763671875e+02 1.2314900682e-14 4.1303580972e-15 7.3446439413e-15 8.3989864327e-16
3.2788085938e+02 1.2282796643e-14 4.1377195226e-15 7.3025132188e-15 8.4256390127e-16
3.2812500000e+02 1.2260645503e-14 4.1406013324e-15 7.2751378021e-15 8.4490636867e-16
3.2836914062e+02 1.2296941773e-14 4.1564612116e-15 7.2966579248e-15 8.4382263678e-16
3.2861328125e+02 1.2307996601e-14 4.1467948378e-15 7.3164754359e-15 8.4472632759e-16
3.2885742188e+02 1.2309333866e-14 4.1377630063e-15 7.3278246513e-15 8.4374620826e-16
3.2910156250e+02 1.2303917944e-14 4.1327476518e-15 7.3192438204e-15 8.5192647213e-16
3.2934570312e+02 1.2306134092e-14 4.1254775928e-15 7.3329001436e-15 8.4775635522e-16
3.2958984375e+02 1.2315032569e-14 4.1306302811e-15 7.3290314076e-15 8.5537088071e-16
3.2983398438e+02 1.2313056536e-14 4.1269917489e-15 7.3269297477e-15 8.5913503988e-16
3.3007812500e+02 1.2319267667e-14 4.1307869865e-15 7.3296190870e-15 8.5886159361e-16
3.3032226562e+02 1.2296355429e-14 4.1277064833e-15 7.3164920343e-15 8.5215691121e-16
3.3056640625e+02 1.2319224697e-14 4.1201562377e-15 7.3509963742e-15 8.4807208507e-16
3.3081054688e+02 1.2301368932e-14 4.1105117885e-15 7.3391345657e-15 8.5172257791e-16
3.3105468750e+02 1.2286485105e-14 4.1215423459e-15 7.3153771526e-15 8.4956560663e-16
3.3129882812e+02 1.2307418668e-14 4.1391556774e-15 7.3241368513e-15 8.4412613960e-16
3.3154296875e+02 1.2275340888e-14 4.1281275058e-15 7.3161268740e-15 8.3108650868e-16
3.3178710938e+02 1.2278688427e-14 4.1137815663e-15 7.3208509145e-15 8.4405594657e-16
3.3203125000e+02 1.2289176842e-14 4.1230254017e-15 7.3194812146e-15 8.4667022543e-16
