# freq_THz  G_total  G_Al  G_N  G_Ga
# MD-derived velocity power spectrum. Common normalization: integral(G_total) = 3*primitive_atoms.
# mass_weighted=True; primitive_atoms=2; block_duration_ps=4.09600000; df_THz=0.24414062; total_equals_sum_of_partials=True
1.2939453125e+02 4.3149424357e-09 7.3069757718e-10 3.3866901766e-09 1.9755468189e-10
1.2963867188e+02 4.1281599839e-09 7.0152062847e-10 3.2391379678e-09 1.8750138761e-10
1.2988281250e+02 4.0210805039e-09 6.7667128962e-10 3.1619202282e-09 1.8248898613e-10
1.3012695312e+02 3.8968854069e-09 6.5523303200e-10 3.0657463376e-09 1.7590603735e-10
1.3037109375e+02 3.7700536422e-09 6.3536575261e-10 2.9641068946e-09 1.7058099506e-10
1.3061523438e+02 3.5970840120e-09 6.0359090203e-10 2.8286644366e-09 1.6482867335e-10
1.3085937500e+02 3.3292579938e-09 5.5971748987e-10 2.6189223234e-09 1.5061818047e-10
1.3110351562e+02 3.1959655662e-09 5.3755982220e-10 2.5152617489e-09 1.4314399515e-10
1.3134765625e+02 3.0299379272e-09 5.1170894066e-10 2.3813457688e-09 1.3688321773e-10
1.3159179688e+02 2.7399947895e-09 4.6301598959e-10 2.1522164747e-09 1.2476232520e-10
1.3183593750e+02 2.5108367030e-09 4.2583486710e-10 1.9713504633e-09 1.1365137264e-10
1.3208007812e+02 2.3118364569e-09 3.9503186443e-10 1.8133971072e-09 1.0340748522e-10
1.3232421875e+02 2.1282644134e-09 3.6673306728e-10 1.6674113814e-09 9.4119964685e-11
1.3256835938e+02 1.9581458164e-09 3.3913172961e-10 1.5329545049e-09 8.6059581886e-11
1.3281250000e+02 1.8019225231e-09 3.1107291570e-10 1.4119668463e-09 7.8882761105e-11
1.3305664062e+02 1.6508928192e-09 2.8548059737e-10 1.2933129049e-09 7.2099316954e-11
1.3330078125e+02 1.4784723762e-09 2.5570142587e-10 1.1577421397e-09 6.5028810595e-11
1.3354492188e+02 1.3139449924e-09 2.2539392702e-10 1.0301340950e-09 5.8416970361e-11
1.3378906250e+02 1.1970040104e-09 2.0599011268e-10 9.3820495218e-10 5.2808945505e-11
1.3403320312e+02 1.1068096303e-09 1.9091620694e-10 8.6684560129e-10 4.9047822099e-11
1.3427734375e+02 1.0022152970e-09 1.7319010744e-10 7.8427517609e-10 4.4750013453e-11
1.3452148438e+02 9.0511583717e-10 1.5776958763e-10 7.0749019466e-10 3.9856054881e-11
1.3476562500e+02 8.3370000190e-10 1.4539940119e-10 6.5116187881e-10 3.7138721900e-11
1.3500976562e+02 7.7927181899e-10 1.3526921276e-10 6.0926183620e-10 3.4740770027e-11
1.3525390625e+02 7.1906192824e-10 1.2366641851e-10 5.6279664359e-10 3.2598866145e-11
1.3549804688e+02 6.6188675429e-10 1.1359316209e-10 5.1796840256e-10 3.0325189647e-11
1.3574218750e+02 6.0951928695e-10 1.0418457211e-10 4.7721811559e-10 2.8116599253e-11
1.3598632812e+02 5.7302520815e-10 9.7325880199e-11 4.4948095027e-10 2.6218377682e-11
1.3623046875e+02 5.2721367118e-10 8.9497360274e-11 4.1379093019e-10 2.3925380716e-11
1.3647460938e+02 4.9290184185e-10 8.4106790799e-11 3.8634701589e-10 2.2448035163e-11
1.3671875000e+02 4.7620580674e-10 8.1319446816e-11 3.7306455934e-10 2.1821800587e-11
1.3696289062e+02 4.5803350667e-10 7.7907072752e-11 3.5913088048e-10 2.0995553440e-11
1.3720703125e+02 4.3046753390e-10 7.3237775312e-11 3.3745924197e-10 1.9770516617e-11
1.3745117188e+02 4.0618631551e-10 6.8901274452e-11 3.1864565018e-10 1.8639390875e-11
1.3769531250e+02 3.8683890901e-10 6.5820895384e-11 3.0328742905e-10 1.7730584580e-11
1.3793945312e+02 3.6699069465e-10 6.2690569490e-11 2.8735675428e-10 1.6943370881e-11
1.3818359375e+02 3.5398966774e-10 6.0720033471e-11 2.7694112956e-10 1.6328504718e-11
1.3842773438e+02 3.3141178698e-10 5.6984692254e-11 2.5932831407e-10 1.5098780655e-11
1.3867187500e+02 3.1661001237e-10 5.4521189154e-11 2.4755131943e-10 1.4537503782e-11
1.3891601562e+02 3.0486035997e-10 5.2407346441e-11 2.3858606238e-10 1.3866951143e-11
1.3916015625e+02 2.9235486625e-10 5.0155175122e-11 2.2881933207e-10 1.3380359057e-11
1.3940429688e+02 2.7696098766e-10 4.7797678536e-11 2.1650022617e-10 1.2663082955e-11
1.3964843750e+02 2.6356074031e-10 4.5266952518e-11 2.0629809274e-10 1.1995695059e-11
1.3989257812e+02 2.4997441202e-10 4.3045291118e-11 1.9557834582e-10 1.1350775087e-11
1.4013671875e+02 2.3819517577e-10 4.0961900035e-11 1.8649252158e-10 1.0740754151e-11
1.4038085938e+02 2.3000679789e-10 3.9574522899e-11 1.8014897672e-10 1.0283298268e-11
1.4062500000e+02 2.2371213145e-10 3.8305731809e-11 1.7536973304e-10 1.0036666598e-11
1.4086914062e+02 2.1788403339e-10 3.7051761823e-11 1.7091395754e-10 9.9183140211e-12
1.4111328125e+02 2.1124146459e-10 3.5921138534e-11 1.6568578945e-10 9.6345366010e-12
1.4135742188e+02 2.0097903485e-10 3.4173917183e-11 1.5769379281e-10 9.1113248572e-12
1.4160156250e+02 1.8915229238e-10 3.2054710114e-11 1.4851906255e-10 8.5785197132e-12
1.4184570312e+02 1.7835506350e-10 3.0489464617e-11 1.3984411084e-10 8.0214880510e-12
1.4208984375e+02 1.6824953575e-10 2.8912947667e-11 1.3174400353e-10 7.5925845519e-12
1.4233398438e+02 1.6246389022e-10 2.7991190967e-11 1.2717542853e-10 7.2972707235e-12
1.4257812500e+02 1.5821926827e-10 2.7025491005e-11 1.2408533966e-10 7.1084375976e-12
1.4282226562e+02 1.5436947737e-10 2.6157048850e-11 1.2121401164e-10 6.9984168840e-12
1.4306640625e+02 1.5194813435e-10 2.5652048359e-11 1.1937597402e-10 6.9201119664e-12
1.4331054688e+02 1.4762080144e-10 2.4589793436e-11 1.1619257074e-10 6.8384372655e-12
1.4355468750e+02 1.3889825476e-10 2.3248478336e-11 1.0925939766e-10 6.3903787657e-12
1.4379882812e+02 1.3252240975e-10 2.2296451783e-11 1.0423659924e-10 5.9893587247e-12
1.4404296875e+02 1.2624124835e-10 2.1392114233e-11 9.9260039223e-11 5.5890948968e-12
1.4428710938e+02 1.2253927660e-10 2.0811297248e-11 9.6263570823e-11 5.4644085242e-12
1.4453125000e+02 1.1793432740e-10 2.0184521450e-11 9.2450931996e-11 5.2988739578e-12
1.4477539062e+02 1.1399642370e-10 1.9369460302e-11 8.9513125110e-11 5.1138382878e-12
1.4501953125e+02 1.1099678713e-10 1.8676311168e-11 8.7276472526e-11 5.0440034364e-12
1.4526367188e+02 1.0712917048e-10 1.8101309653e-11 8.4176487688e-11 4.8513731392e-12
1.4550781250e+02 1.0506337890e-10 1.7910681306e-11 8.2454147620e-11 4.6985499740e-12
1.4575195312e+02 1.0469050254e-10 1.7894766205e-11 8.2094721147e-11 4.7010151852e-12
1.4599609375e+02 1.0503005824e-10 1.7943559573e-11 8.2408744358e-11 4.6777543125e-12
1.4624023438e+02 1.0544013790e-10 1.7875545967e-11 8.2816049990e-11 4.7485419391e-12
1.4648437500e+02 1.0453544342e-10 1.7750163393e-11 8.2055299894e-11 4.7299801333e-12
1.4672851562e+02 1.0436784509e-10 1.7638375271e-11 8.1950952508e-11 4.7785173066e-12
1.4697265625e+02 1.0510598341e-10 1.7923656292e-11 8.2406319411e-11 4.7760077053e-12
1.4721679688e+02 1.0577870718e-10 1.8231721989e-11 8.2785686166e-11 4.7612990277e-12
1.4746093750e+02 1.0647545045e-10 1.8370344054e-11 8.3368915370e-11 4.7361910223e-12
1.4770507812e+02 1.0842545972e-10 1.8674967352e-11 8.4935972749e-11 4.8145196191e-12
1.4794921875e+02 1.1031706634e-10 1.8788461307e-11 8.6553098340e-11 4.9755066953e-12
1.4819335938e+02 1.1157757134e-10 1.9085564223e-11 8.7509011870e-11 4.9829952450e-12
1.4843750000e+02 1.1366541883e-10 1.9404149689e-11 8.9132533698e-11 5.1287354396e-12
1.4868164062e+02 1.1686039906e-10 1.9845885293e-11 9.1739483177e-11 5.2750305908e-12
1.4892578125e+02 1.1967661720e-10 2.0397754936e-11 9.3916953475e-11 5.3619087874e-12
1.4916992188e+02 1.2235968008e-10 2.0874424115e-11 9.6006743337e-11 5.4785126329e-12
1.4941406250e+02 1.2827110734e-10 2.1873700863e-11 1.0066172268e-10 5.7356837985e-12
1.4965820312e+02 1.3064906096e-10 2.2151983985e-11 1.0264821784e-10 5.8488591360e-12
1.4990234375e+02 1.3189746265e-10 2.2469580610e-11 1.0356420152e-10 5.8636805201e-12
1.5014648438e+02 1.3939277734e-10 2.3595851223e-11 1.0948897480e-10 6.3079513177e-12
1.5039062500e+02 1.4332089009e-10 2.4357814725e-11 1.1251020342e-10 6.4528719449e-12
1.5063476562e+02 1.4502974288e-10 2.4616266689e-11 1.1393543498e-10 6.4780412131e-12
1.5087890625e+02 1.5020970729e-10 2.5441396153e-11 1.1801394484e-10 6.7543663004e-12
1.5112304688e+02 1.5490957117e-10 2.6355186229e-11 1.2159470296e-10 6.9596819830e-12
1.5136718750e+02 1.5883094274e-10 2.7204457015e-11 1.2448091255e-10 7.1455731693e-12
1.5161132812e+02 1.6088517137e-10 2.7773034735e-11 1.2597270673e-10 7.1394299098e-12
1.5185546875e+02 1.6295553288e-10 2.8075367622e-11 1.2766308062e-10 7.2170846438e-12
1.5209960938e+02 1.6667188263e-10 2.8455431911e-11 1.3079346801e-10 7.4229827139e-12
1.5234375000e+02 1.6973301124e-10 2.9128611327e-11 1.3313213510e-10 7.4722648200e-12
1.5258789062e+02 1.7289139252e-10 2.9638826299e-11 1.3557348644e-10 7.6790797757e-12
1.5283203125e+02 1.7346564741e-10 2.9850013544e-11 1.3593967943e-10 7.6759544409e-12
1.5307617188e+02 1.7585886711e-10 3.0212965743e-11 1.3773951774e-10 7.9063836286e-12
1.5332031250e+02 1.7884388877e-10 3.0713358356e-11 1.4012455826e-10 8.0059721519e-12
1.5356445312e+02 1.7982777351e-10 3.0915752517e-11 1.4086851084e-10 8.0435101549e-12
1.5380859375e+02 1.8105655712e-10 3.1031710686e-11 1.4193012842e-10 8.0947180203e-12
1.5405273438e+02 1.8299536098e-10 3.1291288821e-11 1.4358859130e-10 8.1154808566e-12
1.5429687500e+02 1.8507142266e-10 3.1776052896e-11 1.4513652430e-10 8.1588454645e-12
1.5454101562e+02 1.8598693697e-10 3.1706955566e-11 1.4589792253e-10 8.3820588796e-12
1.5478515625e+02 1.8581105410e-10 3.1409449755e-11 1.4590098828e-10 8.5006160557e-12
1.5502929688e+02 1.8108535640e-10 3.0520584173e-11 1.4242160872e-10 8.1431635001e-12
1.5527343750e+02 1.7876649192e-10 3.0010775577e-11 1.4065323036e-10 8.1024859839e-12
1.5551757812e+02 1.7464608942e-10 2.9324930259e-11 1.3735325932e-10 7.9678998413e-12
1.5576171875e+02 1.6699915234e-10 2.8090352331e-11 1.3130751876e-10 7.6012812467e-12
1.5600585938e+02 1.6418161481e-10 2.7597275740e-11 1.2909263367e-10 7.4917053956e-12
1.5625000000e+02 1.6268097167e-10 2.7480436888e-11 1.2792930789e-10 7.2712268957e-12
1.5649414062e+02 1.5933711215e-10 2.7172150538e-11 1.2510921634e-10 7.0557452658e-12
1.5673828125e+02 1.5476725828e-10 2.6267027735e-11 1.2154599514e-10 6.9542354022e-12
1.5698242188e+02 1.4593256660e-10 2.4939631068e-11 1.1444808965e-10 6.5448458815e-12
1.5722656250e+02 1.4186630983e-10 2.4368243005e-11 1.1129481960e-10 6.2032472238e-12
1.5747070312e+02 1.3760015580e-10 2.3555638590e-11 1.0795147629e-10 6.0930409190e-12
1.5771484375e+02 1.2796317776e-10 2.1984520809e-11 1.0034645853e-10 5.6321984248e-12
1.5795898438e+02 1.2103910275e-10 2.0795334279e-11 9.4921022350e-11 5.3227461185e-12
1.5820312500e+02 1.1600158285e-10 1.9998478541e-11 9.0894734311e-11 5.1083699950e-12
1.5844726562e+02 1.0884435256e-10 1.8782937886e-11 8.5262268141e-11 4.7991465375e-12
1.5869140625e+02 1.0181394980e-10 1.7435546737e-11 7.9881874910e-11 4.4965281567e-12
1.5893554688e+02 9.6129459072e-11 1.6465218348e-11 7.5383685070e-11 4.2805556531e-12
1.5917968750e+02 9.0534719950e-11 1.5391042255e-11 7.1015301158e-11 4.1283765372e-12
1.5942382812e+02 8.6935190906e-11 1.4701789315e-11 6.8284327941e-11 3.9490736506e-12
1.5966796875e+02 8.1877971837e-11 1.3907220241e-11 6.4276553335e-11 3.6941982605e-12
1.5991210938e+02 7.5234642879e-11 1.2840305645e-11 5.9034439755e-11 3.3598974789e-12
1.6015625000e+02 7.0080451217e-11 1.2005365536e-11 5.4934756133e-11 3.1403295471e-12
1.6040039062e+02 6.4243202654e-11 1.0946813793e-11 5.0381898458e-11 2.9144904037e-12
1.6064453125e+02 5.9887026216e-11 1.0216417621e-11 4.6955853686e-11 2.7147549081e-12
1.6088867188e+02 5.7064243517e-11 9.6766972719e-12 4.4792318518e-11 2.5952277268e-12
1.6113281250e+02 5.3481194061e-11 9.0327796104e-12 4.2012623242e-11 2.4357912081e-12
1.6137695312e+02 4.9551788571e-11 8.3336177044e-12 3.8953521781e-11 2.2646490858e-12
1.6162109375e+02 4.6420801900e-11 7.8468019393e-12 3.6462312362e-11 2.1116875985e-12
1.6186523438e+02 4.2921311943e-11 7.3132772416e-12 3.3658937195e-11 1.9490975064e-12
1.6210937500e+02 4.0383716923e-11 6.8518602574e-12 3.1669733012e-11 1.8621236539e-12
1.6235351562e+02 3.8006371779e-11 6.4969134786e-12 2.9777001622e-11 1.7324566786e-12
1.6259765625e+02 3.5763657885e-11 6.0959588122e-12 2.8035416399e-11 1.6322826741e-12
1.6284179688e+02 3.4341650709e-11 5.7907917436e-12 2.6981939837e-11 1.5689191288e-12
1.6308593750e+02 3.2753170214e-11 5.5305816500e-12 2.5712075591e-11 1.5105129724e-12
1.6333007812e+02 3.0630618795e-11 5.1771066371e-12 2.4026806238e-11 1.4267059195e-12
1.6357421875e+02 2.9380683552e-11 5.0112832485e-12 2.3013583196e-11 1.3558171071e-12
1.6381835938e+02 2.8510627294e-11 4.8566614103e-12 2.2344760848e-11 1.3092050364e-12
1.6406250000e+02 2.7223243181e-11 4.6493073253e-12 2.1337719612e-11 1.2362162438e-12
1.6430664062e+02 2.5626222687e-11 4.3836031493e-12 2.0083308207e-11 1.1593113313e-12
1.6455078125e+02 2.4555777122e-11 4.1687230803e-12 1.9260154288e-11 1.1268997544e-12
1.6479492188e+02 2.3625717623e-11 3.9915134620e-12 1.8543859012e-11 1.0903451498e-12
1.6503906250e+02 2.2883752011e-11 3.8241988585e-12 1.8000682026e-11 1.0588711265e-12
1.6528320312e+02 2.1638590347e-11 3.6260156861e-12 1.7007312267e-11 1.0052623935e-12
1.6552734375e+02 2.0623413880e-11 3.4787685932e-12 1.6194453588e-11 9.5019169851e-13
1.6577148438e+02 1.9887651079e-11 3.3797437501e-12 1.5605989534e-11 9.0191779494e-13
1.6601562500e+02 1.9390682303e-11 3.3048784745e-12 1.5207756985e-11 8.7804684348e-13
1.6625976562e+02 1.8987296477e-11 3.1926951919e-12 1.4924040532e-11 8.7056075361e-13
1.6650390625e+02 1.8171949638e-11 3.0355980460e-12 1.4293900692e-11 8.4245089978e-13
1.6674804688e+02 1.7882286258e-11 2.9586641730e-12 1.4090128582e-11 8.3349350290e-13
1.6699218750e+02 1.7807497288e-11 2.9247450100e-12 1.4050959365e-11 8.3179291276e-13
1.6723632812e+02 1.7190984719e-11 2.8366540061e-12 1.3552722522e-11 8.0160819114e-13
1.6748046875e+02 1.6492842672e-11 2.7258013519e-12 1.2987515876e-11 7.7952544451e-13
1.6772460938e+02 1.5637674013e-11 2.6317224141e-12 1.2284843377e-11 7.2110822181e-13
1.6796875000e+02 1.4849867603e-11 2.5196980651e-12 1.1660731428e-11 6.6943810964e-13
1.6821289062e+02 1.4368845549e-11 2.4338194657e-12 1.1284497771e-11 6.5052831313e-13
1.6845703125e+02 1.3941459180e-11 2.3454358731e-12 1.0966151890e-11 6.2987141756e-13
1.6870117188e+02 1.3869647435e-11 2.2915915217e-12 1.0939397449e-11 6.3865846449e-13
1.6894531250e+02 1.3559103132e-11 2.2411157459e-12 1.0689401214e-11 6.2858617250e-13
1.6918945312e+02 1.3161265827e-11 2.1622493494e-12 1.0381361395e-11 6.1765508288e-13
1.6943359375e+02 1.2694403099e-11 2.0940294006e-12 1.0006780580e-11 5.9359311870e-13
1.6967773438e+02 1.2269891645e-11 2.0434864711e-12 9.6584230404e-12 5.6798213307e-13
1.6992187500e+02 1.2122771151e-11 2.0334234527e-12 9.5299450269e-12 5.5940267133e-13
1.7016601562e+02 1.1892138526e-11 1.9988256732e-12 9.3529250925e-12 5.4038776006e-13
1.7041015625e+02 1.1850518706e-11 1.9880817754e-12 9.3209818371e-12 5.4145509317e-13
1.7065429688e+02 1.1430058168e-11 1.9168993999e-12 8.9878648804e-12 5.2529388796e-13
1.7089843750e+02 1.1115823251e-11 1.8471301502e-12 8.7491826627e-12 5.1951043779e-13
1.7114257812e+02 1.1077035948e-11 1.8272245501e-12 8.7342971831e-12 5.1551421491e-13
1.7138671875e+02 1.0669076002e-11 1.7621317813e-12 8.4110987147e-12 4.9584550629e-13
1.7163085938e+02 1.0547337527e-11 1.7488287433e-12 8.3074710924e-12 4.9103769163e-13
1.7187500000e+02 1.0632463274e-11 1.7663195506e-12 8.3728423583e-12 4.9330136476e-13
1.7211914062e+02 1.0508414134e-11 1.7345601605e-12 8.2802881704e-12 4.9356580300e-13
1.7236328125e+02 1.0363381138e-11 1.7117484835e-12 8.1683256981e-12 4.8330695629e-13
1.7260742188e+02 1.0275060949e-11 1.6928203101e-12 8.1019642217e-12 4.8027641689e-13
1.7285156250e+02 1.0405749822e-11 1.6999853753e-12 8.2171062372e-12 4.8865820960e-13
1.7309570312e+02 1.0496020302e-11 1.7165684842e-12 8.2882589174e-12 4.9119290022e-13
1.7333984375e+02 1.0464693233e-11 1.7128335209e-12 8.2636851489e-12 4.8817456350e-13
1.7358398438e+02 1.0650851877e-11 1.7495511394e-12 8.4110340378e-12 4.9026670023e-13
1.7382812500e+02 1.0721838211e-11 1.7633913701e-12 8.4603456199e-12 4.9810122137e-13
1.7407226562e+02 1.0863069955e-11 1.7881546981e-12 8.5723557827e-12 5.0255947406e-13
1.7431640625e+02 1.1112837797e-11 1.8312068560e-12 8.7694507453e-12 5.1218019582e-13
1.7456054688e+02 1.1357990192e-11 1.8459243478e-12 8.9797384117e-12 5.3232743223e-13
1.7480468750e+02 1.1569800232e-11 1.8701658140e-12 9.1499274874e-12 5.4970693097e-13
1.7504882812e+02 1.1523362227e-11 1.8669077641e-12 9.1114854808e-12 5.4496898195e-13
1.7529296875e+02 1.1442916372e-11 1.8697491504e-12 9.0378089929e-12 5.3535822849e-13
1.7553710938e+02 1.1733074430e-11 1.9231050349e-12 9.2577362478e-12 5.5223314770e-13
1.7578125000e+02 1.1928785243e-11 1.9464759614e-12 9.4183699778e-12 5.6393930387e-13
1.7602539062e+02 1.2111117075e-11 1.9807628517e-12 9.5585941458e-12 5.7176007710e-13
1.7626953125e+02 1.2528869670e-11 2.0505030492e-12 9.8886697754e-12 5.8969684586e-13
1.7651367188e+02 1.3017600734e-11 2.1278600925e-12 1.0270514462e-11 6.1922617979e-13
1.7675781250e+02 1.3097740044e-11 2.1658033139e-12 1.0325943754e-11 6.0599297540e-13
1.7700195312e+02 1.3202448899e-11 2.1866970689e-12 1.0406422389e-11 6.0932944174e-13
1.7724609375e+02 1.3614839979e-11 2.2618984766e-12 1.0717719688e-11 6.3522181432e-13
1.7749023438e+02 1.3830207360e-11 2.2998895569e-12 1.0885758660e-11 6.4455914327e-13
1.7773437500e+02 1.3765114786e-11 2.2845597232e-12 1.0836172379e-11 6.4438268439e-13
1.7797851562e+02 1.4175505312e-11 2.3601987971e-12 1.1155364120e-11 6.5994239504e-13
1.7822265625e+02 1.4510996193e-11 2.4047717783e-12 1.1427638948e-11 6.7858546680e-13
1.7846679688e+02 1.4733384757e-11 2.4472040857e-12 1.1604490787e-11 6.8168988385e-13
1.7871093750e+02 1.4774943832e-11 2.4529598200e-12 1.1634709947e-11 6.8727406509e-13
1.7895507812e+02 1.4671146792e-11 2.4284940479e-12 1.1557936038e-11 6.8471670573e-13
1.7919921875e+02 1.4793260995e-11 2.4201391533e-12 1.1676232512e-11 6.9688932971e-13
1.7944335938e+02 1.4890528685e-11 2.4303687859e-12 1.1760648844e-11 6.9951105555e-13
1.7968750000e+02 1.4994996376e-11 2.4659987103e-12 1.1831186255e-11 6.9781141066e-13
1.7993164062e+02 1.4932108309e-11 2.4308113818e-12 1.1790993881e-11 7.1030304598e-13
1.8017578125e+02 1.5134144144e-11 2.4530856438e-12 1.1958754197e-11 7.2230430358e-13
1.8041992188e+02 1.5513982198e-11 2.4977078775e-12 1.2274607542e-11 7.4166677820e-13
1.8066406250e+02 1.5631301499e-11 2.5156199277e-12 1.2380671333e-11 7.3501023787e-13
1.8090820312e+02 1.5498269571e-11 2.4935927200e-12 1.2267317854e-11 7.3735899671e-13
1.8115234375e+02 1.5440148871e-11 2.4759743034e-12 1.2220222946e-11 7.4395162210e-13
1.8139648438e+02 1.5171290293e-11 2.4463738589e-12 1.2002448694e-11 7.2246773936e-13
1.8164062500e+02 1.4746105750e-11 2.3918161468e-12 1.1654659736e-11 6.9962986719e-13
1.8188476562e+02 1.4399070216e-11 2.3350053550e-12 1.1383330367e-11 6.8073449370e-13
1.8212890625e+02 1.4124902767e-11 2.2966618830e-12 1.1158682798e-11 6.6955808568e-13
1.8237304688e+02 1.3813197162e-11 2.2600525107e-12 1.0905645049e-11 6.4749960206e-13
1.8261718750e+02 1.3201331687e-11 2.1757962274e-12 1.0412883779e-11 6.1265168128e-13
1.8286132812e+02 1.2839734169e-11 2.1206846759e-12 1.0121667997e-11 5.9738149591e-13
1.8310546875e+02 1.2762228980e-11 2.1125713351e-12 1.0053869572e-11 5.9578807308e-13
1.8334960938e+02 1.2575114995e-11 2.0866745846e-12 9.9026851518e-12 5.8575525895e-13
1.8359375000e+02 1.2197663560e-11 2.0247206705e-12 9.6063618752e-12 5.6658101428e-13
1.8383789062e+02 1.1882152295e-11 1.9709908890e-12 9.3587880040e-12 5.5237340233e-13
1.8408203125e+02 1.1403741477e-11 1.8912939674e-12 8.9788557195e-12 5.3359178989e-13
1.8432617188e+02 1.1072006619e-11 1.8349889896e-12 8.7118785633e-12 5.2513906593e-13
1.8457031250e+02 1.0624035143e-11 1.7496651907e-12 8.3735958848e-12 5.0077406716e-13
1.8481445312e+02 9.9381041710e-12 1.6398104706e-12 7.8306604151e-12 4.6763328528e-13
1.8505859375e+02 9.5239601296e-12 1.5678106581e-12 7.5054378372e-12 4.5071163425e-13
1.8530273438e+02 9.1956961074e-12 1.4982848352e-12 7.2599287258e-12 4.3748254636e-13
1.8554687500e+02 8.6614226035e-12 1.4152475748e-12 6.8318092280e-12 4.1436580072e-13
1.8579101562e+02 8.1776242671e-12 1.3463801455e-12 6.4447772321e-12 3.8646688957e-13
1.8603515625e+02 7.8376874248e-12 1.2981627892e-12 6.1732643482e-12 3.6626028738e-13
1.8627929688e+02 7.4826747432e-12 1.2361679273e-12 5.8964143842e-12 3.5009243169e-13
1.8652343750e+02 7.1890665879e-12 1.1856767465e-12 5.6649114491e-12 3.3847839233e-13
1.8676757812e+02 6.8739251017e-12 1.1302421549e-12 5.4189327935e-12 3.2475015330e-13
1.8701171875e+02 6.5166284748e-12 1.0670474888e-12 5.1402451319e-12 3.0933585409e-13
1.8725585938e+02 6.1472102661e-12 1.0121662953e-12 4.8443711036e-12 2.9067286721e-13
1.8750000000e+02 5.7805158178e-12 9.5422533288e-13 4.5555286010e-12 2.7076188386e-13
1.8774414062e+02 5.3484397208e-12 8.9241972859e-13 4.2054370621e-12 2.5058293016e-13
1.8798828125e+02 5.0327014756e-12 8.4064617642e-13 3.9555307598e-12 2.3652453943e-13
1.8823242188e+02 4.7973628909e-12 7.9692036022e-13 3.7747602722e-12 2.2568225852e-13
1.8847656250e+02 4.5672907299e-12 7.5493536679e-13 3.5956597209e-12 2.1669564222e-13
1.8872070312e+02 4.3091711399e-12 7.0478968127e-13 3.3983640604e-12 2.0601739827e-13
1.8896484375e+02 4.0632398184e-12 6.6048235565e-13 3.2059940676e-12 1.9676339513e-13
1.8920898438e+02 3.8474758306e-12 6.2986540484e-13 3.0331139725e-12 1.8449645317e-13
1.8945312500e+02 3.7117517015e-12 6.0952128148e-13 2.9232563961e-12 1.7897402390e-13
1.8969726562e+02 3.5378803898e-12 5.8715963629e-13 2.7833359659e-12 1.6738478762e-13
1.8994140625e+02 3.4204739784e-12 5.6677867610e-13 2.6924631901e-12 1.6123211223e-13
1.9018554688e+02 3.3175937728e-12 5.4567621080e-13 2.6138566104e-12 1.5806095154e-13
1.9042968750e+02 3.2182023763e-12 5.2221455619e-13 2.5415721306e-12 1.5441568951e-13
1.9067382812e+02 3.0994802770e-12 5.0063559413e-13 2.4489365391e-12 1.4990814377e-13
1.9091796875e+02 2.9687213565e-12 4.8048338075e-13 2.3452121124e-12 1.4302586335e-13
1.9116210938e+02 2.8528086677e-12 4.6581699503e-13 2.2489647683e-12 1.3802690429e-13
1.9140625000e+02 2.7143200876e-12 4.4857237341e-13 2.1368884978e-12 1.2885921635e-13
1.9165039062e+02 2.5995538248e-12 4.3020736289e-13 2.0453547511e-12 1.2399171089e-13
1.9189453125e+02 2.4605075091e-12 4.0997513190e-13 1.9343036096e-12 1.1622876761e-13
1.9213867188e+02 2.3772003342e-12 3.9664098799e-13 1.8694905509e-12 1.1106879538e-13
1.9238281250e+02 2.3425296594e-12 3.8623429141e-13 1.8450844326e-12 1.1121093547e-13
1.9262695312e+02 2.2812405645e-12 3.7145674785e-13 1.7998292976e-12 1.0995451906e-13
1.9287109375e+02 2.2960053553e-12 3.7001673518e-13 1.8128772567e-12 1.1311136344e-13
1.9311523438e+02 2.2545766225e-12 3.6345308145e-13 1.7817165982e-12 1.0940694288e-13
1.9335937500e+02 2.1587961769e-12 3.5246473002e-13 1.7033145305e-12 1.0301691638e-13
1.9360351562e+02 2.0826880308e-12 3.4198523130e-13 1.6416547029e-12 9.9048096552e-14
1.9384765625e+02 2.0202532384e-12 3.3438363818e-13 1.5905635663e-12 9.5306033937e-14
1.9409179688e+02 1.9696299879e-12 3.2664763315e-13 1.5504629140e-12 9.2519440673e-14
1.9433593750e+02 1.9324232101e-12 3.1617301926e-13 1.5247419821e-12 9.1508208793e-14
1.9458007812e+02 1.8698192580e-12 3.0307849905e-13 1.4772705998e-12 8.9470159205e-14
1.9482421875e+02 1.8061927556e-12 2.9001434604e-13 1.4283406990e-12 8.7837710619e-14
1.9506835938e+02 1.7318663094e-12 2.7659987369e-13 1.3701123624e-12 8.5154073215e-14
1.9531250000e+02 1.6871776015e-12 2.7026108783e-13 1.3352992008e-12 8.1617312865e-14
1.9555664062e+02 1.6228043938e-12 2.6389081731e-13 1.2818853776e-12 7.7028198926e-14
1.9580078125e+02 1.5573456955e-12 2.5763950914e-13 1.2272421864e-12 7.2463999923e-14
1.9604492188e+02 1.5349260894e-12 2.5305523236e-13 1.2097161213e-12 7.2154735735e-14
1.9628906250e+02 1.5094069080e-12 2.4637578205e-13 1.1915013653e-12 7.1529760650e-14
1.9653320312e+02 1.4999974460e-12 2.4263546121e-13 1.1855339158e-12 7.1828069002e-14
1.9677734375e+02 1.4767657816e-12 2.3858076301e-13 1.1676612627e-12 7.0523755879e-14
