# freq_THz  G_total_s  G_B_s  G_Al_s  G_N_s
# Smoothed MD-derived velocity power spectrum. Common normalization: integral(G_total_s) = 3*primitive_atoms.
# Gaussian_sigma_THz=0.38; mass_weighted=True; primitive_atoms=2; total_equals_sum_of_partials=True
1.3134765625e+02 3.9886153586e-10 1.8659432701e-10 2.7042058704e-12 2.0956300298e-10
1.3159179688e+02 3.9077737786e-10 1.8395659966e-10 2.6555239736e-12 2.0416525423e-10
1.3183593750e+02 3.8265377386e-10 1.8096765276e-10 2.6037903746e-12 1.9908233073e-10
1.3208007812e+02 3.7479068929e-10 1.7789731520e-10 2.5434121106e-12 1.9434996197e-10
1.3232421875e+02 3.6777553470e-10 1.7519104512e-10 2.4791845977e-12 1.9010530498e-10
1.3256835938e+02 3.6202282646e-10 1.7321553676e-10 2.4194520043e-12 1.8638783770e-10
1.3281250000e+02 3.5675382235e-10 1.7164519117e-10 2.3695511456e-12 1.8273908004e-10
1.3305664062e+02 3.5077212582e-10 1.6974441017e-10 2.3304653138e-12 1.7869725033e-10
1.3330078125e+02 3.4416459738e-10 1.6739146315e-10 2.2980265928e-12 1.7447510764e-10
1.3354492188e+02 3.3797323759e-10 1.6508781390e-10 2.2649712834e-12 1.7062045241e-10
1.3378906250e+02 3.3249936856e-10 1.6305792135e-10 2.2266626229e-12 1.6721478459e-10
1.3403320312e+02 3.2709249944e-10 1.6105921093e-10 2.1842879374e-12 1.6384900057e-10
1.3427734375e+02 3.2114095225e-10 1.5880734031e-10 2.1422533844e-12 1.6019135856e-10
1.3452148438e+02 3.1442489219e-10 1.5608311236e-10 2.1045959626e-12 1.5623718387e-10
1.3476562500e+02 3.0698240878e-10 1.5274010231e-10 2.0725634760e-12 1.5216974300e-10
1.3500976562e+02 2.9896376570e-10 1.4883674024e-10 2.0421969278e-12 1.4808482853e-10
1.3525390625e+02 2.9038485710e-10 1.4457866945e-10 2.0075260853e-12 1.4379866156e-10
1.3549804688e+02 2.8122550491e-10 1.4017147211e-10 1.9681260746e-12 1.3908590673e-10
1.3574218750e+02 2.7178480513e-10 1.3579776035e-10 1.9284417833e-12 1.3405860299e-10
1.3598632812e+02 2.6247524468e-10 1.3154817432e-10 1.8896977856e-12 1.2903737257e-10
1.3623046875e+02 2.5332524886e-10 1.2731729432e-10 1.8496238293e-12 1.2415833071e-10
1.3647460938e+02 2.4409834992e-10 1.2292321739e-10 1.8106462452e-12 1.1936448629e-10
1.3671875000e+02 2.3477683619e-10 1.1837209422e-10 1.7792991226e-12 1.1462544285e-10
1.3696289062e+02 2.2541112199e-10 1.1379725640e-10 1.7548327053e-12 1.0985903288e-10
1.3720703125e+02 2.1566099827e-10 1.0912214217e-10 1.7268245683e-12 1.0481203153e-10
1.3745117188e+02 2.0523996072e-10 1.0415870711e-10 1.6871755775e-12 9.9394078035e-11
1.3769531250e+02 1.9465494801e-10 9.9040861063e-11 1.6387048485e-12 9.3975382101e-11
1.3793945312e+02 1.8481622385e-10 9.4173468271e-11 1.5911701128e-12 8.9051585463e-11
1.3818359375e+02 1.7602741657e-10 8.9739919977e-11 1.5519950901e-12 8.4735501504e-11
1.3842773438e+02 1.6780446644e-10 8.5534423062e-11 1.5200059848e-12 8.0750037394e-11
1.3867187500e+02 1.5969426257e-10 8.1351613137e-11 1.4871867260e-12 7.6855462702e-11
1.3891601562e+02 1.5187128808e-10 7.7310478320e-11 1.4463472231e-12 7.3114462541e-11
1.3916015625e+02 1.4464730625e-10 7.3577618366e-11 1.3968158525e-12 6.9672872033e-11
1.3940429688e+02 1.3781250050e-10 6.9986047415e-11 1.3444974500e-12 6.6481955635e-11
1.3964843750e+02 1.3093991089e-10 6.6249098268e-11 1.2967764914e-12 6.3394036135e-11
1.3989257812e+02 1.2401487540e-10 6.2381150515e-11 1.2557017346e-12 6.0378023151e-11
1.4013671875e+02 1.1739771998e-10 5.8661702152e-11 1.2175749415e-12 5.7518442890e-11
1.4038085938e+02 1.1141570953e-10 5.5336310838e-11 1.1794384383e-12 5.4899960257e-11
1.4062500000e+02 1.0618389973e-10 5.2474489233e-11 1.1419947276e-12 5.2567415768e-11
1.4086914062e+02 1.0160650443e-10 4.9970903346e-11 1.1067393291e-12 5.0528861756e-11
1.4111328125e+02 9.7450012878e-11 4.7618252443e-11 1.0753582056e-12 4.8756402229e-11
1.4135742188e+02 9.3560220404e-11 4.5275373044e-11 1.0505201650e-12 4.7234327195e-11
1.4160156250e+02 9.0030972497e-11 4.3005644168e-11 1.0318467176e-12 4.5993481611e-11
1.4184570312e+02 8.7066249555e-11 4.1000509173e-11 1.0139754199e-12 4.5051764961e-11
1.4208984375e+02 8.4723543858e-11 3.9373432315e-11 9.9306811343e-13 4.4357043430e-11
1.4233398438e+02 8.2888648132e-11 3.8098509792e-11 9.7046908134e-13 4.3819669258e-11
1.4257812500e+02 8.1386952532e-11 3.7080973981e-11 9.4785722637e-13 4.3358121325e-11
1.4282226562e+02 8.0026984809e-11 3.6182210903e-11 9.2534335678e-13 4.2919430549e-11
1.4306640625e+02 7.8681413693e-11 3.5262309532e-11 9.0510016332e-13 4.2514003998e-11
1.4331054688e+02 7.7404873758e-11 3.4296785269e-11 8.9066730545e-13 4.2217421183e-11
1.4355468750e+02 7.6419333996e-11 3.3409146238e-11 8.8231230515e-13 4.2127875453e-11
1.4379882812e+02 7.5948387484e-11 3.2751209309e-11 8.7686999997e-13 4.2320308175e-11
1.4404296875e+02 7.5986215904e-11 3.2363913564e-11 8.7091502084e-13 4.2751387318e-11
1.4428710938e+02 7.6227207199e-11 3.2155480671e-11 8.6226953644e-13 4.3209456992e-11
1.4453125000e+02 7.6335400597e-11 3.2001922204e-11 8.5124877838e-13 4.3482229615e-11
1.4477539062e+02 7.6240491686e-11 3.1845941736e-11 8.4109132514e-13 4.3553458625e-11
1.4501953125e+02 7.6066638107e-11 3.1687813820e-11 8.3476960929e-13 4.3544054677e-11
1.4526367188e+02 7.5886957144e-11 3.1521258241e-11 8.3143648447e-13 4.3534262419e-11
1.4550781250e+02 7.5712333047e-11 3.1343237121e-11 8.2689618289e-13 4.3542199743e-11
1.4575195312e+02 7.5606799155e-11 3.1199263070e-11 8.1760272725e-13 4.3589933358e-11
1.4599609375e+02 7.5626647975e-11 3.1134218562e-11 8.0428845419e-13 4.3688140959e-11
1.4624023438e+02 7.5720254019e-11 3.1120298714e-11 7.9148483501e-13 4.3808470470e-11
1.4648437500e+02 7.5764759199e-11 3.1088278183e-11 7.8325310790e-13 4.3893227908e-11
1.4672851562e+02 7.5599355031e-11 3.0985441620e-11 7.7920917807e-13 4.3834704233e-11
1.4697265625e+02 7.5057667720e-11 3.0783848006e-11 7.7549190969e-13 4.3498327804e-11
1.4721679688e+02 7.4135472151e-11 3.0502207822e-11 7.7019295147e-13 4.2863071378e-11
1.4746093750e+02 7.3099316628e-11 3.0244256384e-11 7.6502963170e-13 4.2090030612e-11
1.4770507812e+02 7.2284233478e-11 3.0146624337e-11 7.6059791334e-13 4.1377011228e-11
1.4794921875e+02 7.1748021280e-11 3.0216533637e-11 7.5442141025e-13 4.0777066233e-11
1.4819335938e+02 7.1184853635e-11 3.0247932408e-11 7.4513171170e-13 4.0191789516e-11
1.4843750000e+02 7.0222579094e-11 2.9984592324e-11 7.3444599387e-13 3.9503540777e-11
1.4868164062e+02 6.8757573220e-11 2.9369411863e-11 7.2394299941e-13 3.8664218357e-11
1.4892578125e+02 6.6942732013e-11 2.8571651589e-11 7.1285331072e-13 3.7658227113e-11
1.4916992188e+02 6.4922670481e-11 2.7776811534e-11 6.9922712984e-13 3.6446631818e-11
1.4941406250e+02 6.2670809131e-11 2.6996905981e-11 6.8138713487e-13 3.4992516016e-11
1.4965820312e+02 6.0097191885e-11 2.6107231190e-11 6.5918754346e-13 3.3330773152e-11
1.4990234375e+02 5.7308589019e-11 2.5063922719e-11 6.3518514776e-13 3.1609481152e-11
1.5014648438e+02 5.4603950301e-11 2.3983917688e-11 6.1310976758e-13 3.0006922845e-11
1.5039062500e+02 5.2127324872e-11 2.2963633930e-11 5.9462850928e-13 2.8569062433e-11
1.5063476562e+02 4.9752474791e-11 2.1970647672e-11 5.7878689810e-13 2.7203040221e-11
1.5087890625e+02 4.7326325423e-11 2.0953971799e-11 5.6351981902e-13 2.5808833805e-11
1.5112304688e+02 4.4816980242e-11 1.9924882824e-11 5.4680364466e-13 2.4345293774e-11
1.5136718750e+02 4.2296392876e-11 1.8921425918e-11 5.2853867084e-13 2.2846428287e-11
1.5161132812e+02 3.9920241099e-11 1.7980637058e-11 5.1133273855e-13 2.1428271303e-11
1.5185546875e+02 3.7844301643e-11 1.7137448331e-11 4.9774946134e-13 2.0209103850e-11
1.5209960938e+02 3.6087392770e-11 1.6400440643e-11 4.8814591454e-13 1.9198806212e-11
1.5234375000e+02 3.4537148783e-11 1.5741581815e-11 4.8088448505e-13 1.8314682483e-11
1.5258789062e+02 3.3098725880e-11 1.5138286431e-11 4.7285152904e-13 1.7487587919e-11
1.5283203125e+02 3.1765482665e-11 1.4603367221e-11 4.6160272930e-13 1.6700512715e-11
1.5307617188e+02 3.0566075800e-11 1.4158325435e-11 4.4793391579e-13 1.5959816450e-11
1.5332031250e+02 2.9517970252e-11 1.3800941821e-11 4.3488079043e-13 1.5282147640e-11
1.5356445312e+02 2.8607253305e-11 1.3500138412e-11 4.2435342169e-13 1.4682761471e-11
1.5380859375e+02 2.7773899174e-11 1.3210081970e-11 4.1555311972e-13 1.4148264084e-11
1.5405273438e+02 2.6966466682e-11 1.2911670938e-11 4.0702438741e-13 1.3647771357e-11
1.5429687500e+02 2.6222776068e-11 1.2645005755e-11 3.9923200835e-13 1.3178538305e-11
1.5454101562e+02 2.5622294727e-11 1.2464861998e-11 3.9274475533e-13 1.2764687974e-11
1.5478515625e+02 2.5153871292e-11 1.2362868055e-11 3.8562598731e-13 1.2405377250e-11
1.5502929688e+02 2.4700483286e-11 1.2267281728e-11 3.7616138669e-13 1.2057040172e-11
1.5527343750e+02 2.4177180284e-11 1.2128656975e-11 3.6602679439e-13 1.1682496514e-11
1.5551757812e+02 2.3648905873e-11 1.1987678576e-11 3.5826618714e-13 1.1302961110e-11
1.5576171875e+02 2.3269537572e-11 1.1934292943e-11 3.5389495311e-13 1.0981349676e-11
1.5600585938e+02 2.3102746037e-11 1.2000052083e-11 3.5096418832e-13 1.0751729765e-11
1.5625000000e+02 2.3061116426e-11 1.2128894168e-11 3.4626328485e-13 1.0585958973e-11
1.5649414062e+02 2.3030828551e-11 1.2254377833e-11 3.3868680088e-13 1.0437763917e-11
1.5673828125e+02 2.2988334108e-11 1.2361270644e-11 3.3034224203e-13 1.0296721222e-11
1.5698242188e+02 2.2986369914e-11 1.2476242089e-11 3.2350985302e-13 1.0186617972e-11
1.5722656250e+02 2.3091111477e-11 1.2640675053e-11 3.1844275981e-13 1.0131993664e-11
1.5747070312e+02 2.3365355331e-11 1.2903676684e-11 3.1478176838e-13 1.0146896879e-11
1.5771484375e+02 2.3852459968e-11 1.3305382739e-11 3.1240573963e-13 1.0234671489e-11
1.5795898438e+02 2.4491626628e-11 1.3815919508e-11 3.1042069181e-13 1.0365286429e-11
1.5820312500e+02 2.5077854294e-11 1.4299765784e-11 3.0761860448e-13 1.0470469905e-11
1.5844726562e+02 2.5402171440e-11 1.4603999847e-11 3.0407615524e-13 1.0494095438e-11
1.5869140625e+02 2.5431911354e-11 1.4696747743e-11 3.0070373145e-13 1.0434459880e-11
1.5893554688e+02 2.5329462007e-11 1.4698627710e-11 2.9756065086e-13 1.0333273646e-11
1.5917968750e+02 2.5311888900e-11 1.4771102580e-11 2.9411033464e-13 1.0246675985e-11
1.5942382812e+02 2.5464927566e-11 1.4963912371e-11 2.9047746618e-13 1.0210537729e-11
1.5966796875e+02 2.5690246024e-11 1.5189317448e-11 2.8712704725e-13 1.0213801528e-11
1.5991210938e+02 2.5816836588e-11 1.5324395356e-11 2.8413717480e-13 1.0208304058e-11
1.6015625000e+02 2.5693031353e-11 1.5275262621e-11 2.8154250610e-13 1.0136226226e-11
1.6040039062e+02 2.5247609451e-11 1.5003482451e-11 2.7939068042e-13 9.9647363193e-12
1.6064453125e+02 2.4546132649e-11 1.4560023023e-11 2.7696258874e-13 9.7091470373e-12
1.6088867188e+02 2.3720173466e-11 1.4040375504e-11 2.7288374301e-13 9.4069142186e-12
1.6113281250e+02 2.2859404989e-11 1.3507502586e-11 2.6662797996e-13 9.0852744229e-12
1.6137695312e+02 2.2015071985e-11 1.2988570565e-11 2.5950267150e-13 8.7669987483e-12
1.6162109375e+02 2.1220930871e-11 1.2491690881e-11 2.5372832312e-13 8.4755116673e-12
1.6186523438e+02 2.0461517212e-11 1.1995784150e-11 2.5048849038e-13 8.2152445710e-12
1.6210937500e+02 1.9666135846e-11 1.1460056208e-11 2.4882271583e-13 7.9572569218e-12
1.6235351562e+02 1.8756754973e-11 1.0855319742e-11 2.4646985528e-13 7.6549653760e-12
1.6259765625e+02 1.7704948195e-11 1.0179716700e-11 2.4191507626e-13 7.2833164184e-12
1.6284179688e+02 1.6571282150e-11 9.4675699335e-12 2.3561198188e-13 6.8681002343e-12
1.6308593750e+02 1.5479028526e-11 8.7826078249e-12 2.2926053819e-13 6.4671601625e-12
1.6333007812e+02 1.4517582849e-11 8.1739702844e-12 2.2411827014e-13 6.1194942940e-12
1.6357421875e+02 1.3692615753e-11 7.6472462918e-12 2.2032918587e-13 5.8250402752e-12
1.6381835938e+02 1.2971053040e-11 7.1875672635e-12 2.1739448686e-13 5.5660912892e-12
1.6406250000e+02 1.2321282526e-11 6.7797304246e-12 2.1461906079e-13 5.3269330410e-12
1.6430664062e+02 1.1719542647e-11 6.4075874873e-12 2.1161966902e-13 5.1003354909e-12
1.6455078125e+02 1.1167903998e-11 6.0673545068e-12 2.0871294673e-13 4.8918365447e-12
1.6479492188e+02 1.0685862298e-11 5.7677018314e-12 2.0642676656e-13 4.7117337002e-12
1.6503906250e+02 1.0265151630e-11 5.5033319984e-12 2.0467864263e-13 4.5571409885e-12
1.6528320312e+02 9.8626440948e-12 5.2503674018e-12 2.0269854120e-13 4.4095781517e-12
1.6552734375e+02 9.4357007522e-12 4.9851558635e-12 1.9983454004e-13 4.2507103487e-12
1.6577148438e+02 8.9721468652e-12 4.6992199404e-12 1.9628373082e-13 4.0766431940e-12
1.6601562500e+02 8.4981629190e-12 4.4055272998e-12 1.9284756506e-13 3.8997880542e-12
1.6625976562e+02 8.0523808459e-12 4.1263926226e-12 1.8992596717e-13 3.7360622561e-12
1.6650390625e+02 7.6472539899e-12 3.8716698191e-12 1.8703325334e-13 3.5885509175e-12
1.6674804688e+02 7.2706082242e-12 3.6377868967e-12 1.8364275276e-13 3.4491785747e-12
1.6699218750e+02 6.9201324145e-12 3.4254468337e-12 1.7997484504e-13 3.3147107358e-12
1.6723632812e+02 6.6155429514e-12 3.2465591883e-12 1.7651111661e-13 3.1924726465e-12
1.6748046875e+02 6.3755076777e-12 3.1112982313e-12 1.7333783620e-13 3.0908716102e-12
1.6772460938e+02 6.1936338350e-12 3.0142606766e-12 1.7017550237e-13 3.0091976561e-12
1.6796875000e+02 6.0414810132e-12 2.9368435556e-12 1.6670137442e-13 2.9379360831e-12
1.6821289062e+02 5.8867298863e-12 2.8571553834e-12 1.6296794697e-13 2.8666065560e-12
1.6845703125e+02 5.7061868862e-12 2.7570103091e-12 1.5961057039e-13 2.7895660067e-12
1.6870117188e+02 5.4961381111e-12 2.6316047511e-12 1.5729347531e-13 2.7072398847e-12
1.6894531250e+02 5.2765588827e-12 2.4958966400e-12 1.5591473635e-13 2.6247475064e-12
1.6918945312e+02 5.0779374324e-12 2.3737743263e-12 1.5476638966e-13 2.5493967164e-12
1.6943359375e+02 4.9167175818e-12 2.2775563886e-12 1.5334296761e-13 2.4858182256e-12
1.6967773438e+02 4.7783435534e-12 2.1985877150e-12 1.5138902185e-13 2.4283668166e-12
1.6992187500e+02 4.6315266245e-12 2.1192195288e-12 1.4857698418e-13 2.3637301115e-12
1.7016601562e+02 4.4669009693e-12 2.0332646360e-12 1.4501631628e-13 2.2886200170e-12
1.7041015625e+02 4.3111543004e-12 1.9505641847e-12 1.4176103340e-13 2.2188290823e-12
1.7065429688e+02 4.1996346522e-12 1.8842297144e-12 1.4013375431e-13 2.1752711834e-12
1.7089843750e+02 4.1401472998e-12 1.8383349388e-12 1.4033721146e-13 2.1614751495e-12
1.7114257812e+02 4.0990992564e-12 1.8039021786e-12 1.4082530045e-13 2.1543717773e-12
1.7138671875e+02 4.0259202256e-12 1.7642392055e-12 1.3955917754e-13 2.1221218425e-12
1.7163085938e+02 3.8985594750e-12 1.7078311228e-12 1.3603069100e-13 2.0546976612e-12
1.7187500000e+02 3.7442271798e-12 1.6387344153e-12 1.3171531841e-13 1.9737774461e-12
1.7211914062e+02 3.6140990632e-12 1.5738261069e-12 1.2861698889e-13 1.9116559674e-12
1.7236328125e+02 3.5340869889e-12 1.5262046783e-12 1.2743993766e-13 1.8804423730e-12
1.7260742188e+02 3.4815899121e-12 1.4916199241e-12 1.2709907528e-13 1.8628709127e-12
1.7285156250e+02 3.4185385254e-12 1.4564057624e-12 1.2616008651e-13 1.8359726765e-12
1.7309570312e+02 3.3364858865e-12 1.4157034820e-12 1.2437134265e-13 1.7964110618e-12
1.7333984375e+02 3.2542265515e-12 1.3764303599e-12 1.2234043588e-13 1.7554557557e-12
1.7358398438e+02 3.1867876251e-12 1.3455489700e-12 1.2047046277e-13 1.7207681924e-12
1.7382812500e+02 3.1342168345e-12 1.3229776547e-12 1.1881340406e-13 1.6924257758e-12
1.7407226562e+02 3.0918427406e-12 1.3054714477e-12 1.1742757813e-13 1.6689437148e-12
1.7431640625e+02 3.0579962891e-12 1.2916073427e-12 1.1641132814e-13 1.6499776183e-12
1.7456054688e+02 3.0306605004e-12 1.2808039583e-12 1.1566331672e-13 1.6341932254e-12
1.7480468750e+02 3.0048032874e-12 1.2707077862e-12 1.1496707404e-13 1.6191284271e-12
1.7504882812e+02 2.9758688667e-12 1.2579005115e-12 1.1432006997e-13 1.6036482853e-12
1.7529296875e+02 2.9408557604e-12 1.2405426504e-12 1.1374413245e-13 1.5865689776e-12
1.7553710938e+02 2.8969117063e-12 1.2194172093e-12 1.1290715018e-13 1.5645873468e-12
1.7578125000e+02 2.8445086548e-12 1.1967539660e-12 1.1147247552e-13 1.5362822133e-12
1.7602539062e+02 2.7911217736e-12 1.1750999594e-12 1.0971238449e-13 1.5063094297e-12
1.7626953125e+02 2.7471130324e-12 1.1565612047e-12 1.0834265735e-13 1.4822091703e-12
1.7651367188e+02 2.7158801770e-12 1.1409551506e-12 1.0774295122e-13 1.4671820752e-12
1.7675781250e+02 2.6887789259e-12 1.1248516681e-12 1.0755217209e-13 1.4563750856e-12
1.7700195312e+02 2.6526978568e-12 1.1043412041e-12 1.0708665795e-13 1.4412699947e-12
1.7724609375e+02 2.6028197375e-12 1.0788651604e-12 1.0599694907e-13 1.4179576280e-12
1.7749023438e+02 2.5459599319e-12 1.0518631118e-12 1.0445196890e-13 1.3896448511e-12
1.7773437500e+02 2.4937705227e-12 1.0285603080e-12 1.0287347452e-13 1.3623367402e-12
1.7797851562e+02 2.4546136717e-12 1.0129401325e-12 1.0157717067e-13 1.3400963685e-12
1.7822265625e+02 2.4274462702e-12 1.0041242068e-12 1.0057884218e-13 1.3227432213e-12
1.7846679688e+02 2.3983609779e-12 9.9395371986e-13 9.9593545015e-14 1.3048137131e-12
1.7871093750e+02 2.3476634886e-12 9.7144116960e-13 9.8185865967e-14 1.2780364531e-12
1.7895507812e+02 2.2700763967e-12 9.3383047326e-13 9.6185583139e-14 1.2400603403e-12
1.7919921875e+02 2.1831422970e-12 8.9034552875e-13 9.3950793021e-14 1.1988459753e-12
1.7944335938e+02 2.1085610737e-12 8.5230353918e-13 9.2002737397e-14 1.1642547971e-12
1.7968750000e+02 2.0541288144e-12 8.2410746415e-13 9.0575972668e-14 1.1394453776e-12
1.7993164062e+02 2.0138948652e-12 8.0369601357e-13 8.9509349824e-14 1.1206895018e-12
1.8017578125e+02 1.9749700939e-12 7.8606012015e-13 8.8336108945e-14 1.1005738648e-12
1.8041992188e+02 1.9280464152e-12 7.6714085495e-13 8.6703382939e-14 1.0742021773e-12
1.8066406250e+02 1.8786926313e-12 7.4783720841e-13 8.4885981063e-14 1.0459694418e-12
1.8090820312e+02 1.8417945362e-12 7.3242202381e-13 8.3540032481e-14 1.0258324799e-12
1.8115234375e+02 1.8223684046e-12 7.2218666034e-13 8.2888966311e-14 1.0172927779e-12
1.8139648438e+02 1.8107007896e-12 7.1391351952e-13 8.2554257849e-14 1.0142330122e-12
1.8164062500e+02 1.7949803718e-12 7.0408205358e-13 8.2079907752e-14 1.0088184104e-12
1.8188476562e+02 1.7681583041e-12 6.9091105102e-13 8.1142798170e-14 9.9610445495e-13
1.8212890625e+02 1.7267933114e-12 6.7384279591e-13 7.9497049400e-14 9.7345346613e-13
1.8237304688e+02 1.6764915913e-12 6.5513631876e-13 7.7351747065e-14 9.4400352553e-13
1.8261718750e+02 1.6319393640e-12 6.3925481876e-13 7.5462187294e-14 9.1722235799e-13
1.8286132812e+02 1.6007246467e-12 6.2752854594e-13 7.4279095314e-14 8.9891700542e-13
1.8310546875e+02 1.5766481778e-12 6.1736451611e-13 7.3473247067e-14 8.8581041462e-13
1.8334960938e+02 1.5514607184e-12 6.0687881819e-13 7.2520147895e-14 8.7206175228e-13
1.8359375000e+02 1.5231096333e-12 5.9640625930e-13 7.1245904223e-14 8.5545746974e-13
1.8383789062e+02 1.4970713948e-12 5.8791373269e-13 6.9903988203e-14 8.3925367393e-13
1.8408203125e+02 1.4828773294e-12 5.8415334584e-13 6.8967988147e-14 8.2975599546e-13
1.8432617188e+02 1.4801851051e-12 5.8431526072e-13 6.8541211178e-14 8.2732863320e-13
1.8457031250e+02 1.4730757836e-12 5.8210484963e-13 6.8078524756e-14 8.2289240923e-13
1.8481445312e+02 1.4489223715e-12 5.7261326738e-13 6.7087423248e-14 8.0922168085e-13
1.8505859375e+02 1.4147930399e-12 5.5851224075e-13 6.5805448220e-14 7.9047535091e-13
1.8530273438e+02 1.3872293167e-12 5.4628469496e-13 6.4853520071e-14 7.7609110168e-13
1.8554687500e+02 1.3749789375e-12 5.3966072661e-13 6.4548617140e-14 7.7076959374e-13
1.8579101562e+02 1.3751865559e-12 5.3826518434e-13 6.4701319212e-14 7.7222005232e-13
1.8603515625e+02 1.3764779335e-12 5.3836043587e-13 6.4767599456e-14 7.7334989820e-13
1.8627929688e+02 1.3651571305e-12 5.3444819814e-13 6.4205591640e-14 7.6650334073e-13
1.8652343750e+02 1.3372989961e-12 5.2419126591e-13 6.2963168676e-14 7.5014456146e-13
1.8676757812e+02 1.3030365582e-12 5.1090577997e-13 6.1529937772e-14 7.3060084051e-13
1.8701171875e+02 1.2738684960e-12 4.9879778173e-13 6.0380319062e-14 7.1469039521e-13
1.8725585938e+02 1.2511210675e-12 4.8840771190e-13 5.9559369434e-14 7.0315398621e-13
1.8750000000e+02 1.2301255857e-12 4.7831747808e-13 5.8862195733e-14 6.9294591194e-13
1.8774414062e+02 1.2098895376e-12 4.6849320419e-13 5.8218895731e-14 6.8317743772e-13
1.8798828125e+02 1.1955317404e-12 4.6071842279e-13 5.7834937518e-14 6.7697838010e-13
1.8823242188e+02 1.1927232824e-12 4.5681686843e-13 5.7958942555e-14 6.7794747142e-13
1.8847656250e+02 1.1990720079e-12 4.5602470572e-13 5.8458748065e-14 6.8458855412e-13
1.8872070312e+02 1.2027779711e-12 4.5443192100e-13 5.8781430360e-14 6.8956461978e-13
1.8896484375e+02 1.1939102501e-12 4.4881834552e-13 5.8500721310e-14 6.8659118328e-13
1.8920898438e+02 1.1733973686e-12 4.3982710868e-13 5.7691691011e-14 6.7587856893e-13
1.8945312500e+02 1.1472887896e-12 4.2966618912e-13 5.6650594293e-14 6.6097200618e-13
1.8969726562e+02 1.1185945721e-12 4.1903405250e-13 5.5530036354e-14 6.4403048320e-13
1.8994140625e+02 1.0895834100e-12 4.0822282732e-13 5.4414580040e-14 6.2694600265e-13
1.9018554688e+02 1.0665207129e-12 3.9910658836e-13 5.3539931158e-14 6.1387419336e-13
1.9042968750e+02 1.0567136647e-12 3.9420325442e-13 5.3220665016e-14 6.0928974528e-13
1.9067382812e+02 1.0607774523e-12 3.9392427455e-13 5.3519517019e-14 6.1333366076e-13
1.9091796875e+02 1.0670591331e-12 3.9435821930e-13 5.3955261021e-14 6.1874565280e-13
1.9116210938e+02 1.0570901800e-12 3.8903936017e-13 5.3715300963e-14 6.1433551883e-13
1.9140625000e+02 1.0232641261e-12 3.7533705325e-13 5.2436477407e-14 5.9549059544e-13
1.9165039062e+02 9.7913551088e-13 3.5816533055e-13 5.0652460701e-14 5.7031771962e-13
1.9189453125e+02 9.4635758720e-13 3.4530804996e-13 4.9237087653e-14 5.5181244959e-13
1.9213867188e+02 9.3293509023e-13 3.3962792125e-13 4.8545696242e-14 5.4476147273e-13
1.9238281250e+02 9.2923498020e-13 3.3760382685e-13 4.8275385702e-14 5.4335576765e-13
1.9262695312e+02 9.2342222147e-13 3.3495758871e-13 4.7999255877e-14 5.4046537688e-13
1.9287109375e+02 9.1353712345e-13 3.3100423812e-13 4.7607612194e-14 5.3492527314e-13
1.9311523438e+02 9.0320898308e-13 3.2699392625e-13 4.7220229364e-14 5.2899482746e-13
1.9335937500e+02 8.9170207839e-13 3.2247554763e-13 4.6819837320e-14 5.2240669344e-13
1.9360351562e+02 8.7292322791e-13 3.1506360175e-13 4.6150002591e-14 5.1170962357e-13
1.9384765625e+02 8.4406589677e-13 3.0389215519e-13 4.5041616973e-14 4.9513212461e-13
1.9409179688e+02 8.1125268895e-13 2.9162569590e-13 4.3700469089e-14 4.7592652396e-13
1.9433593750e+02 7.8363013765e-13 2.8171758293e-13 4.2525397381e-14 4.5938715734e-13
1.9458007812e+02 7.6500103222e-13 2.7510516465e-13 4.1738988272e-14 4.4815687929e-13
1.9482421875e+02 7.5311885343e-13 2.7051967833e-13 4.1269357354e-14 4.4132981775e-13
1.9506835938e+02 7.4380441291e-13 2.6657844691e-13 4.0896658417e-14 4.3632930758e-13
1.9531250000e+02 7.3478445016e-13 2.6293287824e-13 4.0474768299e-14 4.3137680362e-13
1.9555664062e+02 7.2614962922e-13 2.5983984900e-13 3.9985824583e-14 4.2632395564e-13
1.9580078125e+02 7.1851680371e-13 2.5734747797e-13 3.9474744030e-14 4.2169458171e-13
1.9604492188e+02 7.1382546463e-13 2.5575529550e-13 3.9105841365e-14 4.1896432776e-13
1.9628906250e+02 7.1454834113e-13 2.5565305973e-13 3.9077021438e-14 4.1981825997e-13
1.9653320312e+02 7.1814130960e-13 2.5625148661e-13 3.9282534966e-14 4.2260728802e-13
1.9677734375e+02 7.1761029269e-13 2.5547158340e-13 3.9342645207e-14 4.2279606408e-13
1.9702148438e+02 7.1008746415e-13 2.5258839642e-13 3.9063179844e-14 4.1843588789e-13
1.9726562500e+02 6.9999005630e-13 2.4915750406e-13 3.8622721039e-14 4.1220983119e-13
1.9750976562e+02 6.9192078738e-13 2.4658861275e-13 3.8258021989e-14 4.0707415264e-13
1.9775390625e+02 6.8423130540e-13 2.4407904135e-13 3.7931568116e-14 4.0222069594e-13
1.9799804688e+02 6.7212183905e-13 2.3986361742e-13 3.7413006506e-14 3.9484521513e-13
1.9824218750e+02 6.5464534542e-13 2.3360092211e-13 3.6620057203e-14 3.8442436611e-13
1.9848632812e+02 6.3631835173e-13 2.2685193639e-13 3.5753144837e-14 3.7371327050e-13
1.9873046875e+02 6.2283199285e-13 2.2170004307e-13 3.5094868772e-14 3.6603708101e-13
