# freq_THz  G_total_s  G_B_s  G_Al_s  G_N_s
# Smoothed MD-derived velocity power spectrum. Common normalization: integral(G_total_s) = 3*primitive_atoms.
# Gaussian_sigma_THz=0.38; mass_weighted=True; primitive_atoms=2; total_equals_sum_of_partials=True
2.6660156250e+02 5.7834023999e-14 1.6210162680e-14 6.5849071732e-15 3.5038954146e-14
2.6684570312e+02 5.8186747969e-14 1.6353262252e-14 6.5849426200e-15 3.5248543097e-14
2.6708984375e+02 5.8449197256e-14 1.6458112244e-14 6.5830831876e-15 3.5408001825e-14
2.6733398438e+02 5.8252905437e-14 1.6387800528e-14 6.5720249419e-15 3.5293079967e-14
2.6757812500e+02 5.7636545955e-14 1.6153376676e-14 6.5527984202e-15 3.4930370859e-14
2.6782226562e+02 5.7084088812e-14 1.5934191121e-14 6.5347792457e-15 3.4615118445e-14
2.6806640625e+02 5.6901483193e-14 1.5854223884e-14 6.5205210385e-15 3.4526738271e-14
2.6831054688e+02 5.6737353335e-14 1.5794717154e-14 6.4973824602e-15 3.4445253721e-14
2.6855468750e+02 5.6127528775e-14 1.5583547115e-14 6.4563707348e-15 3.4087610925e-14
2.6879882812e+02 5.5143645318e-14 1.5239892902e-14 6.4078047898e-15 3.3495947626e-14
2.6904296875e+02 5.4180755120e-14 1.4904645891e-14 6.3685737134e-15 3.2907535516e-14
2.6928710938e+02 5.3529152507e-14 1.4683629373e-14 6.3465132842e-15 3.2499009850e-14
2.6953125000e+02 5.3300002159e-14 1.4618691817e-14 6.3405196187e-15 3.2340790724e-14
2.6977539062e+02 5.3357320591e-14 1.4662392399e-14 6.3409449112e-15 3.2353983281e-14
2.7001953125e+02 5.3353189849e-14 1.4690173117e-14 6.3321475409e-15 3.2330869191e-14
2.7026367188e+02 5.3168249326e-14 1.4655385255e-14 6.3111305696e-15 3.2201733501e-14
2.7050781250e+02 5.3086144379e-14 1.4648155253e-14 6.2950261887e-15 3.2142962937e-14
2.7075195312e+02 5.3358714787e-14 1.4745743469e-14 6.3000211064e-15 3.2312950211e-14
2.7099609375e+02 5.4020925947e-14 1.4957132209e-14 6.3296007719e-15 3.2734192966e-14
2.7124023438e+02 5.5019044096e-14 1.5272054991e-14 6.3788868674e-15 3.3368102238e-14
2.7148437500e+02 5.5966149397e-14 1.5571481755e-14 6.4262313579e-15 3.3968436285e-14
2.7172851562e+02 5.6132271478e-14 1.5616933813e-14 6.4359825161e-15 3.4079355149e-14
2.7197265625e+02 5.5178051692e-14 1.5295315800e-14 6.3930605767e-15 3.3489675315e-14
2.7221679688e+02 5.3608162852e-14 1.4771259690e-14 6.3227514629e-15 3.2514151699e-14
2.7246093750e+02 5.2350616745e-14 1.4353867688e-14 6.2675198381e-15 3.1729229218e-14
2.7270507812e+02 5.1911184965e-14 1.4217350343e-14 6.2462447236e-15 3.1447589898e-14
2.7294921875e+02 5.1859748359e-14 1.4216974865e-14 6.2367297299e-15 3.1406043765e-14
2.7319335938e+02 5.1428030318e-14 1.4084985614e-14 6.2081138660e-15 3.1134930838e-14
2.7343750000e+02 5.0552888954e-14 1.3794548921e-14 6.1627310004e-15 3.0595609033e-14
2.7368164062e+02 4.9768104210e-14 1.3529420852e-14 6.1248250865e-15 3.0113858271e-14
2.7392578125e+02 4.9318213909e-14 1.3375965499e-14 6.1027266714e-15 2.9839521739e-14
2.7416992188e+02 4.8980467619e-14 1.3257664438e-14 6.0846506666e-15 2.9638152514e-14
2.7441406250e+02 4.8558275733e-14 1.3106066808e-14 6.0614177389e-15 2.9390791186e-14
2.7465820312e+02 4.8209145524e-14 1.2975621550e-14 6.0407303819e-15 2.9192793592e-14
2.7490234375e+02 4.8200943662e-14 1.2961747920e-14 6.0359269560e-15 2.9203268786e-14
2.7514648438e+02 4.8435994221e-14 1.3036092368e-14 6.0451005805e-15 2.9354801272e-14
2.7539062500e+02 4.8530835934e-14 1.3067824640e-14 6.0531084203e-15 2.9409902874e-14
2.7563476562e+02 4.8315357285e-14 1.2994868023e-14 6.0502411719e-15 2.9270248090e-14
2.7587890625e+02 4.7954521361e-14 1.2873376867e-14 6.0391979499e-15 2.9041946545e-14
2.7612304688e+02 4.7690486980e-14 1.2791861159e-14 6.0280764680e-15 2.8870549353e-14
2.7636718750e+02 4.7635057851e-14 1.2792421437e-14 6.0206689324e-15 2.8821967482e-14
2.7661132812e+02 4.7701823512e-14 1.2839503146e-14 6.0130486012e-15 2.8849271764e-14
2.7685546875e+02 4.7708354858e-14 1.2858928099e-14 6.0005713743e-15 2.8848855385e-14
2.7709960938e+02 4.7538528571e-14 1.2805399438e-14 5.9823838967e-15 2.8750745237e-14
2.7734375000e+02 4.7161820631e-14 1.2671546595e-14 5.9581490933e-15 2.8532124943e-14
2.7758789062e+02 4.6696184025e-14 1.2501714899e-14 5.9333208290e-15 2.8261148296e-14
2.7783203125e+02 4.6472646932e-14 1.2411007752e-14 5.9236895871e-15 2.8137949593e-14
2.7807617188e+02 4.6756431743e-14 1.2494027870e-14 5.9390882258e-15 2.8323315647e-14
2.7832031250e+02 4.7378831402e-14 1.2701959655e-14 5.9661913360e-15 2.8710680412e-14
2.7856445312e+02 4.7736138607e-14 1.2835475353e-14 5.9747681154e-15 2.8925895139e-14
2.7880859375e+02 4.7276419535e-14 1.2699640768e-14 5.9443414617e-15 2.8632437305e-14
2.7905273438e+02 4.6145710958e-14 1.2329369096e-14 5.8880868227e-15 2.7928255040e-14
2.7929687500e+02 4.5058059313e-14 1.1963214857e-14 5.8383066561e-15 2.7256537800e-14
2.7954101562e+02 4.4357718358e-14 1.1726179263e-14 5.8049448339e-15 2.6826594261e-14
2.7978515625e+02 4.3753194984e-14 1.1524168981e-14 5.7716277470e-15 2.6457398256e-14
2.8002929688e+02 4.3046997237e-14 1.1285228115e-14 5.7323290952e-15 2.6029440027e-14
2.8027343750e+02 4.2511907263e-14 1.1096537084e-14 5.7049066605e-15 2.5710463519e-14
2.8051757812e+02 4.2473562193e-14 1.1073189052e-14 5.7059739228e-15 2.5694399218e-14
2.8076171875e+02 4.2855047847e-14 1.1198694424e-14 5.7279743881e-15 2.5928379036e-14
2.8100585938e+02 4.3234515926e-14 1.1331181359e-14 5.7464631976e-15 2.6156871370e-14
2.8125000000e+02 4.3305081260e-14 1.1360697099e-14 5.7467337553e-15 2.6197650406e-14
2.8149414062e+02 4.3131230284e-14 1.1306067971e-14 5.7362152026e-15 2.6088947111e-14
2.8173828125e+02 4.2936802504e-14 1.1244276339e-14 5.7294891358e-15 2.5963037030e-14
2.8198242188e+02 4.2814852245e-14 1.1209382079e-14 5.7286353899e-15 2.5876834776e-14
2.8222656250e+02 4.2625521731e-14 1.1153863304e-14 5.7206279744e-15 2.5751030453e-14
2.8247070312e+02 4.2110430335e-14 1.0983222106e-14 5.6918031400e-15 2.5435405090e-14
2.8271484375e+02 4.1223138118e-14 1.0672706549e-14 5.6462235017e-15 2.4904208067e-14
2.8295898438e+02 4.0332423950e-14 1.0345909512e-14 5.6075040814e-15 2.4379010357e-14
2.8320312500e+02 3.9943833698e-14 1.0182347760e-14 5.5976805826e-15 2.4163805356e-14
2.8344726562e+02 4.0203877033e-14 1.0242800041e-14 5.6161582989e-15 2.4344918693e-14
2.8369140625e+02 4.0782584285e-14 1.0424941379e-14 5.6425685819e-15 2.4715074324e-14
2.8393554688e+02 4.1282203401e-14 1.0600178991e-14 5.6585107893e-15 2.5023513621e-14
2.8417968750e+02 4.1553471559e-14 1.0715046519e-14 5.6597966266e-15 2.5178628413e-14
2.8442382812e+02 4.1499573248e-14 1.0723239866e-14 5.6465188069e-15 2.5129814575e-14
2.8466796875e+02 4.0954589197e-14 1.0555204214e-14 5.6159633625e-15 2.4783421621e-14
2.8491210938e+02 4.0004098593e-14 1.0237865902e-14 5.5729189788e-15 2.4193313712e-14
2.8515625000e+02 3.9115822217e-14 9.9370253032e-15 5.5345274346e-15 2.3644269479e-14
2.8540039062e+02 3.8722143735e-14 9.8051332428e-15 5.5166155447e-15 2.3400394947e-14
2.8564453125e+02 3.8831683196e-14 9.8450388136e-15 5.5202261981e-15 2.3466418184e-14
2.8588867188e+02 3.9176719192e-14 9.9646811571e-15 5.5357169532e-15 2.3676321082e-14
2.8613281250e+02 3.9534391707e-14 1.0088441745e-14 5.5532191392e-15 2.3892730823e-14
2.8637695312e+02 3.9773724330e-14 1.0171373472e-14 5.5642847154e-15 2.4038066142e-14
2.8662109375e+02 3.9818992055e-14 1.0188396040e-14 5.5627832913e-15 2.4067812724e-14
2.8686523438e+02 3.9659180271e-14 1.0138937879e-14 5.5484528485e-15 2.3971789543e-14
2.8710937500e+02 3.9314531697e-14 1.0031081271e-14 5.5256552267e-15 2.3757795199e-14
2.8735351562e+02 3.8867743670e-14 9.8877592084e-15 5.5022147112e-15 2.3477769750e-14
2.8759765625e+02 3.8478907529e-14 9.7556090130e-15 5.4870444777e-15 2.3236254038e-14
2.8784179688e+02 3.8240526599e-14 9.6650724187e-15 5.4807833300e-15 2.3094670851e-14
2.8808593750e+02 3.8114951793e-14 9.6115187476e-15 5.4757474084e-15 2.3027685637e-14
2.8833007812e+02 3.8036201243e-14 9.5803063418e-15 5.4690348509e-15 2.2986860050e-14
2.8857421875e+02 3.7917159023e-14 9.5414107108e-15 5.4626913390e-15 2.2913056973e-14
2.8881835938e+02 3.7642282219e-14 9.4516864660e-15 5.4527352179e-15 2.2737860536e-14
2.8906250000e+02 3.7247121067e-14 9.3226701493e-15 5.4343711864e-15 2.2490079731e-14
2.8930664062e+02 3.6918069751e-14 9.2175612398e-15 5.4122144781e-15 2.2288294033e-14
2.8955078125e+02 3.6661697803e-14 9.1352009143e-15 5.3916692100e-15 2.2134827679e-14
2.8979492188e+02 3.6277822274e-14 9.0048346566e-15 5.3710470585e-15 2.1901940559e-14
2.9003906250e+02 3.5735558219e-14 8.8159942733e-15 5.3507299556e-15 2.1568833991e-14
2.9028320312e+02 3.5264093705e-14 8.6468499138e-15 5.3369557803e-15 2.1280288011e-14
2.9052734375e+02 3.5100029050e-14 8.5786492930e-15 5.3342978383e-15 2.1187081918e-14
2.9077148438e+02 3.5291195177e-14 8.6308577801e-15 5.3414689452e-15 2.1318868452e-14
2.9101562500e+02 3.5611813473e-14 8.7318261268e-15 5.3500611940e-15 2.1529926152e-14
2.9125976562e+02 3.5671148199e-14 8.7531590224e-15 5.3468964645e-15 2.1571092713e-14
2.9150390625e+02 3.5295764776e-14 8.6348993913e-15 5.3273433154e-15 2.1333522069e-14
2.9174804688e+02 3.4712106434e-14 8.4461235240e-15 5.3030358981e-15 2.0962947012e-14
2.9199218750e+02 3.4215077649e-14 8.2795293239e-15 5.2865795033e-15 2.0648968822e-14
2.9223632812e+02 3.3890332319e-14 8.1645209116e-15 5.2777061077e-15 2.0448105300e-14
2.9248046875e+02 3.3708822882e-14 8.0979103731e-15 5.2705795210e-15 2.0340332988e-14
2.9272460938e+02 3.3633891582e-14 8.0740002658e-15 5.2638686742e-15 2.0296022642e-14
2.9296875000e+02 3.3620317523e-14 8.0788369589e-15 5.2594754129e-15 2.0282005151e-14
2.9321289062e+02 3.3641735720e-14 8.0976957133e-15 5.2582471668e-15 2.0285792840e-14
2.9345703125e+02 3.3741725131e-14 8.1386311116e-15 5.2606458762e-15 2.0342448144e-14
2.9370117188e+02 3.4003051926e-14 8.2311758223e-15 5.2678948766e-15 2.0503981227e-14
2.9394531250e+02 3.4380770568e-14 8.3660121344e-15 5.2780442330e-15 2.0736714201e-14
2.9418945312e+02 3.4616772432e-14 8.4539267774e-15 5.2829525668e-15 2.0879893088e-14
2.9443359375e+02 3.4456728056e-14 8.4013750852e-15 5.2738733698e-15 2.0781479601e-14
2.9467773438e+02 3.3918358516e-14 8.2124973400e-15 5.2503388924e-15 2.0455522284e-14
2.9492187500e+02 3.3266109026e-14 7.9807192061e-15 5.2214884415e-15 2.0063901379e-14
2.9516601562e+02 3.2754400021e-14 7.7962427829e-15 5.1976035184e-15 1.9760553720e-14
2.9541015625e+02 3.2433591250e-14 7.6797117005e-15 5.1807971306e-15 1.9573082419e-14
2.9565429688e+02 3.2201935021e-14 7.5982650116e-15 5.1662258422e-15 1.9437444167e-14
2.9589843750e+02 3.1996032235e-14 7.5265422123e-15 5.1519817311e-15 1.9317508292e-14
2.9614257812e+02 3.1828856269e-14 7.4640357801e-15 5.1411565788e-15 1.9223663910e-14
2.9638671875e+02 3.1743055428e-14 7.4278998405e-15 5.1361250373e-15 1.9179030550e-14
2.9663085938e+02 3.1892813689e-14 7.4783308752e-15 5.1408062999e-15 1.9273676514e-14
2.9687500000e+02 3.2417867643e-14 7.6648987127e-15 5.1605010282e-15 1.9592467902e-14
2.9711914062e+02 3.3061897002e-14 7.8939426683e-15 5.1882322631e-15 1.9979722071e-14
2.9736328125e+02 3.3282387966e-14 7.9735935088e-15 5.2037148682e-15 2.0105079589e-14
2.9760742188e+02 3.2880165018e-14 7.8354898429e-15 5.1949356891e-15 1.9849739486e-14
2.9785156250e+02 3.2214637560e-14 7.6087511527e-15 5.1705392498e-15 1.9435347157e-14
2.9809570312e+02 3.1722313124e-14 7.4484127199e-15 5.1461216801e-15 1.9127778724e-14
2.9833984375e+02 3.1436772046e-14 7.3631853103e-15 5.1256828734e-15 1.8947903863e-14
2.9858398438e+02 3.1138861968e-14 7.2707691520e-15 5.1045133530e-15 1.8763579463e-14
2.9882812500e+02 3.0811414323e-14 7.1632237368e-15 5.0849888261e-15 1.8563201760e-14
2.9907226562e+02 3.0630159300e-14 7.1023722197e-15 5.0754611008e-15 1.8452325980e-14
2.9931640625e+02 3.0627745805e-14 7.0991265920e-15 5.0766010841e-15 1.8452018129e-14
2.9956054688e+02 3.0663836446e-14 7.1053125838e-15 5.0807596445e-15 1.8477764218e-14
2.9980468750e+02 3.0620256831e-14 7.0818523668e-15 5.0812132534e-15 1.8457191211e-14
3.0004882812e+02 3.0444023619e-14 7.0096649018e-15 5.0746223281e-15 1.8359736389e-14
3.0029296875e+02 3.0101099053e-14 6.8746223631e-15 5.0592435990e-15 1.8167233091e-14
3.0053710938e+02 2.9640658924e-14 6.6965471819e-15 5.0381302383e-15 1.7905981504e-14
3.0078125000e+02 2.9237475860e-14 6.5449607184e-15 5.0200689275e-15 1.7672446214e-14
3.0102539062e+02 2.9065589052e-14 6.4871454368e-15 5.0124269872e-15 1.7566016628e-14
3.0126953125e+02 2.9150780732e-14 6.5297698351e-15 5.0156474390e-15 1.7605363458e-14
3.0151367188e+02 2.9360051156e-14 6.6178836149e-15 5.0241854107e-15 1.7717982130e-14
3.0175781250e+02 2.9535406769e-14 6.6904980402e-15 5.0309159508e-15 1.7813992778e-14
3.0200195312e+02 2.9594556098e-14 6.7198995304e-15 5.0307600726e-15 1.7843896495e-14
3.0224609375e+02 2.9489481927e-14 6.6927268941e-15 5.0209959171e-15 1.7775759116e-14
3.0249023438e+02 2.9209288635e-14 6.6047672950e-15 5.0030074144e-15 1.7601513925e-14
3.0273437500e+02 2.8867918140e-14 6.4917850846e-15 4.9846703796e-15 1.7391462676e-14
3.0297851562e+02 2.8647217760e-14 6.4158523409e-15 4.9752675660e-15 1.7256097853e-14
3.0322265625e+02 2.8619261405e-14 6.4057838753e-15 4.9767953929e-15 1.7236682137e-14
3.0346679688e+02 2.8697635366e-14 6.4347890019e-15 4.9821491333e-15 1.7280697231e-14
3.0371093750e+02 2.8733020212e-14 6.4496841115e-15 4.9814348552e-15 1.7301901246e-14
3.0395507812e+02 2.8652834138e-14 6.4223088828e-15 4.9720569894e-15 1.7258468266e-14
3.0419921875e+02 2.8548740824e-14 6.3838155937e-15 4.9624884939e-15 1.7202436736e-14
3.0444335938e+02 2.8552521314e-14 6.3807794586e-15 4.9615227299e-15 1.7210219125e-14
3.0468750000e+02 2.8609756587e-14 6.3949881627e-15 4.9656118214e-15 1.7249156603e-14
3.0493164062e+02 2.8517212807e-14 6.3587964725e-15 4.9631976723e-15 1.7195218662e-14
3.0517578125e+02 2.8203194334e-14 6.2514677600e-15 4.9503687748e-15 1.7001357799e-14
3.0541992188e+02 2.7804250613e-14 6.1191404304e-15 4.9342586949e-15 1.6750851488e-14
3.0566406250e+02 2.7485839095e-14 6.0134963662e-15 4.9224299089e-15 1.6549912820e-14
3.0590820312e+02 2.7346785772e-14 5.9659330633e-15 4.9181191424e-15 1.6462733566e-14
3.0615234375e+02 2.7397061904e-14 5.9799253816e-15 4.9217120088e-15 1.6495424514e-14
3.0639648438e+02 2.7517750446e-14 6.0147992899e-15 4.9289400755e-15 1.6574011080e-14
3.0664062500e+02 2.7572707377e-14 6.0282249974e-15 4.9330434092e-15 1.6611438971e-14
3.0688476562e+02 2.7573863967e-14 6.0321395491e-15 4.9323814543e-15 1.6609342963e-14
3.0712890625e+02 2.7571280352e-14 6.0442692892e-15 4.9289569199e-15 1.6598054143e-14
3.0737304688e+02 2.7425325344e-14 6.0072440189e-15 4.9186771624e-15 1.6499404163e-14
3.0761718750e+02 2.6957170343e-14 5.8506776028e-15 4.8950869699e-15 1.6211405771e-14
3.0786132812e+02 2.6324252188e-14 5.6275283993e-15 4.8651314761e-15 1.5831592312e-14
3.0810546875e+02 2.5937134145e-14 5.4836799298e-15 4.8467753213e-15 1.5606678894e-14
3.0834960938e+02 2.5974651136e-14 5.4872718991e-15 4.8475719555e-15 1.5639807282e-14
3.0859375000e+02 2.6234956345e-14 5.5742856759e-15 4.8578397503e-15 1.5802830918e-14
3.0883789062e+02 2.6451784702e-14 5.6542713220e-15 4.8656056867e-15 1.5931907693e-14
3.0908203125e+02 2.6532176130e-14 5.6911316516e-15 4.8677014034e-15 1.5973343075e-14
3.0932617188e+02 2.6489847781e-14 5.6840392591e-15 4.8658420158e-15 1.5939966506e-14
3.0957031250e+02 2.6337738254e-14 5.6362790472e-15 4.8596778934e-15 1.5841781313e-14
3.0981445312e+02 2.6096409734e-14 5.5580508442e-15 4.8472075401e-15 1.5691151350e-14
3.1005859375e+02 2.5814954204e-14 5.4684386258e-15 4.8297610437e-15 1.5516754534e-14
3.1030273438e+02 2.5557351607e-14 5.3885865556e-15 4.8132709735e-15 1.5355494078e-14
3.1054687500e+02 2.5395846973e-14 5.3412491284e-15 4.8041287479e-15 1.5250469097e-14
3.1079101562e+02 2.5365950750e-14 5.3368319267e-15 4.8037665588e-15 1.5225352265e-14
3.1103515625e+02 2.5409851466e-14 5.3539019762e-15 4.8070130213e-15 1.5248936468e-14
3.1127929688e+02 2.5437161643e-14 5.3602805080e-15 4.8073702939e-15 1.5269510841e-14
3.1152343750e+02 2.5414694312e-14 5.3458223112e-15 4.8032386267e-15 1.5265633374e-14
3.1176757812e+02 2.5354313972e-14 5.3191959948e-15 4.7977436698e-15 1.5237374307e-14
3.1201171875e+02 2.5292303107e-14 5.2978928573e-15 4.7949494165e-15 1.5199460834e-14
3.1225585938e+02 2.5296204541e-14 5.3059405937e-15 4.7976423512e-15 1.5192621596e-14
3.1250000000e+02 2.5408274628e-14 5.3522556631e-15 4.8062611838e-15 1.5249757781e-14
3.1274414062e+02 2.5550159493e-14 5.4019114770e-15 4.8163862582e-15 1.5331861757e-14
3.1298828125e+02 2.5560564024e-14 5.3975462004e-15 4.8195050290e-15 1.5343512794e-14
3.1323242188e+02 2.5407324463e-14 5.3340398939e-15 4.8127636726e-15 1.5260520897e-14
3.1347656250e+02 2.5255305642e-14 5.2741563500e-15 4.8044308008e-15 1.5176718491e-14
3.1372070312e+02 2.5187718020e-14 5.2481703004e-15 4.8005525268e-15 1.5138995193e-14
3.1396484375e+02 2.5046418078e-14 5.2013842707e-15 4.7939565080e-15 1.5051077299e-14
3.1420898438e+02 2.4728735532e-14 5.0975362335e-15 4.7779859006e-15 1.4853213398e-14
3.1445312500e+02 2.4389060502e-14 4.9876068699e-15 4.7595270548e-15 1.4641926577e-14
3.1469726562e+02 2.4172100450e-14 4.9189375035e-15 4.7471678463e-15 1.4505995100e-14
3.1494140625e+02 2.4028994069e-14 4.8730560820e-15 4.7398395744e-15 1.4416098412e-14
3.1518554688e+02 2.3944647383e-14 4.8440583759e-15 4.7360809534e-15 1.4364508054e-14
3.1542968750e+02 2.4050897389e-14 4.8775516384e-15 4.7400307681e-15 1.4433314983e-14
3.1567382812e+02 2.4346591058e-14 4.9750115429e-15 4.7495247564e-15 1.4622054759e-14
3.1591796875e+02 2.4568149984e-14 5.0490780649e-15 4.7521907481e-15 1.4766881171e-14
3.1616210938e+02 2.4493279503e-14 5.0256060938e-15 4.7410335500e-15 1.4726639859e-14
3.1640625000e+02 2.4175251006e-14 4.9223471569e-15 4.7222694235e-15 1.4530634425e-14
3.1665039062e+02 2.3806134285e-14 4.8026655114e-15 4.7048754627e-15 1.4298593311e-14
3.1689453125e+02 2.3523707850e-14 4.7114702335e-15 4.6932043210e-15 1.4119033296e-14
3.1713867188e+02 2.3386253863e-14 4.6692812055e-15 4.6899012031e-15 1.4027071455e-14
3.1738281250e+02 2.3368964006e-14 4.6707432691e-15 4.6945956128e-15 1.4003625124e-14
3.1762695312e+02 2.3353889544e-14 4.6755381242e-15 4.6995515392e-15 1.3978799880e-14
3.1787109375e+02 2.3254587495e-14 4.6475786470e-15 4.6974643500e-15 1.3909544498e-14
3.1811523438e+02 2.3126563416e-14 4.5981318286e-15 4.6920764845e-15 1.3836355103e-14
3.1835937500e+02 2.3073405223e-14 4.5617834570e-15 4.6925971560e-15 1.3819024609e-14
3.1860351562e+02 2.3110954456e-14 4.5527890796e-15 4.7005276818e-15 1.3857637694e-14
3.1884765625e+02 2.3162231054e-14 4.5570374940e-15 4.7080294438e-15 1.3897164116e-14
3.1909179688e+02 2.3145839550e-14 4.5508359912e-15 4.7080707784e-15 1.3886932780e-14
3.1933593750e+02 2.3059306944e-14 4.5264342815e-15 4.7019289638e-15 1.3830943699e-14
3.1958007812e+02 2.2965231069e-14 4.4963393931e-15 4.6955097313e-15 1.3773381944e-14
3.1982421875e+02 2.2898431486e-14 4.4697093278e-15 4.6913742333e-15 1.3737347925e-14
3.2006835938e+02 2.2848941203e-14 4.4463636940e-15 4.6880623805e-15 1.3714515128e-14
3.2031250000e+02 2.2818761329e-14 4.4322751454e-15 4.6850271868e-15 1.3701458997e-14
3.2055664062e+02 2.2804299505e-14 4.4297817398e-15 4.6828616906e-15 1.3691656075e-14
3.2080078125e+02 2.2762722249e-14 4.4233245369e-15 4.6805283749e-15 1.3658869337e-14
3.2104492188e+02 2.2662037800e-14 4.3974902446e-15 4.6766998581e-15 1.3587847697e-14
3.2128906250e+02 2.2535431667e-14 4.3604624498e-15 4.6722860964e-15 1.3502683120e-14
3.2153320312e+02 2.2456082185e-14 4.3377542830e-15 4.6693928785e-15 1.3448935023e-14
3.2177734375e+02 2.2446618115e-14 4.3376304020e-15 4.6680086965e-15 1.3440979017e-14
3.2202148438e+02 2.2443266526e-14 4.3369360340e-15 4.6651359381e-15 1.3441194554e-14
3.2226562500e+02 2.2369353458e-14 4.3097505673e-15 4.6580142500e-15 1.3401588641e-14
3.2250976562e+02 2.2190685167e-14 4.2463851693e-15 4.6464361690e-15 1.3297863828e-14
3.2275390625e+02 2.1914134454e-14 4.1486432067e-15 4.6319338823e-15 1.3133557365e-14
3.2299804688e+02 2.1613931209e-14 4.0398785671e-15 4.6178603174e-15 1.2956192324e-14
3.2324218750e+02 2.1431157772e-14 3.9695107549e-15 4.6093301702e-15 1.2852316847e-14
3.2348632812e+02 2.1473482255e-14 3.9786894292e-15 4.6099259497e-15 1.2884866876e-14
3.2373046875e+02 2.1716240677e-14 4.0623804061e-15 4.6186596578e-15 1.3035200613e-14
3.2397460938e+02 2.2003841793e-14 4.1668494162e-15 4.6297036593e-15 1.3207288717e-14
3.2421875000e+02 2.2173805314e-14 4.2333626730e-15 4.6360331628e-15 1.3304409478e-14
3.2446289062e+02 2.2195715897e-14 4.2490231933e-15 4.6355872785e-15 1.3311105425e-14
3.2470703125e+02 2.2137468719e-14 4.2355847232e-15 4.6316276884e-15 1.3270256308e-14
3.2495117188e+02 2.2061698614e-14 4.2134409691e-15 4.6279757703e-15 1.3220281875e-14
3.2519531250e+02 2.2020714917e-14 4.2012350163e-15 4.6268199218e-15 1.3192659979e-14
3.2543945312e+02 2.2010964007e-14 4.1997604528e-15 4.6263200169e-15 1.3184883537e-14
3.2568359375e+02 2.1914013656e-14 4.1686625087e-15 4.6202676385e-15 1.3125083509e-14
3.2592773438e+02 2.1639437343e-14 4.0750428113e-15 4.6063060337e-15 1.2958088498e-14
3.2617187500e+02 2.1282136735e-14 3.9502951378e-15 4.5907385619e-15 1.2741103035e-14
3.2641601562e+02 2.1033041480e-14 3.8605101296e-15 4.5815068686e-15 1.2591024482e-14
3.2666015625e+02 2.0990973608e-14 3.8408565250e-15 4.5810414926e-15 1.2569075591e-14
3.2690429688e+02 2.1094369112e-14 3.8722742013e-15 4.5857546041e-15 1.2636340307e-14
3.2714843750e+02 2.1189896654e-14 3.9048213519e-15 4.5887044661e-15 1.2696370836e-14
3.2739257812e+02 2.1164795419e-14 3.8999117613e-15 4.5852303187e-15 1.2679653339e-14
3.2763671875e+02 2.1051604399e-14 3.8641287916e-15 4.5790995821e-15 1.2608376025e-14
3.2788085938e+02 2.0999155415e-14 3.8439885244e-15 4.5796679989e-15 1.2575498892e-14
3.2812500000e+02 2.1082383600e-14 3.8666318697e-15 4.5891038639e-15 1.2626647866e-14
3.2836914062e+02 2.1175410964e-14 3.8941187490e-15 4.5969466024e-15 1.2684345613e-14
3.2861328125e+02 2.1121332048e-14 3.8760779978e-15 4.5931945217e-15 1.2652059529e-14
3.2885742188e+02 2.0964696173e-14 3.8284345497e-15 4.5815680709e-15 1.2554693553e-14
3.2910156250e+02 2.0883841898e-14 3.8103957315e-15 4.5731146213e-15 1.2500331545e-14
3.2934570312e+02 2.0948171204e-14 3.8410344680e-15 4.5716968191e-15 1.2535439917e-14
3.2958984375e+02 2.1046364370e-14 3.8788243046e-15 4.5718481870e-15 1.2595691879e-14
3.2983398438e+02 2.1026785519e-14 3.8731339224e-15 4.5673778284e-15 1.2586273768e-14
3.3007812500e+02 2.0856341155e-14 3.8148485949e-15 4.5577785678e-15 1.2483713992e-14
3.3032226562e+02 2.0635867805e-14 3.7385513178e-15 4.5478052859e-15 1.2349511201e-14
3.3056640625e+02 2.0476698042e-14 3.6830268169e-15 4.5426101952e-15 1.2251061030e-14
3.3081054688e+02 2.0418740017e-14 3.6637865706e-15 4.5437544879e-15 1.2211198959e-14
3.3105468750e+02 2.0469825878e-14 3.6822863101e-15 4.5500452416e-15 1.2237494326e-14
3.3129882812e+02 2.0633624207e-14 3.7354362831e-15 4.5595884294e-15 1.2338599494e-14
3.3154296875e+02 2.0869071943e-14 3.8079372610e-15 4.5696293680e-15 1.2491505315e-14
3.3178710938e+02 2.1073459667e-14 3.8691689691e-15 4.5767749770e-15 1.2627515721e-14
3.3203125000e+02 2.1150079075e-14 3.8915651847e-15 4.5791594084e-15 1.2679354482e-14
3.3227539062e+02 2.1087054140e-14 3.8724024883e-15 4.5775179496e-15 1.2637133702e-14
3.3251953125e+02 2.0935952191e-14 3.8261696972e-15 4.5730428766e-15 1.2536739618e-14
3.3276367188e+02 2.0738202370e-14 3.7625676198e-15 4.5658454384e-15 1.2409789312e-14
3.3300781250e+02 2.0529906129e-14 3.6917891010e-15 4.5569264692e-15 1.2281190559e-14
3.3325195312e+02 2.0391171676e-14 3.6425999359e-15 4.5498668729e-15 1.2198704867e-14
3.3349609375e+02 2.0392837064e-14 3.6414696061e-15 4.5478738349e-15 1.2203493623e-14
3.3374023438e+02 2.0482672726e-14 3.6707162668e-15 4.5490569588e-15 1.2262899501e-14
3.3398437500e+02 2.0504051869e-14 3.6756751258e-15 4.5469229387e-15 1.2281453805e-14
