# freq_THz  G_total_s  G_Al_s  G_N_s
# Smoothed MD-derived velocity power spectrum. Common normalization: integral(G_total_s) = 3*primitive_atoms.
# Gaussian_sigma_THz=0.38; mass_weighted=True; primitive_atoms=2; total_equals_sum_of_partials=True
5.7861328125e+01 3.7863131229e-06 1.1445677228e-06 2.6417454001e-06
5.8105468750e+01 3.5797051811e-06 1.0863055744e-06 2.4933996067e-06
5.8349609375e+01 3.4026127034e-06 1.0364342467e-06 2.3661784567e-06
5.8593750000e+01 3.2557507780e-06 9.9496111559e-07 2.2607896625e-06
5.8837890625e+01 3.1375005973e-06 9.6127029817e-07 2.1762302991e-06
5.9082031250e+01 3.0443366192e-06 9.3416702294e-07 2.1101695963e-06
5.9326171875e+01 2.9719439931e-06 9.1250297074e-07 2.0594410223e-06
5.9570312500e+01 2.9166897336e-06 8.9561673199e-07 2.0210730016e-06
5.9814453125e+01 2.8761201957e-06 8.8302968432e-07 1.9930905114e-06
6.0058593750e+01 2.8472794116e-06 8.7380408385e-07 1.9734753277e-06
6.0302734375e+01 2.8246537475e-06 8.6626901229e-07 1.9583847352e-06
6.0546875000e+01 2.8008503889e-06 8.5843819386e-07 1.9424121951e-06
6.0791015625e+01 2.7694495497e-06 8.4874143861e-07 1.9207081111e-06
6.1035156250e+01 2.7272858290e-06 8.3643523328e-07 1.8908505957e-06
6.1279296875e+01 2.6750037996e-06 8.2155980213e-07 1.8534439975e-06
6.1523437500e+01 2.6159154137e-06 8.0470781645e-07 1.8112075972e-06
6.1767578125e+01 2.5541951390e-06 7.8679078774e-07 1.7674043513e-06
6.2011718750e+01 2.4937578290e-06 7.6884589853e-07 1.7249119304e-06
6.2255859375e+01 2.4376638527e-06 7.5181889399e-07 1.6858449587e-06
6.2500000000e+01 2.3883161037e-06 7.3650154088e-07 1.6518145628e-06
6.2744140625e+01 2.3488044683e-06 7.2380694107e-07 1.6249975273e-06
6.2988281250e+01 2.3229018250e-06 7.1481735278e-07 1.6080844723e-06
6.3232421875e+01 2.3122277730e-06 7.1009826098e-07 1.6021295120e-06
6.3476562500e+01 2.3135072955e-06 7.0885203410e-07 1.6046552614e-06
6.3720703125e+01 2.3185920886e-06 7.0871447130e-07 1.6098776173e-06
6.3964843750e+01 2.3169425110e-06 7.0639111287e-07 1.6105513982e-06
6.4208984375e+01 2.2991224714e-06 6.9879446188e-07 1.6003280095e-06
6.4453125000e+01 2.2595191345e-06 6.8403778631e-07 1.5754813482e-06
6.4697265625e+01 2.1967154497e-06 6.6171181952e-07 1.5350036302e-06
